scenario_index,v27_rf,v28_rf,delta_rf,v27_progress,v28_progress,delta_progress,v27_comfort,v28_comfort,delta_comfort,v27_collision,v28_collision,delta_collision,v27_overlap,v28_overlap,delta_overlap,v27_offroad,v28_offroad,delta_offroad,v27_accuracy,v28_accuracy,delta_accuracy
1681,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1682,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
1683,0.97375005,0.93840665,-0.035343400000000025,1.0,0.9495095,-0.050490499999999994,0.9125,0.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1684,0.9361647,0.90806645,-0.02809824999999999,0.9730924,0.8686664,-0.10442600000000002,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1685,0.0,0.925,0.925,0.26507458,1.0,0.7349254199999999,0.7619048,0.75,-0.011904800000000049,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1
1686,0.9304876,0.93917274,0.00868513999999998,0.90069646,0.913104,0.012407539999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1687,0.97749996,0.9320906,-0.045409359999999954,1.0,0.9029865,-0.09701349999999997,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1688,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1689,0.9553521,0.9642798,0.008927699999999983,0.9362173,0.94897115,0.012753849999999956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1690,1.0,0.991161,-0.008839000000000041,1.0,0.98737276,-0.01262724000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1691,0.99131316,0.97749996,-0.013813200000000081,0.9875903,1.0,0.012409699999999968,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1692,0.9329279,0.9186298,-0.01429809999999998,0.9363256,0.883757,-0.052568599999999965,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1693,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
1694,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1695,0.9362074,0.95619565,0.01998824999999993,0.9624391,0.93742234,-0.02501675999999997,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1696,0.9126771,0.8963976,-0.016279500000000002,0.87525296,0.9002109,0.024957940000000067,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1697,1.0,0.96999997,-0.030000029999999955,1.0,1.0,0.0,1.0,0.90000004,-0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1698,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1699,0.9389064,0.86863846,-0.07026794000000003,0.9127234,0.81234056,-0.10038283999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1700,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1701,0.92200756,0.9395388,0.01753124000000006,0.88858217,0.91362673,0.025044560000000105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1702,0.895,0.96250004,0.06750003999999998,0.99999994,0.99999994,0.0,0.65000004,0.875,0.22499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1703,0.9915577,0.9987071,0.0071493999999999724,0.9879395,0.998153,0.010213499999999986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1704,0.96625006,0.96250004,-0.0037500200000000206,1.0,1.0,0.0,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1705,0.8553425,0.9165494,0.06120689999999995,0.9004892,0.9129277,0.012438500000000019,0.75,0.925,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1706,0.95874995,0.95874995,0.0,0.99999994,0.99999994,0.0,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1707,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1708,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1709,0.97375005,0.9325,-0.04125005000000004,1.0,1.0,0.0,0.9125,0.77500004,-0.13749995999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1710,1.0,0.92466414,-0.07533586000000003,0.99999994,0.89237726,-0.10762268000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1711,0.94786274,0.93042785,-0.01743489000000009,0.92551816,0.90061116,-0.024907000000000012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1712,0.8937001,0.91402435,0.020324250000000044,0.90171444,0.8771776,-0.024536840000000004,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1713,0.8978855,0.9913522,0.09346670000000001,0.95055073,0.987646,0.037095270000000014,0.77500004,1.0,0.22499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1714,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1715,0.9332984,0.97549695,0.04219855000000006,0.90471196,0.9649956,0.06028363999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1716,0.96250004,0.96158564,-0.0009143999999999819,1.0,0.9772652,-0.022734800000000055,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1717,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1718,0.9302667,0.8828641,-0.04740259999999996,0.9485952,0.832663,-0.11593219999999993,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1719,0.85037005,0.8946697,0.044299650000000024,0.78624284,0.8495282,0.06328535999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1720,0.9559404,0.9647398,0.008799400000000013,0.93705785,0.94962835,0.01257050000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1721,0.93973255,0.91385144,-0.02588111000000004,0.9139036,0.87693065,-0.036972950000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1722,0.9032839,0.8764101,-0.02687380000000006,0.974334,0.93594295,-0.03839104999999998,0.7375,0.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1723,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1724,0.0,0.0,0.0,0.008631383,0.008631383,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
1725,0.9554613,0.928768,-0.02669329999999992,0.9363733,0.89824,-0.038133299999999926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1726,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1727,0.9365393,0.9488749,0.012335600000000002,0.94148475,0.9269641,-0.014520650000000024,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1728,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1729,0.8289384,0.7460425,-0.08289589999999991,0.78776914,0.6693464,-0.11842273999999997,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1730,1.0,0.938894,-0.061105999999999994,1.0,0.91270566,-0.08729434000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1731,0.97749996,0.9549999,-0.022500059999999933,0.99999994,0.99999994,0.0,0.925,0.85,-0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1732,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1733,1.0,0.9428936,-0.0571064,1.0,0.9184195,-0.08158049999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1734,0.88417,0.8485405,-0.03562949999999998,0.8666714,0.8157722,-0.05089920000000003,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1735,0.95500004,0.9060532,-0.04894684000000005,1.0,0.86579025,-0.13420975000000002,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1736,0.92762184,0.92762184,0.0,0.89660263,0.89660263,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1737,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1738,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1739,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1740,0.8962185,0.94083977,0.044621269999999935,0.8517408,0.91548544,0.06374464000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1741,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1742,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1743,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1744,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1745,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1746,1.0,0.9320103,-0.06798970000000004,1.0,0.90287185,-0.09712814999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1747,0.9707551,0.48679343,-0.48396166999999995,0.99036443,0.30434772,-0.68601671,0.925,0.9125,-0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1748,0.96203154,1.0,0.03796845999999998,0.98861647,1.0,0.01138353000000003,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1749,0.89574033,0.84007114,-0.055669189999999924,0.8510575,0.7715301,-0.07952740000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1750,0.91999286,0.8408166,-0.07917626,0.8857041,0.77259517,-0.11310893,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1751,0.9133358,0.93002474,0.016688939999999985,0.876194,0.9000353,0.023841299999999954,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1752,0.93044376,0.83351815,-0.09692561,0.9006339,0.76216877,-0.13846512999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1753,0.9223693,0.8963606,-0.026008699999999996,0.889099,0.8519437,-0.0371553,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1754,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1755,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1756,0.95874995,0.95125,-0.007499949999999922,1.0,1.0,0.0,0.8625,0.83750004,-0.024999960000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1757,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1758,0.9380116,0.91146547,-0.026546129999999946,0.91144514,0.87352204,-0.03792309999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1759,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1760,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1761,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1762,0.92110234,0.9386328,0.017530460000000025,0.88728905,0.91233253,0.025043480000000007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1763,0.8680607,0.8572864,-0.010774300000000014,0.85972965,0.7961234,-0.06360624999999998,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1764,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1765,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1766,0.97375005,1.0,0.026249949999999966,1.0,1.0,0.0,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1767,0.91242754,0.93870956,0.026282020000000017,0.87489647,0.9124422,0.037545729999999944,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1768,0.8577038,0.90757334,0.04986953999999999,0.8288626,0.8679618,0.0390992,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1769,0.9588896,0.95287573,-0.006013869999999977,0.9412709,0.96482235,0.02355145000000003,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1770,0.8173132,0.8860844,0.06877120000000003,0.8247331,0.8372633,0.012530200000000047,0.8,1.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1771,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1772,0.8957631,1.0,0.10423689999999997,0.883233,1.0,0.11676699999999995,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1773,0.9078602,0.95125,0.043389800000000034,0.9273003,1.0,0.07269970000000003,0.8625,0.83750004,-0.024999960000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1774,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
1775,0.95500004,1.0,0.04499995999999995,1.0,1.0,0.0,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1776,0.88276446,0.92205906,0.03929460000000007,0.88073486,0.9422273,0.06149243999999998,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1777,0.97749996,1.0,0.022500040000000054,0.99999994,0.99999994,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1778,0.36044392,0.29307637,-0.06736755,0.13456275,0.03832337,-0.09623938000000001,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1779,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1780,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1781,0.8785515,0.9736481,0.09509659999999998,0.8747165,0.96235436,0.08763785999999996,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1782,0.77736306,0.7235801,-0.053782960000000046,0.7462329,0.664043,-0.08218989999999993,0.85,0.8625,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1783,0.8748978,0.93867,0.06377220000000006,0.8748539,0.9123857,0.037531800000000004,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1784,0.9181718,0.95973265,0.04156084999999998,0.936674,0.974618,0.03794399999999998,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
1786,0.88607925,0.89925593,0.013176680000000052,0.8801131,0.85608,-0.02403310000000003,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1787,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1788,0.8937276,0.9000654,0.00633780000000006,0.9017537,0.8893792,-0.012374499999999955,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1789,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1790,0.9931955,1.0,0.006804499999999991,0.9902792,1.0,0.009720799999999974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1791,0.9245451,0.88677216,-0.03777293999999998,0.8922073,0.838246,-0.05396129999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1792,0.96250004,0.9656277,0.0031276599999999766,1.0,0.95089674,-0.04910325999999998,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1793,0.98178196,0.98178196,0.0,0.9739742,0.9739742,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1794,0.93411845,0.8319637,-0.10215475000000007,0.9058835,0.75994825,-0.14593524999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1795,0.9503689,0.9835496,0.03318070000000006,0.9290985,0.97649944,0.04740093999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1796,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1797,0.9208378,0.9296284,0.008790599999999982,0.88691115,0.8994692,0.012558049999999987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1798,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1799,0.97629577,0.0,-0.97629577,0.9661368,0.66853803,-0.29759877,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1
1800,0.9031841,0.85386556,-0.04931854000000002,0.8938344,0.8448079,-0.049026500000000084,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1801,0.8861324,0.88577235,-0.00036005000000005616,0.8748321,0.9011034,0.026271299999999997,0.9125,0.85,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1802,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1803,0.9307966,0.9453313,0.014534700000000011,0.9493523,0.9379733,-0.011379000000000028,0.8875,0.96250004,0.07500004000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1804,0.96250004,0.94785386,-0.014646179999999953,1.0,0.92550546,-0.07449454,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1805,0.84348595,0.8616435,0.018157549999999967,0.77640843,0.80234784,0.025939409999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1806,0.8122147,0.8034382,-0.008776499999999965,0.78530675,0.7727689,-0.012537850000000073,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1807,0.91964,0.91964,0.0,0.8852,0.8852,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1808,0.98346007,0.95645964,-0.027000429999999964,0.9763716,0.93779945,-0.03857215000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1809,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1810,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1811,0.9159139,0.88933796,-0.026575939999999965,0.879877,0.8419113,-0.03796569999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1812,0.9087656,0.90585804,-0.00290755999999992,0.9232365,0.8976543,-0.0255822,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1813,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1814,0.9402966,0.95154667,0.011250070000000001,0.96292377,0.96292377,0.0,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1815,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1816,0.941449,0.93173754,-0.009711460000000005,0.9163557,0.9024821,-0.013873600000000041,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1817,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1818,0.95488864,0.9639166,0.009027960000000057,0.9355552,0.9484522,0.012896999999999936,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1819,0.86974204,0.92983735,0.06009531000000001,0.86213136,0.89976764,0.037636279999999966,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1820,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1821,0.69337523,0.7258505,0.032475269999999945,0.71196455,0.73692936,0.02496480999999995,0.65000004,0.7,0.049999959999999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1822,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1823,0.8514922,0.86422694,0.012734739999999967,0.8467746,0.85960996,0.012835359999999962,0.8625,0.875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1824,0.9825514,0.97381973,-0.00873166999999997,0.97507334,0.9625997,-0.012473640000000064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1825,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1826,0.95125,1.0,0.04874999999999996,1.0,1.0,0.0,0.83750004,1.0,0.16249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1827,0.84812653,0.8993147,0.05118816999999998,0.83125216,0.9418782,0.11062603999999998,0.8875,0.8,-0.08749999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
