scenario_index,v27_rf,v28_rf,delta_rf,v27_progress,v28_progress,delta_progress,v27_comfort,v28_comfort,delta_comfort,v27_collision,v28_collision,delta_collision,v27_overlap,v28_overlap,delta_overlap,v27_offroad,v28_offroad,delta_offroad,v27_accuracy,v28_accuracy,delta_accuracy
803,0.91390276,0.8856968,-0.028205960000000085,0.8770039,0.8367096,-0.040294299999999894,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
804,0.92974055,0.92092544,-0.008815110000000015,0.8996293,0.8870363,-0.012592999999999965,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
805,1.0,0.99219286,-0.007807140000000046,1.0,0.98884684,-0.011153159999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
806,0.93869513,0.8918404,-0.04685473000000007,0.94456446,0.8454862,-0.09907826000000008,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
807,0.899786,0.92498094,0.02519494,0.8568372,0.89282995,0.03599275000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
808,0.7797852,0.7932953,0.01351010000000008,0.7175503,0.7047076,-0.012842699999999985,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
809,0.93027747,0.93027747,0.0,0.90039635,0.90039635,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
810,0.9588909,1.0,0.04110910000000001,0.9412728,1.0,0.05872719999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
811,0.9434368,0.95985174,0.01641493999999999,0.91919535,0.9426454,0.02345005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
812,0.87577933,0.91474694,0.03896761000000004,0.8868275,0.9371385,0.050310999999999995,0.85,0.8625,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
813,0.96003515,0.9560947,-0.003940449999999984,0.9750501,0.93727803,-0.037772070000000046,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
814,0.87313503,0.8388157,-0.03431932999999998,0.8187642,0.76973665,-0.04902755000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
815,0.97375005,0.96477765,-0.008972399999999991,1.0000001,0.94968235,-0.05031775000000005,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
816,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
817,0.98156416,0.94819224,-0.03337192,0.97366303,0.9259888,-0.04767423000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
818,0.9726416,0.9454366,-0.027205000000000035,0.96091646,0.92205226,-0.038864200000000015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
819,0.96625006,0.97749996,0.011249899999999924,1.0,1.0,0.0,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
820,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
821,0.9100151,0.8824841,-0.027530999999999972,0.9250216,0.91247714,-0.01254445999999998,0.875,0.8125,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
822,0.9218565,0.8389646,-0.08289190000000002,0.9205093,0.7699494,-0.15055989999999997,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
823,0.9669466,0.9023296,-0.06461700000000004,0.9527808,0.86047083,-0.09230996999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
824,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
825,0.97749996,0.97749996,0.0,1.0,1.0,0.0,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
826,0.7907715,0.8863948,0.09562330000000008,0.8511021,0.83770686,-0.01339523999999992,0.65000004,1.0,0.34999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
827,0.9061333,0.95171165,0.04557834999999999,0.91411906,0.96315944,0.049040379999999995,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
828,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
829,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
830,0.87780756,0.91273993,0.034932369999999935,0.82543933,0.8753428,0.04990346999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
831,0.97749996,0.9175,-0.05999995999999996,1.0,1.0,0.0,0.925,0.725,-0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
832,0.8296297,0.85930794,0.029678239999999967,0.87447107,0.79901135,-0.07545972000000001,0.725,1.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
833,0.9914486,0.97644866,-0.014999940000000045,0.9877838,0.9877838,0.0,1.0,0.95,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
834,1.0,0.91151583,-0.08848416999999997,0.99999994,0.8735939,-0.12640604,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
835,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
836,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
837,0.90400565,0.9377557,0.033750049999999976,0.9110795,0.9110795,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
838,0.87886906,0.8926021,0.013733039999999974,0.87517005,0.9001458,0.024975749999999963,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
839,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
840,1.0,0.8865652,-0.11343479999999995,0.99999994,0.83795035,-0.16204959000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
841,0.9175274,0.9512774,0.03375000000000006,0.93039626,0.93039626,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
842,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
843,0.9299516,0.95616215,0.026210550000000055,0.89993083,0.93737453,0.03744370000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
844,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
845,0.96250004,1.0,0.03749996,1.0,1.0,0.0,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
846,0.9647624,0.895,-0.0697624,0.98716056,1.0,0.012839440000000035,0.9125,0.65000004,-0.26249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
847,0.9514624,0.8557319,-0.09573050000000005,0.9306606,0.7939027,-0.1367579,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
848,0.90089077,0.90089077,0.0,0.85841537,0.85841537,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
849,0.8157571,0.85833436,0.04257725999999995,0.78501016,0.7976206,0.01261044,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
850,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
851,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
852,0.9657114,0.92151564,-0.04419576000000003,0.9510163,0.8878795,-0.06313679999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
853,0.9335295,0.9472893,0.013759799999999989,0.937185,0.924699,-0.012485999999999997,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
854,0.94375,0.97749996,0.03374995999999997,1.0,1.0,0.0,0.8125,0.925,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
855,0.8851355,0.7444024,-0.14073309999999994,0.83590776,0.6348606,-0.20104716,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
856,0.8961741,0.91487354,0.01869944000000001,0.8516773,0.8783908,0.026713500000000057,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
857,0.94750005,0.94991684,0.0024167899999999465,1.0,0.976667,-0.023333000000000048,0.825,0.8875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
858,1.0,0.9196946,-0.08030539999999997,1.0,0.88527805,-0.11472194999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
859,0.94871503,1.0,0.051284969999999985,0.97494996,1.0,0.025050039999999996,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
860,0.8921604,0.9473505,0.05519010000000002,0.899515,0.9622864,0.06277140000000003,0.875,0.9125,0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
861,1.0,0.95589274,-0.04410725999999998,1.0,0.93698967,-0.06301033,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
862,0.8674303,0.90121764,0.033787340000000055,0.87490046,0.9124538,0.03755333999999999,0.85,0.875,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
863,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
864,1.0,0.9836855,-0.01631450000000001,1.0,0.9766935,-0.023306500000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
865,0.7411654,0.8386812,0.09751580000000004,0.8123792,0.8499017,0.037522500000000014,0.575,0.8125,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
866,0.93894446,0.94767267,0.008728210000000014,0.9127778,0.9252466,0.012468800000000058,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
867,0.9823713,0.9210686,-0.06130269999999993,0.9748161,0.96224076,-0.012575339999999935,1.0,0.825,-0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
868,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
869,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
870,0.9376499,0.92873955,-0.008910350000000067,0.9109284,0.89819944,-0.012728960000000011,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
871,0.8428835,0.90285534,0.05997184,0.8237621,0.8612219,0.03745979999999993,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
872,0.98201,0.96431506,-0.017694940000000048,0.97429997,0.94902146,-0.025278510000000032,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
873,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
874,0.848865,0.8951109,0.04624590000000006,0.8376641,0.85015833,0.01249422999999994,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
875,0.8777582,0.8815082,0.00374999999999992,0.8628688,0.8628688,0.0,0.9125,0.925,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
876,1.0,0.88139725,-0.11860274999999998,1.0,0.8305674,-0.16943260000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
877,0.894478,0.92980003,0.035322030000000004,0.8492544,0.89971435,0.05045995000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
878,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
879,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
880,0.82270664,0.9052063,0.08249965999999997,0.8752952,0.91279477,0.03749956999999993,0.7,0.8875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
881,0.96250004,0.95874995,-0.0037500900000000392,1.0,1.0,0.0,0.875,0.8625,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
882,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
883,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
884,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
885,0.95791113,0.941353,-0.01655813000000006,0.98808724,0.96443284,-0.023654400000000075,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
886,0.8990553,0.9188904,0.019835099999999994,0.8879362,0.9377006,0.04976440000000004,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
887,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
888,0.85225433,0.9463773,0.09412297000000003,0.88536334,0.9233961,0.03803276,0.77500004,1.0,0.22499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
889,0.9345951,0.98227483,0.04767973000000003,0.9494215,0.97467834,0.025256839999999947,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
890,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
891,0.89082736,0.85926074,-0.03156661999999999,0.8440391,0.8310867,-0.012952400000000086,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
892,0.9708285,0.9931192,0.022290699999999997,0.9904691,0.9901702,-0.00029889999999999084,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
893,0.8698557,0.86782265,-0.0020330499999999807,0.8783653,0.8111753,-0.06718999999999997,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
894,0.8786551,0.848721,-0.029934100000000075,0.87486434,0.9124586,0.03759425999999999,0.8875,0.7,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
895,0.92370427,0.9331915,0.009487229999999958,0.89100605,0.9045593,0.013553249999999961,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
896,0.86278135,0.78352755,-0.07925380000000004,0.8843306,0.7336108,-0.15071979999999996,0.8125,0.90000004,0.08750004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
897,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
898,0.8703869,0.93907374,0.06868684000000003,0.86305267,0.9129625,0.049909830000000044,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
899,0.95707506,0.92989886,-0.027176199999999984,0.9386786,0.89985543,-0.03882317000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
900,0.93797076,0.94680923,0.008838469999999932,0.91138685,0.9240131,0.012626250000000061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
901,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
902,0.95874995,0.84754986,-0.11120008999999997,0.99999994,0.782214,-0.21778594000000007,0.8625,1.0,0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
903,0.92133105,0.9300764,0.008745349999999985,0.88761574,0.90010923,0.012493489999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
904,0.94648474,0.9286677,-0.01781704000000006,0.9235497,0.8980968,-0.0254529,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
905,1.0,0.9912588,-0.008741200000000005,0.99999994,0.98751265,-0.01248729000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
906,0.833212,0.84821206,0.015000060000000093,0.81530285,0.81530285,0.0,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
907,0.91240925,0.9299124,0.017503150000000023,0.8748703,0.8998748,0.025004499999999985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
908,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
909,0.8930195,0.9234695,0.030450000000000088,0.90074205,0.9388849,0.03814285000000006,0.875,0.8875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
910,0.54274887,0.6027489,0.06000002999999998,0.54499835,0.54499835,0.0,0.5375,0.7375,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
911,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
912,0.915193,0.8597334,-0.05545960000000005,0.8788472,0.7996192,-0.07922800000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
913,0.93544215,0.9549999,0.01955775000000004,0.96134603,0.99999994,0.03865391000000007,0.875,0.85,-0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
914,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
915,0.9137953,0.95628613,0.04249082999999998,0.9250647,0.9375516,0.012486900000000078,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
916,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
917,0.9295972,0.9471372,0.01754,0.89942455,0.92448163,0.025057080000000065,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
918,1.0,0.9312143,-0.06878569999999995,1.0,0.9017346,-0.09826539999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
919,0.89125425,0.8433289,-0.04792534999999998,0.84464884,0.7761841,-0.06846473999999991,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
920,0.7905187,0.83617973,0.04566102999999999,0.7596695,0.7981138,0.03844429999999999,0.8625,0.925,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
921,0.9431697,0.8058862,-0.1372835,0.9509567,0.7548374,-0.1961193,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
922,0.9643074,1.0,0.03569259999999996,0.9490106,1.0,0.05098939999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
923,1.0,0.9435773,-0.05642270000000005,1.0,0.91939616,-0.08060383999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
924,0.9224659,0.956216,0.033750100000000005,0.93745136,0.93745136,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
925,0.91,0.95874995,0.04874994999999993,1.0,1.0,0.0,0.7,0.8625,0.1625000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
926,0.96060735,0.9518612,-0.008746150000000008,0.9437248,0.93123025,-0.012494549999999993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
927,0.9561591,0.88604546,-0.07011364000000009,0.9373702,0.83720773,-0.10016247,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
928,1.0,0.9189853,-0.0810147,1.0,0.8842647,-0.11573529999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
929,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1
930,0.96625006,0.9649469,-0.00130315999999997,1.0,0.9499243,-0.050075699999999945,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
931,0.8921264,0.93352336,0.04139696000000004,0.8994662,0.9371763,0.03771009999999997,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
932,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
933,1.0,0.9913958,-0.00860419999999995,1.0,0.98770815,-0.012291849999999993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
934,0.921395,0.93875927,0.01736427000000007,0.8877072,0.91251326,0.024806059999999963,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
935,0.9170682,0.88740027,-0.02966793000000001,0.98866886,0.9623575,-0.026311360000000006,0.75,0.71250004,-0.03749996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
936,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
937,0.9325,0.97749996,0.04499995999999995,1.0,1.0,0.0,0.77500004,0.925,0.14999996000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
938,0.90367985,0.9299372,0.026257350000000068,0.8623999,0.89991033,0.037510429999999984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
939,0.87353307,0.92152303,0.04798996,0.81933296,0.88789,0.06855703999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
940,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
941,0.96250004,0.98875,0.026249960000000017,1.0,1.0,0.0,0.875,0.96250004,0.08750004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
942,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
943,0.8836078,0.75127405,-0.13233375000000003,0.8337254,0.64467716,-0.18904823999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
944,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
945,0.9124796,0.92997533,0.017495730000000043,0.8749709,0.89996475,0.024993849999999984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
946,0.9506323,0.8663885,-0.08424379999999998,0.92947465,0.8091265,-0.12034814999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
947,0.9222537,0.94100374,0.018750040000000023,0.93714815,0.93714815,0.0,0.8875,0.95,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
948,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
