scenario_index,group,reference_step,reference_seconds,lead_s,frame,time_from_start_s,ego_width,nearest_any,road_clearance,nearest_boundary,boundary_clearance,nearest_median,median_clearance,left_distance,right_distance,min_side_distance,min_side_clearance,num_edge_points,dir30_count,dir30_left_point,dir30_right_point,dir30_point_clearance,dir30_left_line,dir30_right_line,dir30_line_clearance,dir45_count,dir45_left_point,dir45_right_point,dir45_point_clearance,dir45_left_line,dir45_right_line,dir45_line_clearance
940,SAFE,70,7.0,2.0,50,5.0,2.0380001068115234,4.621785847769978,3.602785794364216,4.621785847769978,3.602785794364216,4.621785847769978,3.602785794364216,4.59298038482666,,4.59298038482666,3.5739803314208984,24,9,4.59298038482666,,3.5739803314208984,4.616458720440183,,3.597458667034421,9,4.59298038482666,,3.5739803314208984,4.616458720440183,,3.597458667034421
940,SAFE,70,7.0,1.0,60,6.0,2.0380001068115234,4.679142847807558,3.6601427944017964,4.679142847807558,3.6601427944017964,4.679142847807558,3.6601427944017964,4.592996597290039,,4.592996597290039,3.5739965438842773,27,14,4.592996597290039,,3.5739965438842773,4.616372163092617,,3.597372109686855,14,4.592996597290039,,3.5739965438842773,4.616372163092617,,3.597372109686855
940,SAFE,70,7.0,0.5,65,6.5,2.0380001068115234,4.677618593666362,3.6586185402606004,4.677618593666362,3.6586185402606004,4.677618593666362,3.6586185402606004,4.586729049682617,,4.586729049682617,3.5677289962768555,29,16,4.586729049682617,,3.5677289962768555,4.616314326726486,,3.597314273320724,16,4.586729049682617,,3.5677289962768555,4.616314326726486,,3.597314273320724
1028,SAFE,75,7.5,3.0,45,4.5,1.8900001049041748,12.297039138281358,11.35203908582927,12.297039138281358,11.35203908582927,12.297039138281358,11.35203908582927,15.26348876953125,7.17327880859375,7.17327880859375,6.228278756141663,85,10,15.26348876953125,7.17327880859375,6.228278756141663,14.304560295540425,8.969355806102644,8.024355753650557,13,15.26348876953125,7.17327880859375,6.228278756141663,14.304560295540425,8.969355806102644,8.024355753650557
1028,SAFE,75,7.5,2.0,55,5.5,1.8900001049041748,9.121630809460134,8.176630757008047,9.121630809460134,8.176630757008047,9.121630809460134,8.176630757008047,15.2947998046875,6.4197998046875,6.4197998046875,5.474799752235413,85,19,15.2947998046875,6.4197998046875,5.474799752235413,14.532587438175858,7.820749599303072,6.875749546850985,21,15.2947998046875,6.4197998046875,5.474799752235413,14.532587438175858,7.820749599303072,6.875749546850985
1028,SAFE,75,7.5,1.0,65,6.5,1.8900001049041748,7.4675392015870194,6.522539149134932,7.4675392015870194,6.522539149134932,7.4675392015870194,6.522539149134932,15.20196533203125,5.9163818359375,5.9163818359375,4.971381783485413,88,21,15.20196533203125,5.9163818359375,4.971381783485413,14.702083474123862,7.026607712724573,6.081607660272486,23,15.20196533203125,5.9163818359375,4.971381783485413,14.702083474123862,5.674389829043473,4.729389776591385
1028,SAFE,75,7.5,0.5,70,7.0,1.8900001049041748,7.138897912847307,6.19389786039522,7.138897912847307,6.19389786039522,7.138897912847307,6.19389786039522,15.2042236328125,5.82916259765625,5.82916259765625,4.884162545204163,86,25,15.2042236328125,5.82916259765625,4.884162545204163,14.050076454092503,6.02788377831064,5.082883725858553,27,15.2042236328125,5.82916259765625,4.884162545204163,14.050076454092503,4.1311307677002125,3.186130715248125
1061,NEW_OFFROAD,46,4.6000000000000005,3.0,16,1.6,2.0380001068115234,3.6307904286684516,2.61179037526269,3.6307904286684516,2.61179037526269,3.6307904286684516,2.61179037526269,3.04345703125,14.552963256835938,3.04345703125,2.0244569778442383,125,9,3.04345703125,,2.0244569778442383,3.390888201992269,,2.3718881485865073,17,3.04345703125,14.552963256835938,2.0244569778442383,2.421742308668072,5.85494079803974,1.4027422552623103
1061,NEW_OFFROAD,46,4.6000000000000005,2.0,26,2.6,2.0380001068115234,4.305360432197395,3.286360378791633,4.305360432197395,3.286360378791633,4.305360432197395,3.286360378791633,0.4289741516113281,8.17867660522461,0.4289741516113281,-0.5900259017944336,157,11,0.4289741516113281,8.17867660522461,-0.5900259017944336,0.033581849092508255,5.790514352864273,-0.9854182043132534,23,0.4289741516113281,8.17867660522461,-0.5900259017944336,0.033581849092508255,5.790514352864273,-0.9854182043132534
1061,NEW_OFFROAD,46,4.6000000000000005,1.0,36,3.6,2.0380001068115234,3.786233021140834,2.7672329677350724,3.786233021140834,2.7672329677350724,3.786233021140834,2.7672329677350724,1.1861705780029297,7.771263122558594,1.1861705780029297,0.16717052459716797,143,8,1.1861705780029297,7.771263122558594,0.16717052459716797,0.35169097857459025,7.177699792039477,-0.6673090748311714,19,1.1861705780029297,7.771263122558594,0.16717052459716797,0.35169097857459025,7.177699792039477,-0.6673090748311714
