scenario_index,group,reference_step,reference_seconds,lead_s,frame,time_from_start_s,action_accel,action_steer,brake_strength,throttle_strength,abs_steer,delta_accel,delta_steer,abs_delta_accel,abs_delta_steer,accel_change_excess,steer_change_excess,smooth_excess,risk_object_index,risk_distance,risk_static_clearance,risk_predicted_clearance,risk_dcpa,risk_tcpa_raw,risk_tcpa_clipped,risk_future_tcpa,risk_approaching,risk_closing_speed,second_object_index,second_distance,second_static_clearance,second_predicted_clearance,second_dcpa,second_future_tcpa,second_approaching,top2_mean_predicted_clearance,second_minus_first_pred_gap,num_pred_conflict_0,num_pred_conflict_1,num_pred_conflict_2,min_future_tcpa_conflict_0,min_future_tcpa_conflict_1,min_future_tcpa_conflict_2,risk_relative_x,risk_relative_y,risk_relative_vx,risk_relative_vy,risk_closest_x,risk_closest_y
5,SAFE,24,2.4000000000000004,2.0,4,0.4,-0.12893618643283844,0.14385433495044708,0.12893618643283844,0.0,0.14385433495044708,-0.007634669542312622,0.00501638650894165,0.007634669542312622,0.00501638650894165,0.0,0.0,0.0,2,10.267263148227512,5.051476075596116,0.4052468574643644,5.62103393009576,11.000241830866964,5.0,5.0,0,0.930452573653746,1,20.3058653754402,15.196125502222428,6.498638714455867,11.608378587673638,5.0,0,3.4519427859601155,6.093391856991502,0,1,1,5.0,5.0,5.0,10.251220703125,0.57373046875,-0.9319086670875549,1.431011753538769e-09,5.591677367687225,0.5737304759050588
5,SAFE,24,2.4000000000000004,1.0,14,1.4000000000000001,-0.09666876494884491,0.1486164778470993,0.09666876494884491,0.0,0.1486164778470993,0.011465422809123993,-0.0017877966165542603,0.011465422809123993,0.0017877966165542603,0.0,0.0,0.0,1,18.105323243199468,12.995583369981697,1.453053298551228,6.562793171768999,7.541917115909423,5.0,5.0,0,2.352430352758828,2,9.797018218172415,4.581231145541019,3.9935376965874037,9.2093247692188,5.0,0,2.7232954975693158,2.5404843980361758,0,0,1,5.0,5.0,5.0,-18.0911865234375,0.71533203125,2.3372901156544685,-0.4293957053534747,-6.404735945165157,-1.4316464955173736
5,SAFE,24,2.4000000000000004,0.5,19,1.9000000000000001,-0.042287666350603104,0.13776317238807678,0.042287666350603104,0.0,0.13776317238807678,0.004411481320858002,-0.001260712742805481,0.004411481320858002,0.001260712742805481,0.0,0.0,0.0,1,16.80393868582043,11.694198812602659,-0.39103840901551656,4.718701464202255,6.944081459804205,5.0,5.0,0,2.4186466871307197,2,9.77570339468506,4.559916322053664,4.559916322053664,9.77570339468506,5.0,0,2.0844389565190737,4.950954731069181,1,1,1,5.0,5.0,5.0,-16.7874755859375,0.74365234375,2.4138467237353325,-0.16190050541370288,-4.7182419672608376,-0.06585018331851433
24,NEW_COLLISION,24,2.4000000000000004,2.0,4,0.4,-0.01868000067770481,-0.1460215002298355,0.01868000067770481,0.0,0.1460215002298355,-0.00507389847189188,-0.03146287798881531,0.00507389847189188,0.03146287798881531,0.0,0.0,0.0,15,52.210012470279366,39.85050799422287,-7.272922097577716,5.086582378478777,2.6784645471662567,2.6784645471662567,2.6784645471662567,1,19.30749843294757,4,4.4976378361297025,-5.498188592031968,-5.498188592031968,4.4976378361297025,5.0,0,-6.3855553448048425,1.7747335055457478,3,4,4,1.7366860152080108,1.7366860152080108,1.7366860152080108,52.04986572265625,-4.086181640625,-19.39619755744934,-0.3731465155881324,0.09783821519544489,-5.085641353526434
24,NEW_COLLISION,24,2.4000000000000004,1.0,14,1.4000000000000001,-0.05235273391008377,0.11984912306070328,0.05235273391008377,0.0,0.11984912306070328,-0.01605098322033882,-0.0014920011162757874,0.01605098322033882,0.0014920011162757874,0.0,0.0,0.0,15,32.66185307146986,20.302348595413363,-6.283527884722114,6.0759765913343795,1.656691306085815,1.656691306085815,1.656691306085815,1,19.03285126761238,14,32.05959378957157,18.80077998097046,4.012612577232405,17.271426385833514,0.6908824678020766,1,-1.1354576537448544,10.296140461954518,1,1,1,1.656691306085815,1.656691306085815,1.656691306085815,31.83050537109375,7.322265625,-19.356256246566772,-0.7550631862366686,-0.23683607096267423,6.071359008816256
24,NEW_COLLISION,24,2.4000000000000004,0.5,19,1.9000000000000001,0.04151511937379837,0.18359209597110748,0.0,0.04151511937379837,0.18359209597110748,0.022525202482938766,0.0308474600315094,0.022525202482938766,0.0308474600315094,0.0,0.0,0.0,15,22.57450636447637,10.215001888419877,-10.243030456655145,2.116474019401349,1.1475725890723378,1.1475725890723378,1.1475725890723378,1,19.49861511653446,5,38.62074340895995,25.83156648268252,-8.491084747549824,4.298092178727612,5.0,0,-9.367057602102484,1.7519457091053212,2,2,3,1.1475725890723378,1.1475725890723378,0.2821156666325777,22.4788818359375,-2.07562255859375,-19.584848403930664,-0.035595103607988676,0.0038466464495456876,-2.116470523799468
60,SAFE,29,2.9000000000000004,2.0,9,0.9,0.043397508561611176,0.07669093459844589,0.0,0.043397508561611176,0.07669093459844589,-0.0018787458539009094,0.005925379693508148,0.0018787458539009094,0.005925379693508148,0.0,0.0,0.0,1,5.033791597879701,0.05239060285149488,0.05239060285149488,5.033791597879701,-15.239353691714241,0.0,5.0,0,-0.21745268985679791,4,6.932221039552037,1.7923266704512413,1.7923266704512413,6.932221039552037,5.0,0,0.9223586366513681,1.7399360675997464,0,1,2,5.0,5.0,5.0,-4.084259033203125,-2.9424285888671875,-0.26800736784935,-3.410036697459873e-09,-4.084259033203125,-2.9424285888671875
60,SAFE,29,2.9000000000000004,1.0,19,1.9000000000000001,0.03402674198150635,0.10115194320678711,0.0,0.03402674198150635,0.10115194320678711,-0.0014066025614738464,0.00290893018245697,0.0014066025614738464,0.00290893018245697,0.0,0.0,0.0,1,5.362793087970142,0.3813920929419359,0.3813920929419359,5.362793087970142,-8.658065912578845,0.0,5.0,0,-0.43891176308940316,4,7.1178316462660405,1.9779372771652444,1.9779372771652444,7.1178316462660405,5.0,0,1.1796646850535901,1.5965451842233085,0,1,2,5.0,5.0,5.0,-4.51434326171875,-2.894866943359375,-0.5214031934738159,8.211955560000206e-09,-4.51434326171875,-2.894866943359375
60,SAFE,29,2.9000000000000004,0.5,24,2.4000000000000004,0.004804209340363741,0.11556137353181839,0.0,0.004804209340363741,0.11556137353181839,-0.005397642496973276,0.0022296011447906494,0.005397642496973276,0.0022296011447906494,0.0,0.0,0.0,1,5.614145019540215,0.6327440245120091,0.6327440245120091,5.614145019540215,-8.201203704334178,0.0,5.0,0,-0.5080827197349459,4,7.2645555241855995,2.1246611550848034,2.1246611550848034,7.2645555241855995,5.0,0,1.3787025897984062,1.4919171305727943,0,1,1,5.0,5.0,5.0,-4.8366851806640625,-2.8504562377929688,-0.5897530913352966,-1.1718174874886245e-08,-4.8366851806640625,-2.8504562377929688
122,SAFE,13,1.3,1.0,3,0.30000000000000004,-0.1542922407388687,0.013440730050206184,0.1542922407388687,0.0,0.013440730050206184,0.0023980289697647095,1.0905787348747253e-05,0.0023980289697647095,1.0905787348747253e-05,0.0,0.0,0.0,3,4.134582887422809,-4.995146310329096,-5.194277571515293,3.935451626236612,20.808961880265333,5.0,5.0,0,0.04417431541193592,13,7.414776185270534,-1.9132658995005842,-1.9132658995005842,7.414776185270534,5.0,0,-3.553771735507939,3.281011672014709,2,3,3,5.0,5.0,5.0,-1.949512243270874,3.6461181640625,0.09368618577718735,-6.494116355781898e-10,-1.4810813143849373,3.646118160815442
