scenario_index,v26_rf,v27_rf,delta_rf,v26_progress,v27_progress,delta_progress,v26_comfort,v27_comfort,delta_comfort,v26_collision,v27_collision,v26_overlap,v27_overlap,v26_offroad,v27_offroad,v26_accuracy,v27_accuracy,v26_basepc,v27_basepc,v26_overlap_fail,v27_overlap_fail,v26_offroad_fail,v27_offroad_fail,v26_collision_fail,v27_collision_fail,v26_zero,v27_zero,new_zero,fixed_zero,persistent_zero,new_overlap,fixed_overlap,new_offroad,fixed_offroad,new_collision,fixed_collision,v27_zero_type,v26_episode_length,v27_episode_length,v26_seconds,v27_seconds
1540,0.96703607,1.0,0.0329639299999999,0.9529086,1.0,0.0470914,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96703602,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1541,0.921724,0.921724,0.0,0.8881772,0.8881772,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92172404,0.92172404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1542,0.92998713,0.96884185,0.03885472,0.89998156,0.9554883,0.05550674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.929987092,0.96884181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1543,0.9714239,0.9104999,-0.0609239999999999,0.9591771,0.9203569,-0.0388201999999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.97142397,0.91049983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1544,1.0,0.96624994,-0.03375006,0.99999994,0.99999994,0.0,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.966249958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1545,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1546,0.8978338,0.94514513,0.0473113299999999,0.8540483,0.9216359,0.0675875999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8978338099999998,0.94514513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1547,0.9125309,0.9558635,0.0433325999999999,0.87504417,0.9369478,0.0619036299999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.912530919,0.95586346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1548,0.8090431,0.791633,-0.0174100999999999,0.72720444,0.7398328,0.01262836,1.0,0.9125,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.809043108,0.7916329599999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1549,0.9124741,0.9212441,0.00877,0.87496287,0.8874916,0.01252873,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.912474009,0.92124412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1550,0.9998533,0.97749996,-0.02235334,0.99979043,1.0,0.0002095699999999,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999853301,0.9775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1551,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1552,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1553,0.95500004,0.95500004,0.0,1.0,1.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.955,0.955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1554,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1555,0.85878795,0.87681484,0.01802689,0.7982684,0.82402116,0.02575276,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.85878788,0.8768148119999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1556,0.8633377,0.910765,0.0474273,0.8369109,0.8725214,0.0356104999999999,0.925,1.0,0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.86333763,0.91076498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1557,0.91092646,0.9326529,0.02172644,0.8727521,0.9037897,0.0310376,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.91092647,0.93265279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1558,0.97375005,0.97749996,0.0037499099999999,1.0,1.0,0.0,0.9125,0.925,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.97375,0.9775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1559,0.89470786,0.92086613,0.0261582699999999,0.8495827,0.88695157,0.03736887,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8947078900000001,0.920866099,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1560,0.95448315,0.9308481,-0.0236350499999999,0.9831902,0.9333545,-0.0498357,0.8875,0.925,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.95448314,0.93084815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1561,0.943133,0.9561249,0.0129919,0.9723329,0.99089265,0.0185597499999999,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.94313303,0.956124855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1562,0.93633956,0.93633956,0.0,0.962628,0.962628,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9363396,0.9363396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1563,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.999999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1564,0.9625614,0.9625614,0.0,0.94651634,0.94651634,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9625614379999998,0.9625614379999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1565,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1566,0.9513608,0.97749996,0.0261391599999999,0.9305154,1.0,0.0694846,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.95136078,0.9775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1567,0.92875004,0.96507543,0.0363253899999999,1.0,0.98760766,-0.01239234,0.7625,0.9125,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92875,0.965075362,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1568,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.999999958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1569,0.93051416,0.9218168,-0.0086973599999999,0.9007344,0.88830984,-0.01242456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.93051408,0.921816888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1570,0.96625006,0.96625006,0.0,1.0000001,1.0000001,0.0,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96625007,0.96625007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1571,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1572,0.89489096,0.88115466,-0.0137363,0.84984416,0.8623638,0.01251964,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8948909119999999,0.88115466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1573,0.8376856,0.8364138,-0.0012718,0.80026513,0.825234,0.02496887,0.925,0.8625,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8376855910000001,0.8364137999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1574,0.9209179,0.94761294,0.02669504,0.88702565,0.95730424,0.07027859,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.920917955,0.947612968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1575,0.9942469,0.9833526,-0.0108943,0.9917813,0.976218,-0.0155632999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.99424691,0.9833526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1576,1.0,0.9378101,-0.0621899,1.0,0.91115737,-0.08884263,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.937810159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1577,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1578,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1579,0.96625006,1.0,0.0337499399999999,1.0,1.0,0.0,0.8875,1.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.96625,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1580,0.9850001,0.9850001,0.0,1.0,1.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.985,0.985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1581,0.9211487,0.9211487,0.0,0.8873553,0.8873553,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92114871,0.92114871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1582,0.9953395,0.9951212,-0.0002183,0.9933421,0.99303037,-0.0003117299999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.99533947,0.995121259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1583,0.9992773,0.9992773,0.0,0.9989675,0.9989675,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.99927725,0.99927725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1584,0.0,0.0,0.0,1.0,0.62354285,-0.37645715,0.8928572,0.7857143,-0.1071429,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0.96785716,0.672194285,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,56,28,5.6000000000000005,2.8000000000000003
1585,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1586,0.90040416,0.9085724,0.0081682399999999,0.8577202,0.86938906,0.01166886,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90040414,0.908572342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1587,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1588,0.8637934,0.84862405,-0.01516935,0.83756196,0.86410576,0.0265437999999998,0.925,0.8125,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.863793372,0.8486240319999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1589,0.96624994,0.947776,-0.01847394,0.99999994,0.97360855,-0.02639139,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.966249958,0.947775985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1590,0.7536131,0.0,-0.7536131,0.79801863,0.5641394,-0.23387923,0.65000004,0.64705884,-0.0029411999999999,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.753613053,0.5890152319999999,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,OFFROAD_ONLY,80,51,8.0,5.1000000000000005
1591,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1592,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1593,0.88201904,0.90689737,0.02487833,0.87431294,0.899139,0.0248260599999999,0.90000004,0.925,0.02499996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.88201907,0.9068973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1594,0.9405705,0.9265844,-0.0139861,0.91510063,0.9272635,0.01216287,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.940570441,0.92658445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1595,0.95500004,0.95125,-0.00375004,1.0,1.0,0.0,0.85,0.83750004,-0.0124999599999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.955,0.951250012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1596,0.89494437,0.94747967,0.0525352999999999,0.84992045,0.9249708,0.0750503499999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.894944315,0.94747956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1597,0.36891314,0.0,-0.36891314,0.3984473,0.13698915,-0.26145815,0.3,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.3689131099999999,0.095892405,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,OFFROAD_ONLY,80,13,8.0,1.3
1598,0.91278726,0.9302022,0.0174149399999999,0.8754103,0.9002889,0.0248785999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9127872099999998,0.93020223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1599,0.90013236,0.93894213,0.03880977,0.90018904,0.91277456,0.01258552,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.90013234,0.938942192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1600,0.92130005,0.92130005,0.0,0.88757145,0.88757145,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.921300015,0.921300015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1601,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1602,0.96517295,0.9139744,-0.05119855,0.95024717,0.9253206,-0.0249265699999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.965173019,0.91397442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1603,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1604,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1605,0.92265075,0.9312796,0.00862885,0.8895011,0.901828,0.0123268999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.92265077,0.9312796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1606,0.8320347,0.86747724,0.03544254,0.7600496,0.81068176,0.05063216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.83203472,0.8674772319999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1607,0.92950934,0.94855183,0.01904249,0.89929914,0.97471696,0.0754178199999999,1.0,0.8875,-0.1125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.929509398,0.948551872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1608,0.890156,0.8988928,0.0087368000000001,0.8752228,0.8877039,0.0124811,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.89015596,0.89889273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1609,0.98945373,1.0,0.0105462699999999,0.9849339,1.0,0.0150660999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.98945373,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1610,0.9093978,0.0,-0.9093978,0.9241397,0.93678313,0.01264343,0.875,0.9130435,0.0380435,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.90939779,0.929661241,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,OVERLAP+COLLISION,80,69,8.0,6.9
1611,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1612,0.911441,0.9134432,0.0020022,0.92705864,0.9513475,0.0242888599999999,0.875,0.825,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.911441048,0.91344325,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1613,0.9117581,0.9205298,0.0087716999999999,0.87394017,0.88647103,0.01253086,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.911758119,0.920529721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1614,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1615,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1616,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1617,0.9111542,0.96632785,0.0551736499999999,0.87307733,0.9518969,0.07881957,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.911154131,0.96632783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1618,1.0,0.9362499,-0.0637501,0.99999994,0.99999994,0.0,1.0,0.7875,-0.2125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.999999958,0.936249958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1619,0.99894905,0.90144914,-0.09749991,0.99849874,0.99849874,0.0,1.0,0.675,-0.3249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.998949118,0.901449118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1620,0.9387127,0.84032726,-0.0983854399999999,0.91244674,0.8736818,-0.03876494,1.0,0.7625,-0.2375,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.938712718,0.8403272599999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1621,0.86172676,0.88413125,0.02240449,0.8506811,0.8880446,0.0373634999999999,0.8875,0.875,-0.0124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.86172677,0.88413122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1622,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1623,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,1,1,0.1,0.1
1624,0.886294,0.93002886,0.0437348599999999,0.8375629,0.90004116,0.06247826,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.88629403,0.930028812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1625,0.8079218,0.8887783,0.0808565,0.8381025,0.9375404,0.0994379,0.7375,0.77500004,0.0375000399999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.80792175,0.888778292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1626,0.91045636,0.885927,-0.0245293599999999,0.87208056,0.8370385,-0.0350420599999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.910456392,0.88592695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1627,0.80692405,0.97749996,0.1705759099999999,0.7241772,1.0,0.2758228,1.0,0.925,-0.0749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.80692404,0.9775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1628,0.867214,0.890037,0.0228229999999999,0.8103057,0.84291,0.0326043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.86721399,0.890037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1629,0.91563624,0.96625006,0.05061382,0.92769474,1.0,0.07230526,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.915636318,0.96625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1630,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1.0,1.0,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,OVERLAP+COLLISION,1,1,0.1,0.1
1631,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1632,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1633,0.97749996,0.95767653,-0.0198234299999999,1.0,0.9877521,-0.0122478999999999,0.925,0.8875,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9775,0.95767647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1634,0.9011552,0.8920967,-0.0090585,0.85879314,0.8458525,-0.0129406399999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.901155198,0.8920967499999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1635,1.0,0.7287244,-0.2712755999999999,1.0,0.6124634,-0.3875366,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.72872438,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1636,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
1637,0.9477682,0.94504786,-0.0027203399999999,0.9253832,0.97506833,0.04968513,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9477682399999998,0.945047831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PASS,80,80,8.0,8.0
