scenario_index,group,reference_step,reference_seconds,lead_s,frame,time_from_start_s,risk_object_index,risk_distance,risk_static_clearance,risk_predicted_clearance,risk_dcpa,risk_tcpa_raw,risk_tcpa_clipped,risk_future_tcpa,risk_approaching,risk_closing_speed,second_object_index,second_distance,second_static_clearance,second_predicted_clearance,second_dcpa,second_future_tcpa,second_approaching,top2_mean_predicted_clearance,second_minus_first_pred_gap,num_pred_conflict_0,num_pred_conflict_1,num_pred_conflict_2,min_future_tcpa_conflict_0,min_future_tcpa_conflict_1,min_future_tcpa_conflict_2
528,FIXED_COLLISION,29,2.9000000000000004,2.0,9,0.9,5,13.977462484134909,8.035985515331623,-5.52928541234243,0.4121915564608558,3.8904881292656617,3.8904881292656617,3.8904881292656617,1,3.5896027962412753,2,3.141028099618806,-2.775698319310779,-2.778725928871419,3.138000490058166,3.27147228838438,1,-4.154005670606924,2.750559483471011,3,3,3,3.27147228838438,3.27147228838438,3.27147228838438
528,FIXED_COLLISION,29,2.9000000000000004,1.0,19,1.9000000000000001,5,10.572213485551503,4.630736516748216,-5.581888936394913,0.35958803240837345,3.3671712111432157,3.3671712111432157,3.3671712111432157,1,3.1361586074158216,2,3.1337774917850165,-2.7829489271445684,-2.785012552549838,3.131713866379747,0.9701124210919604,1,-4.183450744472376,2.796876383845075,3,3,3,0.9701124210919604,0.9701124210919604,0.9701124210919604
528,FIXED_COLLISION,29,2.9000000000000004,0.5,24,2.4000000000000004,5,9.258699158367921,3.317222189564635,-5.582465632810347,0.35901133599293894,3.54873930566862,3.54873930566862,3.54873930566862,1,2.605088030688166,2,3.1342776581252534,-2.7824487608043316,-2.78244907516663,3.134277343762955,0.005490947680601743,1,-4.182457353988489,2.8000165576437173,3,3,3,0.005490947680601743,0.005490947680601743,0.005490947680601743
551,SAFE,36,3.6,3.0,6,0.6000000000000001,1,4.9642323977441976,-0.24348188455110087,-0.24348188455110087,4.9642323977441976,-2.693839025662075,0.0,5.0,0,-0.5936524846034125,9,74.80935579740624,69.0421190111639,0.5422762237351675,6.309513009977505,1.6302051807229554,1,0.1493971695920333,0.7857581082862684,1,2,2,5.0,1.6302051807229554,1.6302051807229554
551,SAFE,36,3.6,2.0,16,1.6,9,29.371463559018476,23.604226772776137,1.3294571108108695,7.096693897053207,0.6103574524248263,0.6103574524248263,0.6103574524248263,1,45.31241442831828,16,13.207574564373363,7.255066553170247,7.255066553170247,13.207574564373363,5.0,0,4.292261831990558,5.925609442359377,0,0,1,5.0,5.0,0.6103574524248263
551,SAFE,36,3.6,1.0,26,2.6,7,44.58471351737033,38.64250205388281,1.7494386858967585,7.691650149384279,0.8897835582566419,0.8897835582566419,0.8897835582566419,1,48.61605688499667,2,8.483967177853424,3.1834969507872284,3.1834969507872284,8.483967177853424,5.0,0,2.4664678183419935,1.4340582648904698,0,0,1,5.0,5.0,0.8897835582566419
551,SAFE,36,3.6,0.5,31,3.1,7,20.339774461514278,14.397562998026757,1.3698820087713983,7.312093472258919,0.37951210570300653,0.37951210570300653,0.37951210570300653,1,46.66806809324496,2,10.488976026322351,5.188505799256156,5.188505799256156,10.488976026322351,5.0,0,3.279193904013777,3.8186237904847573,0,0,1,5.0,5.0,0.37951210570300653
578,FIXED_COLLISION,43,4.3,3.0,13,1.3,6,25.125227461656042,15.852467391355752,6.974827025236284,16.247587095536574,0.3714843836122448,0.3714843836122448,0.3714843836122448,1,39.35156877537579,2,48.398218104811576,35.54160985474869,7.14093871846107,19.997546968523952,0.8294576689975852,1,7.057882871848677,0.1661116932247868,0,0,0,5.0,5.0,5.0
578,FIXED_COLLISION,43,4.3,2.0,23,2.3000000000000003,2,24.11991208168546,11.263303831622578,11.263303831622578,24.11991208168546,-0.16479006950455583,0.0,5.0,0,-16.54101474480195,2,24.11991208168546,11.263303831622578,11.263303831622578,24.11991208168546,5.0,0,11.263303831622578,0.0,0,0,0,5.0,5.0,5.0
578,FIXED_COLLISION,43,4.3,1.0,33,3.3000000000000003,5,53.267053939195016,43.97916879642385,-1.799788091330055,7.488097051441113,1.0621484070945002,1.0621484070945002,1.0621484070945002,1,49.15923515829923,2,62.630334637093064,49.77372638703018,49.77372638703018,62.630334637093064,5.0,0,23.98696914785006,51.57351447836024,1,1,1,1.0621484070945002,1.0621484070945002,1.0621484070945002
578,FIXED_COLLISION,43,4.3,0.5,38,3.8000000000000003,5,28.83560844154895,19.547723298777782,-1.7345881281914748,7.553297014579694,0.5524914851785182,0.5524914851785182,0.5524914851785182,1,48.610834627944,2,85.96211864145361,73.10551039139074,73.10551039139074,85.96211864145361,5.0,0,35.68546113159963,74.84009851958221,1,1,1,0.5524914851785182,0.5524914851785182,0.5524914851785182
610,SAFE,41,4.1000000000000005,3.0,11,1.1,6,7.798237175385356,1.8867183067031394,-2.473292136945942,3.438226731736275,2.713053346876823,2.713053346876823,2.713053346876823,1,2.315594010751375,4,3.762249760072575,-1.5709760558189436,-1.864291622807258,3.4689341930842605,5.0,0,-2.1687918798765997,0.6090005141386841,2,3,4,2.713053346876823,2.713053346876823,2.713053346876823
610,SAFE,41,4.1000000000000005,2.0,21,2.1,6,5.253739933657299,-0.6577789350249175,-2.5879859349231378,3.323532933759079,1.587418023572233,1.587418023572233,1.587418023572233,1,1.9851495737031808,4,3.6532690081069648,-1.6799568077845537,-2.0868843070753575,3.246341508816161,5.0,0,-2.3374351209992477,0.5011016278477802,2,3,3,1.587418023572233,1.587418023572233,1.587418023572233
610,SAFE,41,4.1000000000000005,1.0,31,3.1,2,3.971243908763851,-1.8768784607749787,-2.372844106009462,3.475278263529368,1.0356348659236274,1.0356348659236274,1.0356348659236274,1,0.8979907370051784,4,3.572622773038443,-1.7606030428530755,-1.9710174046670237,3.3622084112244948,5.0,0,-2.1719307553382428,0.40182670134243814,2,3,3,1.0356348659236274,1.0356348659236274,1.0356348659236274
610,SAFE,41,4.1000000000000005,0.5,36,3.6,2,3.6190588149794842,-2.2290635545593456,-2.3819927890655648,3.466129580473265,0.6326426780733403,0.6326426780733403,0.6326426780733403,1,0.47324691344759046,4,3.5638398549544372,-1.7693859609370812,-1.9126702285743162,3.420555587317202,5.0,0,-2.1473315088199403,0.46932256049124854,2,3,3,0.6326426780733403,0.6326426780733403,0.6326426780733403
654,FIXED_COLLISION,29,2.9000000000000004,2.0,9,0.9,13,13.622596962365256,7.688134031869945,-3.7703603932000567,2.1641025372952543,5.066810286243393,5.0,5.0,0,2.62119822241389,3,3.931526132144828,-3.1567345699160847,-3.5921402852090583,3.4961204168518543,1.4050978370462224,1,-3.6812503392045572,0.1782201079909984,3,4,6,1.4050978370462224,1.4050978370462224,1.4050978370462224
654,FIXED_COLLISION,29,2.9000000000000004,1.0,19,1.9000000000000001,13,11.231308228007984,5.296845297512673,-3.508005731876836,2.426457198618475,5.33898344353376,5.0,5.0,0,2.0135713818996432,3,3.7430220954460003,-3.3452386066149122,-3.384388434873847,3.7038722671870654,5.0,0,-3.4461970833753415,0.12361729700298874,3,4,6,3.1434717736166116,3.1434717736166116,3.1434717736166116
654,FIXED_COLLISION,29,2.9000000000000004,0.5,24,2.4000000000000004,3,3.8429197209715276,-3.245340981089385,-3.2504225839717003,3.8378381180892123,503.31648732928585,5.0,5.0,0,0.0010207185855354267,5,11.003794830880219,4.823406799898422,-2.560623736842991,3.619764294138806,2.9356066840038655,1,-2.9055231604073457,0.6897988471287091,3,4,6,2.9356066840038655,2.9356066840038655,2.9356066840038655
665,SAFE,27,2.7,2.0,7,0.7000000000000001,10,9.134343471115425,2.2104122959515227,0.6135988369716561,7.537530012135559,20.11999173411489,5.0,5.0,0,0.33280002484092364,9,9.124276015713338,2.178273299093144,0.7097145310697144,7.655717247689909,5.0,0,0.6616566840206852,0.09611569409805831,0,2,2,5.0,5.0,5.0
665,SAFE,27,2.7,1.0,17,1.7000000000000002,10,8.422025302331352,1.49809412716745,-1.589902760938041,5.334028414225862,11.071047722515216,5.0,5.0,0,0.6514918465054605,27,21.931266223399902,15.257128249224909,6.920022066472909,13.594160040647902,5.0,0,2.665059652767434,8.50992482741095,1,1,1,5.0,5.0,5.0
665,SAFE,27,2.7,0.5,22,2.2,24,18.384754776736155,11.710616797292808,-0.47105765965178215,6.2030803197915665,5.2865398704632245,5.0,5.0,0,3.0908340649990516,29,21.816169533687574,15.142031559512581,12.067118400803498,18.74125637497849,5.0,0,5.798030370575858,12.53817606045528,1,1,1,5.0,5.0,5.0
704,FIXED_COLLISION,21,2.1,2.0,1,0.1,5,50.282140823905735,44.131047496503356,-0.024458104125084645,6.126635223277292,3.203385664338247,3.203385664338247,3.203385664338247,1,15.463526780208214,18,51.09398749972369,43.21681392005832,1.692755955241556,9.569929534906926,3.510130850279661,1,0.8341489255582357,1.7172140593666407,1,1,2,3.203385664338247,3.203385664338247,3.203385664338247
704,FIXED_COLLISION,21,2.1,1.0,11,1.1,15,10.046253916348194,2.9873913219793637,0.49070936767457685,7.549571962043407,20.118120969279165,5.0,5.0,0,0.49934022765866815,5,37.03035848808247,30.87926516068009,0.7998158644113058,6.9509091918136825,2.941450041425989,1,0.6452626160429413,0.30910649673672896,0,2,3,5.0,2.941450041425989,2.898843203200882
704,FIXED_COLLISION,21,2.1,0.5,16,1.6,15,10.093197049403464,3.0343344550346343,0.10432659655518517,7.163189190924015,17.213568079121718,5.0,5.0,0,0.5860609494315919,5,30.98517222397516,24.834078896572784,0.7872563337399416,6.938349661142318,2.6590843063857097,1,0.4457914651475634,0.6829297371847565,0,2,3,5.0,2.6590843063857097,2.301220303851181
709,SAFE,78,7.800000000000001,3.0,48,4.800000000000001,2,3.1772663126950405,-2.6115857206701736,-2.6115857206701736,3.1772663126950405,-216.26199752480943,0.0,5.0,0,-7.685219411867302e-05,1,3.418143433058011,-2.5230960842732046,-2.5253265648588847,3.415912952472331,5.0,0,-2.5684561427645294,0.08625915581128885,2,4,5,5.0,5.0,5.0
709,SAFE,78,7.800000000000001,2.0,58,5.800000000000001,2,3.1765960830436883,-2.6122559503215257,-2.612916042673945,3.175935990691269,142.74380299162465,5.0,5.0,0,0.0001343578837438942,1,3.432188321992834,-2.5090511953383814,-2.5090511953383814,3.432188321992834,5.0,0,-2.560983619006163,0.10386484733556367,2,4,5,5.0,5.0,5.0
709,SAFE,78,7.800000000000001,1.0,68,6.800000000000001,2,3.177387814770806,-2.611464218594408,-2.61221947220966,3.176632561155554,139.72307544111203,5.0,5.0,0,0.0001537843630229568,1,3.4172130381428314,-2.524026479188384,-2.524026479188384,3.4172130381428314,5.0,0,-2.568122975699022,0.0881929930212757,2,4,5,5.0,5.0,5.0
709,SAFE,78,7.800000000000001,0.5,73,7.300000000000001,2,3.159227564830681,-2.629624468534533,-2.629624468534533,3.159227564830681,-22.939897512751518,0.0,5.0,0,-0.0008012019644315031,1,3.430241377125246,-2.51099814020597,-2.5323622653734765,3.408877251957739,5.0,0,-2.580993366954005,0.0972622031610566,2,4,5,5.0,5.0,5.0
818,SAFE,66,6.6000000000000005,3.0,36,3.6,5,16.693956106818252,11.591778600472246,1.8821329494732044,6.984310455819211,6.5946969986695185,5.0,5.0,0,2.2180283607661653,14,58.61638754790461,53.44426821750799,8.992706381059593,14.164825711456212,2.226365823897054,1,5.437419665266399,7.110573431586388,0,0,1,5.0,5.0,5.0
818,SAFE,66,6.6000000000000005,2.0,46,4.6000000000000005,5,14.33892632752633,9.236748821180324,2.5171601309019795,7.619337637247986,4.6080511870850795,4.6080511870850795,4.6080511870850795,1,2.2330927621707564,17,15.584637204404194,10.364443859904656,9.586430637750725,14.806623982250263,0.19125952544932592,1,6.051795384326352,7.069270506848746,0,0,0,5.0,5.0,5.0
818,SAFE,66,6.6000000000000005,1.0,56,5.6000000000000005,5,11.795017832027611,6.692840325681605,1.676726547136429,6.778904053482435,3.0168167992291957,3.0168167992291957,3.0168167992291957,1,2.618324406732393,54,48.68272611810131,45.52675145751848,2.9136215822355864,6.069596242818416,3.7862316129442886,1,2.295174064686008,1.2368950350991574,0,0,1,5.0,5.0,3.0168167992291957
818,SAFE,66,6.6000000000000005,0.5,61,6.1000000000000005,5,10.600933752938646,5.49875624659264,1.7593263302000395,6.861503836546046,2.2963947067634307,2.2963947067634307,2.2963947067634307,1,2.6823757083955337,12,19.69883577956767,14.65312417839411,10.2007308949966,15.24644249617016,0.5242758230859176,1,5.9800286125983195,8.44140456479656,0,0,1,5.0,5.0,2.2963947067634307
867,SAFE,75,7.5,3.0,45,4.5,1,5.232943273381554,-3.9070471850175004,-3.9244417830371248,5.21554867536193,0.07573965990467131,0.07573965990467131,0.07573965990467131,1,0.4585626006236341,8,28.693209258143142,19.541381218955443,1.2312196632986883,10.383047702486387,0.5689103010432421,1,-1.3466110598692183,5.155661446335813,1,1,3,0.07573965990467131,0.07573965990467131,0.07573965990467131
867,SAFE,75,7.5,2.0,55,5.5,1,7.137941503947918,-2.002048954451137,-2.002048954451137,7.137941503947918,-1.1343333278249503,0.0,5.0,0,-3.000787691481947,7,29.92246658032036,20.720349562415997,0.9493455052968169,10.151462523201182,0.6054641720129779,1,-0.5263517245771601,2.951394459747954,1,2,2,5.0,0.6054641720129779,0.6054641720129779
867,SAFE,75,7.5,1.0,65,6.5,15,35.82727407097826,26.656510532288863,0.5330451928733755,9.703808731562775,0.7204506153172421,0.7204506153172421,0.7204506153172421,1,46.08088196336445,1,10.445299489338906,1.305309030939851,1.305309030939851,10.445299489338906,5.0,0,0.9191771119066132,0.7722638380664755,0,1,2,5.0,0.7204506153172421,0.7204506153172421
867,SAFE,75,7.5,0.5,70,7.0,15,14.721148666846357,5.550385128156957,0.4156235330976177,9.586387071787017,0.23700656467470743,0.23700656467470743,0.23700656467470743,1,35.77331141971713,1,12.277801240795938,3.1378107823968833,3.1378107823968833,12.277801240795938,5.0,0,1.7767171577472505,2.7221872492992656,0,1,1,5.0,0.23700656467470743,0.23700656467470743
916,FIXED_COLLISION,69,6.9,3.0,39,3.9000000000000004,8,13.175546492834362,7.308027352365458,-2.4797735484285925,3.387745592040312,2.830286980993907,2.830286980993907,2.830286980993907,1,4.3474307763732725,2,5.376056258058731,-0.35817435414199394,-0.35817435414199394,5.376056258058731,5.0,0,-1.4189739512852932,2.1215991942865986,2,3,5,2.830286980993907,2.830286980993907,2.830286980993907
916,FIXED_COLLISION,69,6.9,2.0,49,4.9,8,9.288165465056666,3.4206463245877616,-2.629058033207461,3.2384611072614438,2.2324246088695703,2.2324246088695703,2.2324246088695703,1,3.654782509185677,12,18.505286541590703,11.83679027792311,-1.8942128978463675,4.774283365821226,5.0,0,-2.261635465526914,0.7348451353610934,2,4,5,2.2324246088695703,2.2324246088695703,2.2324246088695703
916,FIXED_COLLISION,69,6.9,1.0,59,5.9,8,6.124896094970685,0.25737695450178055,-2.598561504830256,3.2689576356386487,1.6427832003174718,1.6427832003174718,1.6427832003174718,1,2.666328531714223,12,16.474168488328978,9.805672224661384,-1.2622956397068572,5.4062006239607365,5.0,0,-1.9304285722685566,1.3362658651233987,2,4,5,1.6427832003174718,1.6427832003174718,1.6427832003174718
916,FIXED_COLLISION,69,6.9,0.5,64,6.4,8,5.0373053840214945,-0.8302137564474101,-2.6901499327372558,3.177369207731649,1.396800643899196,1.396800643899196,1.396800643899196,1,2.17147932608665,15,6.138740278651278,0.18327504272047168,0.1761254935927603,6.131590729523567,5.0,0,-1.2570122195722477,2.866275426330016,1,4,5,1.396800643899196,1.396800643899196,1.396800643899196
926,SAFE,78,7.800000000000001,3.0,48,4.800000000000001,9,15.46214397772294,5.63467951136767,-2.7281601097085266,7.099304356646743,1.299278865454754,1.299278865454754,1.299278865454754,1,9.391796134532994,16,16.509536399421716,7.309856645593857,2.7160886700510556,11.915768423878914,5.0,0,-0.00603571982873552,5.444248779759582,1,1,1,1.299278865454754,1.299278865454754,1.299278865454754
926,SAFE,78,7.800000000000001,2.0,58,5.800000000000001,9,7.832389543941456,-1.9950749224138136,-2.454417630958634,7.373046835396636,0.22772475258627134,0.22772475258627134,0.22772475258627134,1,3.915896436110384,16,16.504864833055983,7.305185079228124,6.785629876934792,15.98530963076265,5.0,0,2.1656061229880788,9.240047507893426,1,1,1,0.22772475258627134,0.22772475258627134,0.22772475258627134
926,SAFE,78,7.800000000000001,1.0,68,6.800000000000001,9,11.238462043834708,1.4109975774794385,1.4109975774794385,11.238462043834708,-0.6801555838929257,0.0,5.0,0,-8.893766681356666,16,16.821674980436175,7.621995226608316,7.621995226608316,16.821674980436175,5.0,0,4.516496402043877,6.210997649128878,0,0,1,5.0,5.0,5.0
926,SAFE,78,7.800000000000001,0.5,73,7.300000000000001,9,16.324486928570423,6.497022462215153,6.497022462215153,16.324486928570423,-1.153999285151136,0.0,5.0,0,-10.644629818851824,8,38.58848877723991,29.396610344482433,11.933876805281148,21.125755238038625,5.0,0,9.21544963374815,5.4368543430659955,0,0,0,5.0,5.0,5.0
967,SAFE,56,5.6000000000000005,3.0,26,2.6,3,13.666446941804347,4.491028217018783,-4.228115104674789,4.947303620110775,1.9565925589245667,1.9565925589245667,1.9565925589245667,1,6.069482856579815,10,26.984756398492788,20.027775712896847,-3.1914464803781373,3.7655342052178034,2.277538077992203,1,-3.709780792526463,1.0366686242966514,2,2,2,1.9565925589245667,1.9565925589245667,1.9565925589245667
967,SAFE,56,5.6000000000000005,2.0,36,3.6,3,7.556598107913054,-1.6188206168725099,-4.917613162411726,4.257805562373838,0.8545693986058079,0.8545693986058079,0.8545693986058079,1,6.0352205824502665,6,17.7119174619005,8.484356055813127,8.484356055813127,17.7119174619005,5.0,0,1.7833714467007002,13.401969218224853,1,1,1,0.8545693986058079,0.8545693986058079,0.8545693986058079
967,SAFE,56,5.6000000000000005,1.0,46,4.6000000000000005,3,5.383494543511721,-3.791924181273843,-3.791924181273843,5.383494543511721,-0.274255302091132,0.0,5.0,0,-3.715914808555621,2,41.64127176962508,32.49458259713382,3.929950137470046,13.076639309961301,5.0,0,0.06901297809810147,7.721874318743889,1,1,1,5.0,5.0,5.0
967,SAFE,56,5.6000000000000005,0.5,51,5.1000000000000005,2,38.08887520323656,28.942186030745304,-5.365788571213878,3.780900601277377,4.972336093015269,4.972336093015269,4.972336093015269,1,7.584677014045799,3,7.437919512800981,-1.7374992119845825,-1.7374992119845825,7.437919512800981,5.0,0,-3.5516438915992303,3.6282893592292957,2,2,2,4.972336093015269,4.972336093015269,4.972336093015269
1014,SAFE,79,7.9,3.0,49,4.9,10,13.778529213380146,4.523294889214384,4.523294889214384,13.778529213380146,-503.0619936721958,0.0,5.0,0,-0.02694119054296819,5,13.817237043464466,4.847463183092886,4.711981194790422,13.681755055162002,5.0,0,4.617638042002403,0.18868630557603794,0,0,0,5.0,5.0,5.0
1014,SAFE,79,7.9,2.0,59,5.9,11,29.42119401927693,16.287670425597913,4.470446232273925,17.60396982595294,3.6339098852136895,3.6339098852136895,3.6339098852136895,1,5.197701623261079,5,13.74683146653043,4.77705760615885,4.688759600379564,13.658533460751144,5.0,0,4.579602916326745,0.21831336810563862,0,0,0,5.0,5.0,5.0
1014,SAFE,79,7.9,1.0,69,6.9,11,25.060199782119085,11.92667618844007,4.593696097005878,17.727219690684894,2.97452710347396,2.97452710347396,2.97452710347396,1,4.209147465256626,5,13.73648725724195,4.7667133968703705,4.733649374110035,13.703423234481615,5.0,0,4.663672735557957,0.13995327710415673,0,0,0,5.0,5.0,5.0
1014,SAFE,79,7.9,0.5,74,7.4,11,23.121287339436552,9.987763745757537,4.439661843489915,17.57318543716893,2.5632151516496715,2.5632151516496715,2.5632151516496715,1,3.8096298674150426,5,13.772243032115838,4.802469171744258,4.802469171744258,13.772243032115838,5.0,0,4.621065507617087,0.3628073282543429,0,0,0,5.0,5.0,5.0
1032,NEW_COLLISION,56,5.6000000000000005,3.0,26,2.6,2,68.78691850282979,63.58358839832534,-2.329114169958035,2.8742159345464193,2.9963807121237394,2.9963807121237394,2.9963807121237394,1,22.916587672414625,7,26.168908972814947,20.15573550794937,2.394297355763321,8.407470820628898,2.813172018695919,1,0.03259159290264302,4.723411525721356,1,1,1,2.9963807121237394,2.9963807121237394,2.9963807121237394
1032,NEW_COLLISION,56,5.6000000000000005,2.0,36,3.6,2,46.150519533868064,40.94718942936361,-1.850462219772182,3.352867884732272,2.0447785532139537,2.0447785532139537,2.0447785532139537,1,22.450808298299084,7,18.318743798624997,12.30557033375942,2.77179946967755,8.784972934543127,1.9400429059611222,1,0.4606686249526839,4.622261689449732,1,1,1,2.0447785532139537,2.0447785532139537,2.0447785532139537
1032,NEW_COLLISION,56,5.6000000000000005,1.0,46,4.6000000000000005,2,23.27425449066783,18.070924386163377,-2.5865968986812256,2.6167332058232287,1.0227705843395019,1.0227705843395019,1.0227705843395019,1,22.46843480033854,1,9.67878206473442,6.856090348586541,0.3295909164548263,3.1522826326027062,1.183344387654808,1,-1.1285029911131996,2.916187815136052,1,2,3,1.0227705843395019,1.0227705843395019,1.0227705843395019
1032,NEW_COLLISION,56,5.6000000000000005,0.5,51,5.1000000000000005,2,11.995423356954596,6.792093252450142,-2.907509299766902,2.295820804737552,0.519931450594989,0.519931450594989,0.519931450594989,1,22.226051142377024,1,6.331705940451457,3.5090142243035767,0.8472300703306939,3.669921786478574,0.6856615154145019,1,-1.0301396147181041,3.754739370097596,1,2,3,0.519931450594989,0.519931450594989,0.519931450594989
1070,SAFE,18,1.8,1.0,8,0.8,2,11.49288611947476,2.212712877672965,2.212712877672965,11.49288611947476,-1.1866014265147504,0.0,5.0,0,-2.5150178256882634,4,24.130401462837135,14.828121482494026,14.828121482494026,24.130401462837135,5.0,0,8.520417180083495,12.615408604821061,0,0,0,5.0,5.0,5.0
1070,SAFE,18,1.8,0.5,13,1.3,2,12.660522673382095,3.380349431580301,3.380349431580301,12.660522673382095,-1.3592532203038,0.0,5.0,0,-2.8620295336547206,8,26.180064984971025,16.79787153257304,16.79787153257304,26.180064984971025,5.0,0,10.08911048207667,13.41752210099274,0,0,0,5.0,5.0,5.0
1125,SAFE,74,7.4,3.0,44,4.4,18,18.502257616921554,12.651527143041555,0.9448233635677354,6.795553837447734,1.5791176844150474,1.5791176844150474,1.5791176844150474,1,10.136274426332806,17,8.761466198264845,2.759859764832031,2.759859764832031,8.761466198264845,5.0,0,1.8523415641998833,1.8150364012642957,0,1,1,5.0,1.5791176844150474,1.5791176844150474
1125,SAFE,74,7.4,2.0,54,5.4,18,8.220107579246607,2.369377105366608,-0.5368058751891924,5.313924598690806,0.5142969566614461,0.5142969566614461,0.5142969566614461,1,9.303764397443613,8,8.765581042686103,2.7021824858724166,2.7021824858724166,8.765581042686103,5.0,0,1.082688305341612,3.238988361061609,1,1,1,0.5142969566614461,0.5142969566614461,0.5142969566614461
1125,SAFE,74,7.4,1.0,64,6.4,18,7.995193349918838,2.1444628760388396,2.1444628760388396,7.995193349918838,-0.4414516078844549,0.0,5.0,0,-10.054980176786497,8,10.925396032603793,4.8619974757901065,4.8619974757901065,10.925396032603793,5.0,0,3.503230175914473,2.717534599751267,0,0,0,5.0,5.0,5.0
1125,SAFE,74,7.4,0.5,69,6.9,22,9.463833701869921,3.753448459812075,-1.5723303851544195,4.138054856903427,0.7361607904944312,0.7361607904944312,0.7361607904944312,1,10.397826297877613,1,11.968328611242915,6.101991698682019,3.208834477422421,9.075171389983318,3.782221782476706,1,0.8182520461340008,4.781164862576841,1,1,1,0.7361607904944312,0.7361607904944312,0.7361607904944312
1177,SAFE,69,6.9,3.0,39,3.9000000000000004,3,23.291804030807853,14.007517081317364,2.556094014242678,11.840380963733168,6.37950746428768,5.0,5.0,0,2.840351258342683,19,15.297448175044908,3.6018520446622055,3.3739780469235487,15.06957417730625,0.07001495722091072,1,2.9650360305831134,0.8178840326808707,0,0,0,5.0,5.0,5.0
1177,SAFE,69,6.9,2.0,49,4.9,3,20.45983695573064,11.175550006240151,1.0830581891975282,10.367345138688018,5.302541597263998,5.0,5.0,0,2.8771472015221367,9,35.60793796841618,26.352396938803395,3.059912252979231,12.315453282592017,0.6944446253620892,1,2.0714852210883796,1.976854063781703,0,0,1,5.0,5.0,5.0
1177,SAFE,69,6.9,1.0,59,5.9,3,17.434043246216604,8.149756296726114,-1.1104176916407287,8.173869257849761,4.205629145504265,4.205629145504265,4.205629145504265,1,3.2341803285599413,9,17.96145006942714,8.705909039814355,8.705909039814355,17.96145006942714,5.0,0,3.797745674086813,9.816326731455083,1,1,1,4.205629145504265,4.205629145504265,4.205629145504265
1177,SAFE,69,6.9,0.5,64,6.4,3,15.9750692340367,6.690782284546211,-1.3329249677198494,7.95136198177064,3.8435314660872555,3.8435314660872555,3.8435314660872555,1,3.1266539016170696,44,106.56221662290798,95.15991696524019,6.796696521678861,18.19899617934666,1.9766788893654563,1,2.7318857769795057,8.12962148939871,1,1,1,3.8435314660872555,3.8435314660872555,3.8435314660872555
1235,SAFE,32,3.2,3.0,2,0.2,3,9.240096327053946,0.2167787885407595,-5.949765918596431,3.0735516199167554,2.698538668387867,2.698538668387867,2.698538668387867,1,3.0452536532685244,2,11.966774046914871,4.875241206539588,4.875241206539588,11.966774046914871,5.0,0,-0.5372623560284215,10.825007125136018,1,1,1,2.698538668387867,2.698538668387867,2.698538668387867
1235,SAFE,32,3.2,2.0,12,1.2000000000000002,3,8.417380676343086,-0.6059368621701005,-6.984863223373801,2.0384543151393855,6.357239212049781,5.0,5.0,0,1.3059342778579426,2,17.949643774676836,10.858110934301553,10.858110934301553,17.949643774676836,5.0,0,1.9366238554638762,17.842974157675354,1,1,1,5.0,5.0,5.0
1235,SAFE,32,3.2,1.0,22,2.2,3,7.869532230971946,-1.1537853075412405,-4.131838561384945,4.891478977128242,13.209780603285072,5.0,5.0,0,0.5956397350296505,5,23.131020068528905,16.048712001489022,16.048712001489022,23.131020068528905,5.0,0,5.958436720052038,20.180550562873968,1,1,1,5.0,5.0,5.0
1235,SAFE,32,3.2,0.5,27,2.7,3,7.780812303317615,-1.2425052351955719,-1.2429589019864355,7.780358636526751,0.17445681354225748,0.17445681354225748,0.17445681354225748,1,0.005200754913976979,5,25.99792236434799,18.91561429730811,18.91561429730811,25.99792236434799,5.0,0,8.836327697660838,20.158573199294544,1,1,1,0.17445681354225748,0.17445681354225748,0.17445681354225748
1283,SAFE,21,2.1,2.0,1,0.1,2,19.59321537507158,10.237139122848891,-1.1147295600711207,8.241346692151568,8.124943342638682,5.0,5.0,0,2.3294222949890635,21,57.189252116125694,44.386776460719695,0.5268183075428219,13.329293962948823,1.293770339563168,1,-0.2939556262641494,1.6415478676139426,1,2,2,5.0,1.293770339563168,1.293770339563168
1283,SAFE,21,2.1,1.0,11,1.1,21,19.35173372642233,6.549258071016331,0.6524492821448575,13.454924937550858,0.3436897877912993,0.3436897877912993,0.3436897877912993,1,29.086571831288378,12,12.854526436121153,3.657163431788172,3.657163431788172,12.854526436121153,5.0,0,2.154806356966515,3.0047141496433145,0,1,1,5.0,0.3436897877912993,0.3436897877912993
1283,SAFE,21,2.1,0.5,16,1.6,21,15.296911669780703,2.4944360143747026,2.4944360143747026,15.296911669780703,-0.18823965635193704,0.0,5.0,0,-19.44322216764665,12,12.52688917364784,3.3295261693148586,3.3293811774576696,12.52674418179065,0.02948010134992961,1,2.911908595916186,0.834945163082967,0,0,0,5.0,5.0,5.0
1294,NEW_COLLISION,79,7.9,3.0,49,4.9,17,14.780117315243476,5.483692262975772,-6.370777918868091,2.925647133399613,4.472997373463951,4.472997373463951,4.472997373463951,1,3.174828764450022,1,3.2569537649044458,-6.16188039400171,-6.340848505980178,3.077985652925978,0.3703132691611169,1,-6.355813212424135,0.029929412887913287,2,3,4,0.3703132691611169,0.3703132691611169,0.3703132691611169
