scenario_index,group,reference_step,reference_seconds,lead_s,frame,time_from_start_s,risk_object_index,risk_distance,risk_static_clearance,risk_predicted_clearance,risk_dcpa,risk_tcpa_raw,risk_tcpa_clipped,risk_future_tcpa,risk_approaching,risk_closing_speed,second_object_index,second_distance,second_static_clearance,second_predicted_clearance,second_dcpa,second_future_tcpa,second_approaching,top2_mean_predicted_clearance,second_minus_first_pred_gap,num_pred_conflict_0,num_pred_conflict_1,num_pred_conflict_2,min_future_tcpa_conflict_0,min_future_tcpa_conflict_1,min_future_tcpa_conflict_2
278,NEW_COLLISION,78,7.800000000000001,3.0,48,4.800000000000001,3,6.29992509678655,-3.7477581912073035,-7.257653152039284,2.79003013595457,3.1851203238325,3.1851203238325,3.1851203238325,1,1.5899908859449858,1,4.216289831339535,-5.035228975882423,-5.035228975882423,4.216289831339535,5.0,0,-6.146441063960854,2.222424176156861,4,5,6,3.1851203238325,3.1851203238325,1.9655765422234412
278,NEW_COLLISION,78,7.800000000000001,2.0,58,5.800000000000001,3,5.003253684739621,-5.044429603254232,-8.105996945810016,1.9416863421838366,6.909681294054071,5.0,5.0,0,0.6659024402040148,1,4.766537147919854,-4.484981659302104,-4.484981659302104,4.766537147919854,5.0,0,-6.29548930255606,3.6210152865079124,3,3,5,4.44560988570553,4.44560988570553,1.0148622910542129
278,NEW_COLLISION,78,7.800000000000001,1.0,68,6.800000000000001,3,4.730832768679542,-5.316850519314312,-5.316850519314312,4.730832768679542,-6.5450608229251666,0.0,5.0,0,-0.27856311594666244,5,7.801769576503714,-1.4563867549374567,-4.603352588283548,4.654803743157623,2.4025451875038493,1,-4.96010155379893,0.7134979310307639,4,4,5,2.4025451875038493,2.4025451875038493,0.05213913312179462
278,NEW_COLLISION,78,7.800000000000001,0.5,73,7.300000000000001,3,5.157334339754346,-4.890348948239508,-4.890348948239508,5.157334339754346,-3.3591431113176746,0.0,5.0,0,-1.0050207120619024,5,6.599349971616842,-2.658806359824329,-4.624773265747056,4.633383065694115,1.4745512690035245,1,-4.757561106993282,0.265575682492452,4,5,6,1.4745512690035245,1.4745512690035245,1.1002430102895748
297,SAFE,32,3.2,3.0,2,0.2,4,23.122326964784087,13.876039907579546,2.43714440805827,11.68343146526281,1.6868822485012605,1.6868822485012605,1.6868822485012605,1,10.207488233492608,5,14.73042659366557,5.527407055243396,3.1252206172157226,12.328240155637896,0.3500036549912109,1,2.7811825126369962,0.6880762091574528,0,0,0,5.0,5.0,5.0
297,SAFE,32,3.2,2.0,12,1.2000000000000002,4,14.08412698198213,4.83783992477759,3.4180832340729737,12.664370291277514,0.47114562260717363,0.47114562260717363,0.47114562260717363,1,5.723058958295704,3,20.820566934458743,11.422161964420482,8.95761780491122,18.35602277494948,3.554612652499979,1,6.1878505194920965,5.539534570838246,0,0,0,5.0,5.0,5.0
297,SAFE,32,3.2,1.0,22,2.2,3,18.771313176432674,9.372908206394413,1.834261497225972,11.232666467264233,5.3650940728049905,5.0,5.0,0,2.256399801885276,4,13.121725251746259,3.8754381945417187,3.8754381945417187,13.121725251746259,5.0,0,2.8548498458838454,2.0411766973157466,0,0,1,5.0,5.0,5.0
297,SAFE,32,3.2,0.5,27,2.7,3,18.02646989336932,8.62806492333106,4.571282151716003,13.969687121754264,5.623251448518986,5.0,5.0,0,1.2964310938189894,4,16.247196051882653,7.000908994678113,7.000908994678113,16.247196051882653,5.0,0,5.786095573197058,2.4296268429621097,0,0,0,5.0,5.0,5.0
341,SAFE,21,2.1,2.0,1,0.1,3,12.072962463860902,7.424238860913257,7.377002823504225,12.02572642645187,1.157411929800244,1.157411929800244,1.157411929800244,1,0.08146387570145311,4,15.804719098031725,10.610316945192643,7.4923747256872755,12.686776878526357,0.25625234520059603,1,7.434688774595751,0.1153719021830506,0,0,0,5.0,5.0,5.0
341,SAFE,21,2.1,1.0,11,1.1,3,12.602414055684275,7.9536904527366294,7.9536904527366294,12.602414055684275,-8.266273885056982,0.0,5.0,0,-0.1309813351208305,18,16.95000272996284,11.69155819500246,11.69155819500246,16.95000272996284,5.0,0,9.822624323869544,3.7378677422658297,0,0,0,5.0,5.0,5.0
