scenario_index,V25_RideFlux,V26_RideFlux,Delta_RideFlux,V25_Progress,V26_Progress,Delta_Progress,V25_Comfort,V26_Comfort,Delta_Comfort,V25_Collision,V26_Collision,Delta_Collision,V25_Overlap,V26_Overlap,Delta_Overlap,V25_OffroadBox,V26_OffroadBox,Delta_OffroadBox,V25_Accuracy,V26_Accuracy,Delta_Accuracy,V25_BasePC,V26_BasePC,Delta_BasePC
1380,0.9124632,0.88689214,-0.02557105999999998,0.8749475,0.83841735,-0.03653015000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9124632499999998,0.886892145,-0.025571104999999816
1381,0.99591124,0.99591124,0.0,0.99415886,0.99415886,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9959112019999998,0.9959112019999998,0.0
1382,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1383,0.8104178,0.8987665,0.08834870000000006,0.77738255,0.85538083,0.07799827999999998,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.810417785,0.8987665809999998,0.0883487959999999
1384,0.92123395,0.96794903,0.04671508000000002,0.887477,0.9542129,0.06673590000000007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9212338999999998,0.96794903,0.04671513000000016
1385,0.79615736,0.9008013,0.10464393999999999,0.85879624,0.92257315,0.06377690999999996,0.65000004,0.85,0.19999995999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7961573799999999,0.9008012049999999,0.10464382500000002
1386,0.87679493,0.8870298,0.010234870000000007,0.92577845,0.8761141,-0.049664350000000024,0.7625,0.9125,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.876794915,0.8870298699999999,0.010234954999999935
1387,0.96624994,0.9766866,0.010436659999999987,0.99999994,0.9666951,-0.03330484,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.966249958,0.97668657,0.010436612000000012
1388,0.90999997,0.94749993,0.03749996,0.99999994,0.99999994,0.0,0.7,0.825,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.909999958,0.947499958,0.03749999999999998
1389,0.82,1.0,0.18000000000000005,1.0,1.0,0.0,0.4,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.82,1.0,0.18000000000000005
1390,0.8946999,0.9730755,0.07837559999999999,0.8977856,0.96153647,0.06375087000000002,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8946999199999999,0.9730755289999999,0.07837560900000007
1391,0.96250004,0.9025,-0.06000004000000003,0.99999994,0.99999994,0.0,0.875,0.675,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.962499958,0.902499958,-0.05999999999999994
1392,0.8844658,0.8967766,0.012310800000000066,0.8349511,0.85253793,0.017586830000000053,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8844657699999998,0.8967765509999999,0.012310781000000048
1393,0.89668846,0.98586124,0.08917277999999995,0.9006263,0.97980165,0.07917534999999998,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.89668841,0.9858611549999998,0.08917274499999983
1394,0.9001419,0.9214649,0.02132299999999998,0.93770266,0.88780695,-0.04989571000000004,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.900141862,0.9214648649999999,0.021323002999999896
1395,0.8144299,0.9342767,0.11984679999999992,0.7348997,0.9061096,0.17120989999999991,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8144297899999999,0.93427672,0.11984693000000002
1396,0.93625003,0.9466772,0.010427170000000041,1.0,0.92382467,-0.07617532999999999,0.7875,1.0,0.21250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9362499999999999,0.946677269,0.010427269000000128
1397,1.0,0.88504964,-0.11495036000000003,1.0,0.83578527,-0.16421472999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.8850496889999999,-0.11495031100000008
1398,0.83965,0.8718945,0.03224450000000001,0.80307126,0.81699204,0.013920780000000077,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.839649882,0.871894428,0.03224454600000004
1399,0.87083286,0.8843919,0.013559039999999967,0.8476183,0.83484554,-0.01277276000000005,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.87083281,0.884391878,0.013559067999999952
1400,0.9325,0.92125,-0.011249999999999982,0.99999994,0.99999994,0.0,0.77500004,0.7375,-0.03750003999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9324999700000001,0.921249958,-0.011250012000000087
1401,0.9228329,0.96926653,0.046433630000000004,0.9379756,0.95609504,0.018119439999999987,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.92283292,0.9692665279999999,0.04643360799999996
1402,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.7,1.0,0.30000000000000004
1403,0.9026915,0.9303221,0.02763060000000006,0.96277344,0.9004602,-0.062313239999999936,0.7625,1.0,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9026914079999999,0.9303221399999999,0.02763073199999999
1404,0.7543652,0.9033348,0.14896960000000004,0.6865931,0.8619068,0.17531370000000002,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7543651699999999,0.9033347599999999,0.14896958999999999
1405,0.82615995,0.88624096,0.06008100999999999,0.7998714,0.8374871,0.03761570000000003,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8261599799999999,0.88624097,0.06008099000000011
1406,0.9602308,0.9227213,-0.037509500000000084,0.9753297,0.9378162,-0.03751349999999998,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.96023079,0.92272134,-0.037509450000000055
1407,0.69770783,0.82074803,0.12304019999999993,0.78779685,0.8349972,0.04720035,0.4875,0.7875,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.6977077949999999,0.8207480399999999,0.12304024499999999
1408,0.96250004,0.96833974,0.005839700000000003,1.0,0.9869139,-0.01308609999999999,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9624999999999999,0.9683397300000001,0.005839730000000154
1409,0.940427,0.9069783,-0.0334487,0.96311,0.9260405,-0.03706949999999998,0.8875,0.8625,-0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.940427,0.9069783499999999,-0.03344865000000008
1410,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1411,0.86125004,0.97749996,0.1162499199999999,1.0,1.0,0.0,0.5375,0.925,0.38750000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.86125,0.9775,0.11625000000000008
1412,0.83607095,0.9209509,0.08487995000000004,0.93724424,0.88707274,-0.050171499999999924,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.836070968,0.920950918,0.08487994999999993
1413,0.85255814,0.8401217,-0.012436439999999993,0.8857974,0.77160245,-0.1141949499999999,0.77500004,1.0,0.22499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8525581919999998,0.840121715,-0.012436476999999835
1414,0.9102728,0.9477728,0.03749999999999998,0.9253897,0.9253897,0.0,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.91027279,0.9477727899999999,0.03749999999999987
1415,0.89874995,0.93071795,0.031967999999999996,0.99999994,0.90102565,-0.09897429000000002,0.6625,1.0,0.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.898749958,0.930717955,0.03196799699999997
1416,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1417,0.8758198,0.9196022,0.0437824,0.82259977,0.9387175,0.11611773000000003,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8758198389999998,0.9196022500000001,0.04378241100000024
1418,0.9549999,0.92388004,-0.03111986,0.99999994,0.9501857,-0.04981424000000001,0.85,0.8625,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.954999958,0.9238799899999999,-0.031119968000000164
1419,0.95769614,0.93161565,-0.02608049000000001,0.98778033,0.9023081,-0.08547223000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9576962309999999,0.93161567,-0.02608056099999989
1420,0.8023905,0.854891,0.05250049999999995,0.74984354,0.82484436,0.07500082000000008,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.802390478,0.8548910519999999,0.05250057399999997
1421,0.0,0.0,0.0,1.0,1.0,0.0,0.7692308,1.0,0.2307692,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.9307692399999999,1.0,0.06923076000000006
1422,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1423,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,1.0,0.03375000000000006
1424,0.7,1.0,0.30000000000000004,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7,1.0,0.30000000000000004
1425,0.93838435,0.89589244,-0.042491909999999966,0.96554905,0.97984636,0.014297310000000008,0.875,0.7,-0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9383843350000001,0.8958924519999999,-0.042491883000000175
1426,0.89199966,0.95300144,0.061001780000000005,0.9474995,0.93285924,-0.014640260000000072,0.7625,1.0,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.89199965,0.9530014679999999,0.06100181799999982
1427,0.92875004,0.9195594,-0.009190640000000028,1.0,0.88508487,-0.11491512999999998,0.7625,1.0,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.92875,0.9195594089999999,-0.009190591000000081
1428,0.6039211,0.473466,-0.1304551,0.4663158,0.24780858,-0.21850722,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.60392106,0.473466006,-0.13045505400000001
1429,0.0,0.0,0.0,0.008587202,0.008587202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0060110414,0.0060110414,0.0
1430,0.8778265,0.72022474,-0.15760175999999992,0.8576092,0.600321,-0.25728819999999997,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.87782644,0.7202246999999999,-0.15760174000000005
1431,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1432,0.9400309,0.9388394,-0.001191500000000012,0.96254414,0.9126276,-0.04991654000000001,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.940030898,0.93883932,-0.0011915779999999154
1433,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1434,0.8873415,0.9182934,0.030951900000000032,0.96227354,0.88327616,-0.07899738,0.71250004,1.0,0.28749996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.88734149,0.9182933119999999,0.030951821999999907
1435,0.31312272,0.9407822,0.6276594799999999,0.050889563,0.9475459,0.896656337,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.31312269410000004,0.9407821300000001,0.6276594359000001
1436,0.9172352,0.9145498,-0.00268540000000006,0.9728359,0.87792826,-0.09490763999999996,0.7875,1.0,0.21250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9172351299999999,0.9145497819999999,-0.0026853479999999763
1437,0.925,0.94967645,0.02467644999999996,1.0,0.9763235,-0.02367649999999999,0.75,0.8875,0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9249999999999999,0.94967645,0.024676450000000072
1438,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1439,0.9025013,0.9562647,0.05376340000000002,0.9625018,0.9375209,-0.024980899999999973,0.7625,1.0,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.90250126,0.95626463,0.05376336999999998
1440,0.7967252,0.86132616,0.06460095999999993,0.806036,0.8768945,0.07085850000000005,0.77500004,0.825,0.049999959999999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7967252119999999,0.8613261499999999,0.064600938
1441,0.89615405,0.9124094,0.016255350000000002,0.899863,0.8748706,-0.024992399999999915,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8961541,0.9124094199999999,0.016255319999999962
1442,0.88112307,0.9010815,0.01995842999999997,0.9373187,0.91225916,-0.02505953999999999,0.75,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8811230899999999,0.9010814119999999,0.01995832200000003
1443,0.89587253,0.93961173,0.04373919999999998,0.96374637,0.91373104,-0.05001532999999991,0.7375,1.0,0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.895872459,0.939611728,0.043739269000000025
1444,1.0,0.96625006,-0.03374993999999998,1.0,1.0,0.0,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.9662499999999999,-0.03375000000000006
1445,0.96625006,0.95470583,-0.011544230000000044,1.0,0.93529403,-0.06470597,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,0.9547058209999999,-0.011544179000000043
1446,0.8374743,0.85820657,0.020732269999999997,0.84817755,0.79743785,-0.05073969999999994,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.837474285,0.8582064949999999,0.020732209999999918
1447,0.8293318,0.9376238,0.10829200000000005,0.75618833,0.9108911,0.15470277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.829331831,0.9376237699999999,0.10829193899999989
1448,0.67348,0.94502336,0.27154336,0.61389995,0.921462,0.30756205000000003,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.673479965,0.9450234,0.271543435
1449,0.90236586,0.889795,-0.012570859999999962,0.92480844,0.87470716,-0.050101279999999915,0.85,0.925,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9023659079999999,0.889795012,-0.012570895999999943
1450,0.7843701,0.78394026,-0.00042983999999990363,0.87410015,0.7984861,-0.07561404999999999,0.575,0.75,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7843701049999999,0.7839402699999999,-0.00042983500000004504
1451,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.7,1.0,0.30000000000000004
1452,0.8550507,0.93878984,0.08373913999999993,0.8411438,0.91255695,0.07141315000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.85505066,0.938789865,0.08373920499999998
1453,0.97375005,0.98125,0.007499949999999922,1.0,1.0,0.0,0.9125,0.9375,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9737499999999999,0.98125,0.007500000000000062
1454,0.7752245,0.8140298,0.03880530000000004,0.84496355,0.7825426,-0.06242095000000003,0.6125,0.8875,0.2749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.775224485,0.8140298199999999,0.03880533499999994
1455,0.8945679,0.92161906,0.027051160000000074,0.9511684,0.8880272,-0.06314120000000001,0.7625,1.0,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.89456788,0.92161904,0.027051159999999963
1456,0.93625003,1.0,0.06374997000000004,1.0,1.0,0.0,0.7875,1.0,0.21250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9362499999999999,1.0,0.06375000000000008
1457,0.939441,0.9738602,0.03441919999999998,0.91348714,0.96265745,0.04917031000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.939440998,0.973860215,0.034419216999999946
1458,0.8129492,0.8444895,0.031540299999999966,0.76492745,0.77784204,0.012914590000000059,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.812949215,0.8444894279999999,0.031540212999999984
1459,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,1.0,0.03375000000000006
1460,0.7207536,0.80296725,0.08221365000000003,0.89036226,0.8792389,-0.011123359999999916,0.32500002,0.625,0.29999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7207535879999999,0.80296723,0.08221364200000014
1461,0.914995,0.8987511,-0.016243899999999978,0.9374929,0.8875015,-0.04999139999999991,0.8625,0.925,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9149950299999998,0.89875105,-0.016243979999999825
1462,0.7715964,0.76516134,-0.006435059999999937,0.7915662,0.77701616,-0.014550040000000042,0.725,0.7375,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.77159634,0.765161312,-0.006435027999999954
1463,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1464,0.94375,1.0,0.05625000000000002,1.0,1.0,0.0,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.94375,1.0,0.05625000000000002
1465,0.9362499,0.9488937,0.012643799999999983,0.99999994,0.97520536,-0.02479458000000001,0.7875,0.8875,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.936249958,0.9488937519999999,0.01264379399999993
1466,0.87050456,0.8751038,0.0045992400000000044,0.9703637,0.9501482,-0.020215500000000053,0.6375,0.7,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8705045899999999,0.8751037399999999,0.004599149999999996
1467,0.9228921,1.0,0.07710790000000001,0.88984585,0.99999994,0.11015408999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9228920949999999,0.9999999580000001,0.07710786300000017
1468,0.8081812,0.74856293,-0.059618270000000084,0.7581159,0.7050898,-0.053026099999999965,0.925,0.85,-0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8081811299999999,0.7485628599999999,-0.05961826999999997
1469,0.8962097,1.0,0.1037903,0.8517282,1.0,0.14827179999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.89620974,1.0,0.10379026000000002
1470,0.8516955,0.96935207,0.11765656999999996,0.8363507,0.9562172,0.11986649999999999,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.85169549,0.96935204,0.11765654999999997
1471,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9775,1.0,0.022499999999999964
1472,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1473,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1474,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9775,1.0,0.022499999999999964
1475,0.97749996,0.96625006,-0.011249899999999924,1.0,1.0,0.0,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9775,0.9662499999999999,-0.011250000000000093
1476,0.84616375,0.9423906,0.09622684999999997,0.9623767,0.9498438,-0.012532899999999958,0.575,0.925,0.3500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8461636899999999,0.94239066,0.09622697000000013
1477,0.77500004,1.0,0.22499996,1.0,1.0,0.0,0.25,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7749999999999999,1.0,0.2250000000000001
1478,0.93491185,0.9095179,-0.02539395,0.987374,0.92431116,-0.06306283999999995,0.8125,0.875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9349118,0.909517812,-0.025393987999999923
1479,0.0,1.0,1.0,0.90426147,1.0,0.09573852999999999,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,0.9329830289999999,1.0,0.06701697100000015
1480,0.91884595,0.8684341,-0.050411850000000036,0.8840657,0.8120486,-0.07201709999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9188459899999999,0.86843402,-0.05041196999999986
1481,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1482,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0
1483,0.9136309,0.8900243,-0.023606600000000033,0.92482984,0.8750347,-0.04979513999999996,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9136308879999999,0.8900242899999999,-0.02360659799999998
1484,0.86212367,0.9793854,0.11726172999999995,0.8030338,0.9705505,0.16751669999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.86212366,0.97938535,0.11726169000000009
1485,0.81042147,0.8848383,0.07441682999999999,0.72917354,0.83548325,0.10630971,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8104214779999999,0.8848382749999999,0.07441679700000003
1486,0.7565037,0.8690037,0.11250000000000004,0.8128624,0.8128624,0.0,0.625,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7565036799999999,0.8690036799999998,0.11249999999999993
1487,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
1488,0.83088267,0.97749996,0.1466172899999999,0.80661803,1.0,0.19338197000000001,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.830882621,0.9775,0.14661737900000005
1489,0.0,0.0,0.0,0.031876955,0.011049724,-0.020827230999999998,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.022313868499999997,0.3077348068,0.2854209383
1490,0.84391606,0.813729,-0.030187059999999932,0.8734515,0.78747,-0.08598150000000004,0.77500004,0.875,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8439160619999999,0.8137289999999999,-0.030187061999999987
1491,0.8904163,0.8990473,0.008630999999999944,0.843452,0.85578173,0.012329730000000039,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8904163999999999,0.8990472110000001,0.008630811000000183
1492,0.9833145,1.0,0.01668550000000002,0.9761637,0.99999994,0.023836240000000064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.98331459,0.9999999580000001,0.01668536800000009
1493,0.96250004,0.946451,-0.01604903999999996,1.0,0.9770729,-0.022927099999999978,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9624999999999999,0.94645103,-0.01604896999999994
1494,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.7,1.0,0.30000000000000004
