scenario_index,V25_RideFlux,V26_RideFlux,Delta_RideFlux,V25_Progress,V26_Progress,Delta_Progress,V25_Comfort,V26_Comfort,Delta_Comfort,V25_Collision,V26_Collision,Delta_Collision,V25_Overlap,V26_Overlap,Delta_Overlap,V25_OffroadBox,V26_OffroadBox,Delta_OffroadBox,V25_Accuracy,V26_Accuracy,Delta_Accuracy,V25_BasePC,V26_BasePC,Delta_BasePC
656,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
657,0.97749996,0.97375005,-0.003749909999999912,1.0,1.0,0.0,0.925,0.9125,-0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9775,0.9737499999999999,-0.003750000000000142
658,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
659,0.94462377,0.9663424,0.021718630000000072,0.9423197,0.9572747,0.014955000000000052,0.95,0.9875,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9446237899999999,0.96634229,0.021718500000000196
660,0.90761346,0.9239678,0.016354340000000023,0.9751621,0.950311,-0.024851100000000015,0.75,0.8625,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9076134699999999,0.9239677,0.016354230000000025
661,0.8700817,0.94375,0.07366830000000002,0.8144025,1.0,0.18559749999999997,1.0,0.8125,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.87008175,0.94375,0.07366824999999999
662,0.91365284,0.957852,0.044199160000000015,0.92486113,0.93978846,0.014927330000000016,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.913652791,0.9578519219999999,0.04419913099999995
663,0.85932773,0.8714364,0.012108670000000044,0.89011097,0.85383767,-0.03627329999999995,0.7875,0.9125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8593276789999998,0.871436369,0.012108690000000144
664,0.82829726,0.8499822,0.021684939999999986,0.856496,0.7856888,-0.07080720000000007,0.7625,1.0,0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8282972,0.8499821599999999,0.021684959999999975
665,0.3425092,1.0,0.6574907999999999,0.09287026,1.0,0.90712974,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.342509182,1.0,0.657490818
666,0.91375,0.9175,0.003750000000000031,1.0,1.0,0.0,0.71250004,0.725,0.012499959999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.913750012,0.9175,0.0037499880000000374
667,0.9390966,0.9892678,0.05017120000000008,0.93978083,0.9846683,0.04488747000000004,0.9375,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9390965809999999,0.9892678100000001,0.05017122900000015
668,0.8619574,0.92165977,0.059702370000000005,0.85101044,0.88808537,0.03707492999999995,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8619573079999999,0.921659759,0.059702451000000045
669,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
670,0.948749,0.92126006,-0.027488939999999906,0.97499853,0.8875143,-0.08748423000000005,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.948748971,0.9212600099999999,-0.02748896100000009
671,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
672,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,1.0,0.03375000000000006
673,0.923206,0.9625358,0.03932980000000008,0.9331513,0.9464797,0.013328400000000018,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.923205922,0.96253579,0.039329868000000046
674,0.83363724,0.97049886,0.13686162000000002,0.762339,0.9578554,0.19551640000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8336372999999999,0.97049878,0.1368614800000001
675,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
676,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,1.0,0.03375000000000006
677,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
678,0.95874995,0.96250004,0.0037500900000000392,1.0,1.0,0.0,0.8625,0.875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.95875,0.9624999999999999,0.00374999999999992
679,0.9518078,0.96999997,0.018192170000000063,0.9418682,1.0,0.058131799999999956,0.975,0.90000004,-0.07499995999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.95180774,0.970000012,0.018192271999999954
680,0.8684872,1.0,0.13151279999999999,0.8121245,0.99999994,0.18787544,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.86848715,0.9999999580000001,0.1315128080000001
681,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
682,0.9137444,0.9124431,-0.0013013000000000607,0.92499185,0.8749187,-0.0500731499999999,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9137442949999999,0.91244309,-0.001301204999999861
683,0.8262825,0.9028559,0.07657340000000001,0.7839749,0.8612227,0.07724779999999998,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.82628243,0.9028558899999999,0.07657345999999987
684,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
685,0.8203147,0.92138654,0.10107184000000002,0.7433067,0.88769495,0.14438825,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.82031469,0.9213864649999999,0.10107177499999986
686,0.93221533,0.93108046,-0.00113487000000001,0.95137894,0.90154356,-0.049835379999999985,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9322152579999999,0.931080492,-0.0011347659999999538
687,0.9075012,0.9279303,0.020429099999999978,0.86785895,0.89704317,0.029184219999999983,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9075012650000001,0.9279302190000001,0.020428954
688,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
689,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
690,0.8508216,0.76484567,-0.08597592999999992,0.89938796,0.7497795,-0.14960845999999994,0.7375,0.8,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8508215719999999,0.76484565,-0.08597592199999982
691,0.87250006,0.96625006,0.09375,1.0,1.0,0.0,0.575,0.8875,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8724999999999999,0.9662499999999999,0.09375
692,0.8165564,0.73444337,-0.08211302999999992,0.8343662,0.7009905,-0.13337569999999999,0.77500004,0.8125,0.03749996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8165563519999999,0.7344433499999999,-0.08211300199999993
693,0.87871075,0.82869846,-0.05001228999999996,0.87494403,0.78742635,-0.08751767999999993,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.878710821,0.8286984450000001,-0.05001237599999986
694,0.41190892,0.0,-0.41190892,0.19736981,0.7955867,0.59821689,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,-1,0.41190886699999996,0.8569106899999999,0.4450018229999999
695,1.0,0.9683928,-0.031607199999999946,1.0,0.9548468,-0.045153200000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.96839276,-0.031607240000000036
696,0.90914917,0.9564112,0.047262030000000066,0.92378455,0.9377302,0.01394564999999992,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.909149185,0.9564111399999999,0.04726195499999997
697,0.86876404,0.82811445,-0.04064959000000001,0.90894866,0.81337774,-0.09557092,0.77500004,0.8625,0.08749996000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.868764074,0.828114418,-0.040649656000000034
698,0.75655216,0.77073383,0.014181669999999924,0.75400305,0.70461977,-0.04938328000000003,0.7625,0.925,0.1625000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.756552135,0.770733839,0.014181704000000073
699,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
700,0.9310937,0.8783631,-0.05273060000000007,0.9497767,0.87444717,-0.07532952999999998,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.93109369,0.878363019,-0.05273067099999995
701,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
702,0.93757576,0.9236256,-0.013950159999999934,0.9590367,0.9391079,-0.01992879999999997,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.93757569,0.9236255299999999,-0.013950160000000045
703,0.92125,0.8801158,-0.04113420000000001,1.0,0.9144511,-0.08554890000000004,0.7375,0.8,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9212499999999999,0.88011577,-0.04113422999999994
704,0.96250004,0.0,-0.96250004,1.0,0.4227546,-0.5772454,0.875,1.0,0.125,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,0.9624999999999999,0.59592822,-0.3665717799999999
705,0.0,0.5777039,0.5777039,0.27878797,0.39671978,0.11793181000000003,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,0.49515157899999995,0.5777038459999999,0.08255226699999996
706,0.8657433,0.8902964,0.024553099999999994,0.85641885,0.8432805,-0.013138349999999965,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.865743195,0.8902963499999998,0.024553154999999882
707,0.7468925,0.8314722,0.08457970000000004,0.68663216,0.75924605,0.07261388999999996,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7468925120000001,0.8314722349999999,0.08457972299999983
708,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
709,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,1.0,0.03375000000000006
710,0.9175,0.94375,0.026249999999999996,1.0,1.0,0.0,0.725,0.8125,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9175,0.94375,0.026249999999999996
711,0.8971066,1.0,0.10289340000000002,0.9012237,1.0,0.09877630000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8971065899999999,1.0,0.10289341000000007
712,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
713,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
714,0.8462397,0.90092605,0.054686349999999995,0.8714138,0.8584657,-0.012948100000000018,0.7875,1.0,0.21250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.84623966,0.90092599,0.054686330000000005
715,0.92240155,0.9210896,-0.0013119500000000617,0.93735933,0.88727075,-0.05008858000000005,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.922401531,0.921089525,-0.0013120060000000322
716,0.94053936,0.9510356,0.010496239999999935,0.9793419,0.93005085,-0.04929105,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.94053933,0.951035595,0.010496265000000005
717,0.8174891,0.83441085,0.01692175000000007,0.7874843,0.76344407,-0.024040229999999996,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.81748901,0.834410849,0.016921838999999994
718,0.8300601,0.8650708,0.03501070000000006,0.87508583,0.88760114,0.012515310000000057,0.725,0.8125,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.830060081,0.865070798,0.035010717000000025
719,0.88128835,0.93007916,0.04879080999999996,0.9750548,0.9001131,-0.0749417,0.6625,1.0,0.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.88128836,0.93007917,0.04879080999999996
720,0.9037693,0.92126507,0.01749577000000002,0.9375276,0.8875215,-0.05000610000000005,0.825,1.0,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9037693199999999,0.9212650499999999,0.017495730000000043
721,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9999999580000001,0.9999999580000001,0.0
722,0.88553554,0.9417855,0.05624996000000004,0.9168365,0.9168365,0.0,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8855355500000001,0.9417855500000001,0.05625000000000002
723,1.0,0.94375,-0.05625000000000002,0.99999994,0.99999994,0.0,1.0,0.8125,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9999999580000001,0.943749958,-0.05625000000000002
724,0.7734494,0.8259495,0.05250010000000005,0.7995706,0.7995706,0.0,0.71250004,0.8875,0.17499995999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7734494319999999,0.8259494199999999,0.052499988
725,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
726,0.93625003,0.9359701,-0.0002799299999999283,1.0,0.9621001,-0.037899899999999986,0.7875,0.875,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9362499999999999,0.93597007,-0.0002799299999999283
727,0.8314646,0.9360682,0.10460360000000002,0.791378,0.9086687,0.11729069999999997,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8314646000000001,0.93606809,0.10460348999999991
728,0.94375,1.0,0.05625000000000002,1.0,1.0,0.0,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.94375,1.0,0.05625000000000002
729,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
730,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
731,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
732,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
733,0.9549999,0.95874995,0.0037500499999999493,0.99999994,0.99999994,0.0,0.85,0.8625,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.954999958,0.9587499580000001,0.003750000000000031
734,0.8537475,0.81834185,-0.035405649999999955,0.88749635,0.78870267,-0.09879368,0.77500004,0.8875,0.11249995999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8537474569999999,0.8183418689999999,-0.03540558799999993
735,0.9037008,0.8986573,-0.0050434999999999786,0.93742985,0.8873676,-0.050062249999999975,0.825,0.925,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.903700895,0.8986573200000001,-0.005043574999999856
736,0.91458875,0.8595039,-0.05508484999999996,0.92619824,0.86357695,-0.06262128999999994,0.8875,0.85,-0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9145887679999999,0.859503865,-0.05508490299999991
737,0.95125,1.0,0.04874999999999996,1.0,1.0,0.0,0.83750004,1.0,0.16249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9512500119999999,1.0,0.04874998800000008
738,0.78798646,0.88968354,0.10169708,0.750695,0.8424051,0.09171010000000002,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.7879864999999999,0.8896835699999999,0.10169706999999995
739,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.9775,-0.022499999999999964
740,0.96625006,0.94750005,-0.018750009999999984,1.0,1.0,0.0,0.8875,0.825,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,0.9474999999999999,-0.018750000000000044
741,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
742,0.96625006,0.8964173,-0.06983276000000005,1.0,0.90023905,-0.09976094999999996,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9662499999999999,0.896417335,-0.06983266499999996
743,0.8314795,0.8683322,0.03685269999999996,0.8985421,0.9619031,0.063361,0.675,0.65000004,-0.024999960000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.83147947,0.8683321820000001,0.036852712000000065
744,0.87247366,0.9299542,0.05748053999999991,0.96246237,0.8999345,-0.06252787000000004,0.6625,1.0,0.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.872473659,0.9299541499999999,0.05748049099999997
745,0.8914297,0.8824615,-0.008968199999999982,0.8448996,0.83208776,-0.012811840000000019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8914297199999999,0.8824614319999999,-0.008968287999999935
746,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
747,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0
748,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
749,0.925,0.94629973,0.02129972999999996,1.0,0.9875711,-0.012428899999999965,0.75,0.85,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9249999999999999,0.94629977,0.02129977000000005
750,0.9177443,0.92270976,0.004965460000000088,0.96284896,0.8895854,-0.07326356,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.917744272,0.9227097799999999,0.004965507999999952
751,0.8962332,0.9124889,0.016255700000000095,0.89997596,0.8749841,-0.024991859999999977,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.896233172,0.91248887,0.01625569800000004
752,0.91244364,0.91714495,0.004701309999999959,0.9231338,0.8816356,-0.04149820000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.91244366,0.9171449199999999,0.004701259999999929
753,0.9600491,0.91264707,-0.047402029999999984,0.97507006,0.87521005,-0.09986001,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9600490419999999,0.912647035,-0.04740200699999986
754,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
755,0.8484559,0.8284936,-0.01996229999999999,0.83172274,0.7549909,-0.07673184,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.848455918,0.8284936299999999,-0.019962288000000106
756,0.8977482,0.88274825,-0.014999949999999984,0.9503545,0.9503545,0.0,0.77500004,0.725,-0.05000004000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8977481619999998,0.88274815,-0.015000011999999896
757,0.901398,0.8638216,-0.037576400000000065,0.91271144,0.8376024,-0.07510904000000007,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9013980079999999,0.86382168,-0.03757632799999988
758,0.8511276,0.92417234,0.07304474000000005,0.8676824,0.8916747,0.023992300000000077,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.8511276799999999,0.92417229,0.07304461000000007
759,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.9775,-0.022499999999999964
760,0.9265108,0.92249167,-0.004019129999999982,0.9753727,0.8892738,-0.08609889999999998,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.92651089,0.9224916599999999,-0.00401923000000004
761,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0
762,0.86749965,0.82438433,-0.04311531999999996,0.8589281,0.8080489,-0.05087920000000001,0.8875,0.8625,-0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.86749967,0.8243842299999999,-0.043115440000000005
763,0.94593614,0.92697763,-0.01895851000000004,0.92276585,0.89568233,-0.027083520000000028,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.945936095,0.926977631,-0.018958464000000008
764,0.93625003,1.0,0.06374997000000004,1.0,1.0,0.0,0.7875,1.0,0.21250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9362499999999999,1.0,0.06375000000000008
765,0.9039416,0.88533527,-0.018606330000000004,0.91634506,0.8683361,-0.04800895999999999,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9039415420000001,0.8853352700000001,-0.01860627199999998
766,0.95500004,0.97749996,0.022499919999999896,1.0,1.0,0.0,0.85,0.925,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.955,0.9775,0.022500000000000075
767,0.9404482,0.9122557,-0.028192499999999954,0.91492605,0.874651,-0.04027505000000009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.9404482350000001,0.9122557,-0.028192535000000074
768,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0
769,0.91375,0.9025,-0.011249999999999982,1.0,1.0,0.0,0.71250004,0.675,-0.03750003999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.913750012,0.9025,-0.011250011999999976
770,0.90714496,0.9502167,0.043071740000000025,0.86734986,0.96638095,0.09903108999999999,1.0,0.9125,-0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.907144902,0.9502166649999999,0.04307176299999993
771,0.8742668,0.9130912,0.03882439999999998,0.9007383,0.87584454,-0.024893759999999987,0.8125,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.87426681,0.913091178,0.038824368
772,1.0,0.9561745,-0.04382549999999996,1.0,0.9373922,-0.06260779999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.9561745399999999,-0.043825460000000094
773,0.9133989,0.92074966,0.007350760000000012,0.92449844,0.8867853,-0.037713140000000034,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.913398908,0.9207497099999999,0.007350801999999934
