scenario_index,group_27,reference_step_27,reference_seconds_27,lead_s,frame_27,time_from_start_s_27,action_accel_27,action_steer_27,brake_strength_27,throttle_strength_27,abs_steer_27,delta_accel_27,delta_steer_27,abs_delta_accel_27,abs_delta_steer_27,accel_change_excess_27,steer_change_excess_27,smooth_excess_27,risk_object_index_27,risk_distance_27,risk_static_clearance_27,risk_predicted_clearance_27,risk_dcpa_27,risk_tcpa_raw_27,risk_tcpa_clipped_27,risk_future_tcpa_27,risk_approaching_27,risk_closing_speed_27,second_object_index_27,second_distance_27,second_static_clearance_27,second_predicted_clearance_27,second_dcpa_27,second_future_tcpa_27,second_approaching_27,top2_mean_predicted_clearance_27,second_minus_first_pred_gap_27,num_pred_conflict_0_27,num_pred_conflict_1_27,num_pred_conflict_2_27,min_future_tcpa_conflict_0_27,min_future_tcpa_conflict_1_27,min_future_tcpa_conflict_2_27,risk_relative_x_27,risk_relative_y_27,risk_relative_vx_27,risk_relative_vy_27,risk_closest_x_27,risk_closest_y_27,group_28,reference_step_28,reference_seconds_28,frame_28,time_from_start_s_28,action_accel_28,action_steer_28,brake_strength_28,throttle_strength_28,abs_steer_28,delta_accel_28,delta_steer_28,abs_delta_accel_28,abs_delta_steer_28,accel_change_excess_28,steer_change_excess_28,smooth_excess_28,risk_object_index_28,risk_distance_28,risk_static_clearance_28,risk_predicted_clearance_28,risk_dcpa_28,risk_tcpa_raw_28,risk_tcpa_clipped_28,risk_future_tcpa_28,risk_approaching_28,risk_closing_speed_28,second_object_index_28,second_distance_28,second_static_clearance_28,second_predicted_clearance_28,second_dcpa_28,second_future_tcpa_28,second_approaching_28,top2_mean_predicted_clearance_28,second_minus_first_pred_gap_28,num_pred_conflict_0_28,num_pred_conflict_1_28,num_pred_conflict_2_28,min_future_tcpa_conflict_0_28,min_future_tcpa_conflict_1_28,min_future_tcpa_conflict_2_28,risk_relative_x_28,risk_relative_y_28,risk_relative_vx_28,risk_relative_vy_28,risk_closest_x_28,risk_closest_y_28,group,same_risk_object,relation_current_27,relation_closest_27,lateral_closing_27,crosses_lateral_axis_27,relation_current_28,relation_closest_28,lateral_closing_28,crosses_lateral_axis_28,steer_sign_switched,delta_steer_28_minus_27,abs_delta_steer_policy
24,NEW_COLLISION,24,2.4000000000000004,2.0,4,0.4,-0.0186800006777048,-0.1460215002298355,0.0186800006777048,0.0,0.1460215002298355,-0.0050738984718918,-0.0314628779888153,0.0050738984718918,0.0314628779888153,0.0,0.0,0.0,15,52.210012470279366,39.85050799422287,-7.272922097577716,5.086582378478777,2.6784645471662567,2.6784645471662567,2.6784645471662567,1,19.30749843294757,4,4.497637836129703,-5.498188592031968,-5.498188592031968,4.497637836129703,5.0,0,-6.3855553448048425,1.7747335055457478,3,4,4,1.7366860152080108,1.7366860152080108,1.7366860152080108,52.04986572265625,-4.086181640625,-19.39619755744934,-0.3731465155881324,0.0978382151954448,-5.085641353526434,NEW_COLLISION,24,2.4000000000000004,4,0.4,-0.089942343533039,-0.0423894599080085,0.089942343533039,0.0,0.0423894599080085,-0.0027365460991859,0.040550909936428,0.0027365460991859,0.040550909936428,0.0,0.010550909936428,0.010550909936428,15,52.19864728281942,39.83914280676293,-8.239457330510891,4.120047145545601,2.698282040881507,2.698282040881507,2.698282040881507,1,19.22462164848499,4,4.285346804148897,-5.710479624012773,-5.710479624012773,4.285346804148897,5.0,0,-6.974968477261832,2.528977706498118,4,4,4,1.7401454839475212,1.7401454839475212,1.7401454839475212,52.11126708984375,-3.01904296875,-19.28047728538513,-0.4076976963190475,0.0871014910652192,-4.1191263408364485,NEW_COLLISION,True,SAME_SIGN,SAME_SIGN,False,False,SAME_SIGN,SAME_SIGN,False,False,False,0.10363204032182702,0.10363204032182702
24,NEW_COLLISION,24,2.4000000000000004,1.0,14,1.4,-0.0523527339100837,0.1198491230607032,0.0523527339100837,0.0,0.1198491230607032,-0.0160509832203388,-0.0014920011162757,0.0160509832203388,0.0014920011162757,0.0,0.0,0.0,15,32.66185307146986,20.302348595413363,-6.283527884722114,6.07597659133438,1.656691306085815,1.656691306085815,1.656691306085815,1,19.03285126761238,14,32.05959378957157,18.80077998097046,4.012612577232405,17.271426385833514,0.6908824678020766,1,-1.1354576537448544,10.296140461954518,1,1,1,1.656691306085815,1.656691306085815,1.656691306085815,31.83050537109375,7.322265625,-19.35625624656677,-0.7550631862366686,-0.2368360709626742,6.071359008816256,NEW_COLLISION,24,2.4000000000000004,14,1.4,-0.0863082632422447,0.0408922061324119,0.0863082632422447,0.0,0.0408922061324119,-0.0031647160649299,0.0238795317709445,0.0031647160649299,0.0238795317709445,0.0,0.0,0.0,15,32.59232064001898,20.23281616396249,-10.075525184865644,2.2839792911908474,1.7083593850674543,1.7083593850674543,1.7083593850674543,1,18.98445139794265,14,31.243033974112915,17.984220165511807,1.4336817501822168,14.692495558783326,0.7100135534351001,1,-4.320921717341714,11.509206935047862,1,1,2,1.7083593850674543,1.7083593850674543,0.7100135534351001,32.42657470703125,3.28277587890625,-19.022236347198486,-0.5852848931029158,-0.0702412816765374,2.282898938835682,NEW_COLLISION,True,SAME_SIGN,SAME_SIGN,True,False,SAME_SIGN,SAME_SIGN,True,False,False,-0.07895691692829129,0.07895691692829129
24,NEW_COLLISION,24,2.4000000000000004,0.5,19,1.9,0.0415151193737983,0.1835920959711074,0.0,0.0415151193737983,0.1835920959711074,0.0225252024829387,0.0308474600315094,0.0225252024829387,0.0308474600315094,0.0,0.0,0.0,15,22.57450636447637,10.215001888419875,-10.243030456655143,2.116474019401349,1.1475725890723378,1.1475725890723378,1.1475725890723378,1,19.49861511653446,5,38.62074340895995,25.83156648268252,-8.491084747549824,4.298092178727612,5.0,0,-9.367057602102484,1.7519457091053212,2,2,3,1.1475725890723378,1.1475725890723378,0.2821156666325777,22.4788818359375,-2.07562255859375,-19.584848403930664,-0.0355951036079886,0.0038466464495456,-2.116470523799468,NEW_COLLISION,24,2.4000000000000004,19,1.9,-0.0128159066662192,0.0561082959175109,0.0128159066662192,0.0,0.0561082959175109,0.0403809072449803,0.0204597264528274,0.0403809072449803,0.0204597264528274,0.0,0.0,0.0,15,22.6726813531975,10.313176877141007,-12.295218944559004,0.0642855314974881,1.1933454333681903,1.1933454333681903,1.1933454333681903,1,18.99910825960888,5,38.2414414861037,25.45226455982627,-2.141900319070116,10.64727660720732,4.832231280280671,1,-7.218559631814561,10.15331862548889,2,3,3,1.1933454333681903,0.2561805337797869,0.2561805337797869,22.66229248046875,0.686279296875,-18.99203324317932,-0.5212388176774425,-0.0017636606561595,0.0642613341053891,NEW_COLLISION,True,OPPOSITE_SIGN,OPPOSITE_SIGN,False,False,SAME_SIGN,NEUTRAL,True,False,False,-0.1274838000535965,0.1274838000535965
643,FIXED_COLLISION,72,7.2,3.0,42,4.2,-0.0709747299551963,-0.0130270337685942,0.0709747299551963,0.0,0.0130270337685942,-0.0308059975504875,-0.0085691879503428,0.0308059975504875,0.0085691879503428,0.0,0.0,0.0,2,5.007851950866463,-4.219340862615352,-4.219340862615352,5.007851950866463,-3.965288588181581,0.0,5.0,0,-0.4342674221337189,3,14.240780985487296,5.020013845073645,-0.9682506702238758,8.252516470189775,5.0,0,-2.593795766419614,3.251090192391477,2,2,2,5.0,5.0,5.0,1.43804931640625,4.79693603515625,0.6993200778961182,0.2437160280216943,1.43804931640625,4.79693603515625,FIXED_COLLISION,72,7.2,42,4.2,-0.0695305615663528,0.0161088313907384,0.0695305615663528,0.0,0.0161088313907384,-0.0093896277248859,-0.0009537618607282,0.0093896277248859,0.0009537618607282,0.0,0.0,0.0,2,7.112337110781509,-2.1148557027003063,-2.1148557027003063,7.112337110781509,-3.425021620063371,0.0,5.0,0,-1.250553998799946,6,11.81882527346699,2.671623434959338,-1.6807830950649167,7.466418743442735,4.723277064001762,1,-1.8978193988826115,0.4340726076353896,2,3,3,4.723277064001762,4.723277064001762,4.723277064001762,6.06964111328125,3.7073974609375,1.5970098972320557,-0.2154922217737223,6.06964111328125,3.7073974609375,FIXED_COLLISION,True,OPPOSITE_SIGN,OPPOSITE_SIGN,False,False,SAME_SIGN,SAME_SIGN,True,False,True,0.0291358651593326,0.0291358651593326
643,FIXED_COLLISION,72,7.2,2.0,52,5.2,-0.0404434837400913,-0.0530013404786586,0.0404434837400913,0.0,0.0530013404786586,0.0079680047929286,-0.0004728995263576,0.0079680047929286,0.0004728995263576,0.0,0.0,0.0,1,48.68450691122296,39.403394805125046,-8.202611412236429,1.078500693861483,2.435379209003662,2.435379209003662,2.435379209003662,1,19.98071383079944,2,5.4597489959431895,-3.767443817538626,-3.767443817538626,5.4597489959431895,5.0,0,-5.985027614887528,4.435167594697803,2,2,3,2.435379209003662,2.435379209003662,2.435379209003662,-47.7347412109375,-9.56951904296875,19.67794394493103,3.4933457639826457,0.1885143484870326,-1.0618973995044012,FIXED_COLLISION,72,7.2,52,5.2,-0.0566873401403427,0.0004217251262161,0.0566873401403427,0.0,0.0004217251262161,-0.0027420967817306,-0.0018397752137389,0.0027420967817306,0.0018397752137389,0.0,0.0,0.0,1,43.877451998856586,34.59633989275868,-5.7963790074811214,3.4847330986167893,2.1108245168591004,2.1108245168591004,2.1108245168591004,1,20.65576520968567,5,12.237609101182716,2.9083533122479466,-2.3834012243931904,6.945854564541578,5.0,0,-4.089890115937156,3.412977783087931,4,4,4,2.1108245168591004,2.1108245168591004,2.1108245168591004,-43.7354736328125,-3.52691650390625,20.72120833396912,0.0199850938449692,0.0033609374746248,-3.484731477846559,FIXED_COLLISION,True,SAME_SIGN,SAME_SIGN,True,False,NEUTRAL,NEUTRAL,True,False,False,0.0534230656048747,0.0534230656048747
643,FIXED_COLLISION,72,7.2,1.0,62,6.2,-0.1156693771481514,0.2291775643825531,0.1156693771481514,0.0,0.2291775643825531,-0.0126435086131095,0.1170512735843658,0.0126435086131095,0.1170512735843658,0.0,0.0,0.0,1,28.44287020548105,19.16175809938314,-8.581893888683917,0.6992182174139951,1.3671013892974089,1.3671013892974089,1.3671013892974089,1,20.792664955996813,2,6.0131052022169325,-3.2140876112648837,-3.2140876112648837,6.0131052022169325,5.0,0,-5.8979907499744,5.367806277419033,2,3,3,1.3671013892974089,1.3671013892974089,1.3671013892974089,-27.5909423828125,-6.9091796875,20.294081449508667,4.5548444254402085,0.1531245613255691,-0.6822455454471337,FIXED_COLLISION,72,7.2,62,6.2,-0.215688556432724,0.0692756921052932,0.215688556432724,0.0,0.0692756921052932,-0.0330585688352584,0.0006404891610145,0.0330585688352584,0.0006404891610145,0.0,0.0,0.0,1,22.84775993987575,13.56664783377784,-5.957805734740862,3.3233063713570488,1.0293107368522965,1.0293107368522965,1.0293107368522965,1,21.72752088109394,5,11.164156016084256,1.834900227149488,-4.781699465531166,4.547556323403602,5.0,0,-5.369752600136014,1.1761062692096962,3,3,3,1.0293107368522965,1.0293107368522965,1.0293107368522965,-22.63623046875,-3.101806640625,21.96002495288849,-0.2150375024918585,-0.032541003197533,-3.3231470507657725,FIXED_COLLISION,True,OPPOSITE_SIGN,OPPOSITE_SIGN,True,False,OPPOSITE_SIGN,OPPOSITE_SIGN,False,False,False,-0.15990187227725988,0.15990187227725988
643,FIXED_COLLISION,72,7.2,0.5,67,6.7,-0.4225592911243438,0.3548668920993805,0.4225592911243438,0.0,0.3548668920993805,-0.0896584093570709,-0.0311972796916961,0.0896584093570709,0.0311972796916961,0.0396584093570709,0.0,0.0396584093570709,1,17.972771014833985,8.691658908736073,-8.244461505279105,1.036650600818806,0.8318726462849928,0.8318726462849928,0.8318726462849928,1,21.53331783939021,2,6.073831196285616,-3.1533616171962,-3.537307687664187,5.689885125817629,5.0,0,-5.890884596471646,4.707153817614918,2,3,3,0.8318726462849928,0.8318726462849928,0.8318726462849928,-17.79656982421875,-2.510498046875,21.495988607406616,1.7759537914109131,0.0853551031366492,-1.0331306667341376,FIXED_COLLISION,72,7.2,67,6.7,-0.2039224654436111,0.0284166596829891,0.2039224654436111,0.0,0.0284166596829891,0.0268102288246154,-0.0162741504609584,0.0268102288246154,0.0162741504609584,0.0,0.0,0.0,1,11.948001649319313,2.666889543221401,-6.006896840665696,3.2742152654322143,0.5020984323628852,0.5020984323628852,0.5020984323628852,1,22.009110416366724,5,10.28500158933991,0.9557458004051416,-4.876049524429914,4.453206264504854,3.7009080290960616,1,-5.441473182547805,1.1308473162357826,2,3,3,0.5020984323628852,0.5020984323628852,0.5020984323628852,-11.549072265625,-3.0616455078125,22.88129031658173,-0.4222526216208173,-0.0604122672292497,-3.273657887189431,FIXED_COLLISION,True,OPPOSITE_SIGN,OPPOSITE_SIGN,True,False,OPPOSITE_SIGN,OPPOSITE_SIGN,False,False,False,-0.3264502324163914,0.3264502324163914
654,NEW_COLLISION,29,2.9000000000000004,0.5,24,2.4000000000000004,-0.0515339523553848,0.0994555875658989,0.0515339523553848,0.0,0.0994555875658989,-0.0020656622946262,-0.00014378875494,0.0020656622946262,0.00014378875494,0.0,0.0,0.0,3,3.842971456386779,-3.2452892456741336,-3.250152117851093,3.83810858420982,526.1387502692746,5.0,5.0,0,0.0009765994991071,5,11.003907603842087,4.82351957286029,-2.56062882205462,3.6197592089271775,2.9357413561355807,1,-2.9053904699528563,0.689523295796473,3,4,6,2.9357413561355807,2.9357413561355807,2.9357413561355807,-1.40521240234375,-3.57684326171875,0.002670801943168,-4.292410177297867e-12,-1.3918583926279098,-3.576843261740212,NEW_COLLISION,29,2.9000000000000004,24,2.4000000000000004,-0.0230186488479375,-0.0205756053328514,0.0230186488479375,0.0,0.0205756053328514,-0.0022439062595367,0.0001024007797241,0.0022439062595367,0.0001024007797241,0.0,0.0,0.0,3,4.113608495018108,-2.974652207042804,-2.974652207042804,4.113608495018108,-8.363158839635545,0.0,5.0,0,-0.1183869620825835,5,11.600061740064254,5.419673709082456,-2.5555097948120107,3.624878236169786,3.343521283894673,1,-2.7650810009274074,0.4191424122307934,4,5,6,3.343521283894673,3.343521283894673,3.343521283894673,-2.01812744140625,-3.584541320800781,-0.2413116246461868,-3.6085734400614905e-10,-2.01812744140625,-3.584541320800781,NEW_COLLISION,True,OPPOSITE_SIGN,OPPOSITE_SIGN,False,False,SAME_SIGN,SAME_SIGN,False,False,True,-0.12003119289875029,0.12003119289875029
1032,FIXED_COLLISION,56,5.6000000000000005,3.0,26,2.6,-0.0923265218734741,-0.0251721143722534,0.0923265218734741,0.0,0.0251721143722534,0.0038793087005615,0.0095298774540424,0.0038793087005615,0.0095298774540424,0.0,0.0,0.0,2,68.7863086285285,63.58297852402405,-2.331665927080926,2.8716641774235283,2.9963177449599265,2.9963177449599265,2.9963177449599265,1,22.916936503115704,7,26.16862117064284,20.15544770577726,2.3919163601299687,8.405089824995546,2.8131475842854186,1,0.0301252165245213,4.723582287210895,1,1,1,2.9963177449599265,2.9963177449599265,2.9963177449599265,68.52775573730469,5.95843505859375,-22.913743019104004,-1.0311570777827228,-0.1290990742882769,2.8687608085923544,FIXED_COLLISION,56,5.6000000000000005,26,2.6,-0.126224011182785,-0.032615166157484,0.126224011182785,0.0,0.032615166157484,-0.0001661777496337,0.0025440379977226,0.0001661777496337,0.0025440379977226,0.0,0.0,0.0,2,69.48927802494583,64.28594792044137,-2.4848268854378657,2.7185032190665885,3.077699356754388,3.077699356754388,3.077699356754388,1,22.54376366973021,7,26.93007289472386,20.916899429858283,2.3290505024481902,8.342223967313767,3.0384717121212006,1,-0.0778881914948377,4.813877387886056,1,1,1,3.077699356754388,3.077699356754388,3.077699356754388,69.30059814453125,5.1173095703125,-22.5475492477417,-0.7799433975881982,-0.0939796716312599,2.7168782772504705,FIXED_COLLISION,True,OPPOSITE_SIGN,OPPOSITE_SIGN,True,False,OPPOSITE_SIGN,OPPOSITE_SIGN,True,False,False,-0.007443051785230598,0.007443051785230598
1032,FIXED_COLLISION,56,5.6000000000000005,2.0,36,3.6,-0.0844801366329193,0.0194396413862705,0.0844801366329193,0.0,0.0194396413862705,0.0002604722976684,0.0036288015544414,0.0002604722976684,0.0036288015544414,0.0,0.0,0.0,2,46.149628900897305,40.94629879639285,-1.8508579921821489,3.3524721123223054,2.044739989931524,2.044739989931524,2.044739989931524,1,22.45082196601928,7,18.31820416590653,12.305030701040952,2.7713722465769504,8.784545711442528,1.9400037875339031,1,0.4602571271974007,4.6222302387591,1,1,1,2.044739989931524,2.044739989931524,2.044739989931524,45.78170776367188,5.8157958984375,-22.47790813446045,-1.2070714007102623,-0.1797698888665095,3.347648734702568,FIXED_COLLISION,56,5.6000000000000005,36,3.6,-0.1041828095912933,-0.0033129036892205,0.1041828095912933,0.0,0.0033129036892205,0.0014205202460289,0.0025703937280923,0.0014205202460289,0.0025703937280923,0.0,0.0,0.0,2,47.32191638215637,42.11858627765192,-1.423682046913017,3.779648057591437,2.1484145800746046,2.1484145800746046,2.1484145800746046,1,21.88592118402188,7,19.48284254602289,13.469669081157315,3.3305153373006373,9.343688802166216,2.209801306933306,1,0.9534166451938102,4.754197384213654,1,1,1,2.1484145800746046,2.1484145800746046,2.1484145800746046,46.838287353515625,6.74822998046875,-21.912322998046875,-1.3852597019122612,-0.2384668587923499,3.772117839690648,FIXED_COLLISION,True,SAME_SIGN,SAME_SIGN,True,False,NEUTRAL,NEUTRAL,True,False,False,-0.022752545075490998,0.022752545075490998
