scenario_index,group,reference_step,reference_seconds,window_s,window_steps,mean_accel,min_accel,mean_brake,max_brake,brake_impulse,throttle_impulse,mean_abs_steer,max_abs_steer,steer_effort,steer_persistence,steer_sign_flips,steer_total_variation,steer_variation_ratio,accel_total_variation,mean_abs_delta_steer,max_abs_delta_steer,mean_abs_delta_accel,max_abs_delta_accel
207,SAFE,74,7.4,1.0,10,0.033978699892759326,0.028167346492409706,0.0,0.0,0.0,0.033978699892759326,0.03334945999085903,0.044773075729608536,0.03334945999085903,0.9999999700145079,0,0.025621160864830017,0.07682631174114835,0.027529709041118622,0.0028467956516477796,0.008555851876735687,0.003058856560124291,0.013652468100190163
207,SAFE,74,7.4,0.5,5,0.03337816931307316,0.028167346492409706,0.0,0.0,0.0,0.01668908465653658,0.025261331349611282,0.03384052589535713,0.012630665674805641,0.9999999208276155,0,0.014688611030578613,0.11629323620643041,0.01261269859969616,0.0036721527576446533,0.008555851876735687,0.00315317464992404,0.004294581711292267
231,FIXED_COLLISION,61,6.1000000000000005,3.0,30,0.2538889010747274,0.1481942981481552,0.0,0.0,0.0,0.7616667032241822,0.006949642296725263,0.021044965833425522,0.02084892689017579,0.6324120382134528,0,0.18814460700377822,0.9024186183330498,0.2744804918766022,0.006487745069095801,0.01761299418285489,0.00946484454746904,0.0332442969083786
231,FIXED_COLLISION,61,6.1000000000000005,2.0,20,0.26156975105404856,0.1481942981481552,0.0,0.0,0.0,0.5231395021080971,0.008588619413785636,0.021044965833425522,0.017177238827571273,0.6607607144090716,0,0.12651378172449768,0.736519854146938,0.17189083993434906,0.006658620090763036,0.01761299418285489,0.00904688631233416,0.0332442969083786
231,FIXED_COLLISION,61,6.1000000000000005,1.0,10,0.23267904669046402,0.1481942981481552,0.0,0.0,0.0,0.23267904669046402,0.0076528275385499,0.018705420196056366,0.0076528275385499,0.31133634423192463,0,0.042480296455323696,0.555092750887283,0.15547345578670502,0.004720032939480411,0.01761299418285489,0.017274828420745,0.0332442969083786
231,FIXED_COLLISION,61,6.1000000000000005,0.5,5,0.1802416980266571,0.1481942981481552,0.0,0.0,0.0,0.09012084901332856,0.004620503867045045,0.008943161927163601,0.0023102519335225224,0.8867051714089437,0,0.01552375708706677,0.6719505410776455,0.07113757729530334,0.0038809392717666924,0.005849131848663092,0.017784394323825836,0.02316775918006897
245,FIXED_COLLISION,33,3.3000000000000003,3.0,30,-0.18835325973729292,-0.2510223090648651,0.18835325973729292,0.2510223090648651,0.5650597792118788,0.0,0.043620411617060505,0.07406757026910782,0.1308612348511815,0.9999999923583177,0,0.13380466029047966,0.10224927146694954,0.4619605541229248,0.0046139538031199885,0.033778686076402664,0.015929674280100857,0.0795937031507492
245,FIXED_COLLISION,33,3.3000000000000003,2.0,20,-0.19119643457233906,-0.24809494614601135,0.19119643457233906,0.24809494614601135,0.3823928691446781,0.0,0.04179802099242806,0.07406757026910782,0.08359604198485614,0.9999999880377113,0,0.10332192480564117,0.12359666931167841,0.26023535430431366,0.005437996042402167,0.033778686076402664,0.013696597594963876,0.0795937031507492
245,FIXED_COLLISION,33,3.3000000000000003,1.0,10,-0.1492745004594326,-0.22633962333202362,0.1492745004594326,0.22633962333202362,0.1492745004594326,0.0,0.05208177175372839,0.07406757026910782,0.05208177175372839,0.9999999807994246,0,0.07149011082947254,0.13726512568517507,0.1692432463169098,0.007943345647719171,0.033778686076402664,0.01880480514632331,0.0795937031507492
245,FIXED_COLLISION,33,3.3000000000000003,0.5,5,-0.1130713477730751,-0.13731546700000763,0.1130713477730751,0.13731546700000763,0.05653567388653755,0.0,0.06682405546307564,0.07406757026910782,0.03341202773153782,0.9999999700706591,0,0.019382096827030182,0.0580093384414437,0.04700958728790283,0.0048455242067575455,0.01085379347205162,0.011752396821975708,0.027976572513580322
250,SAFE,69,6.9,3.0,30,0.05429277370373408,-0.0933038741350174,0.003736650695403417,0.0933038741350174,0.011209952086210251,0.1740882731974125,0.008220361545681953,0.02674519643187523,0.02466108463704586,0.1597195202782784,4,0.28736185980960727,1.1652441585050601,0.438676904886961,0.009909029648607147,0.03637048229575157,0.01512678982368831,0.13964080810546875
250,SAFE,69,6.9,2.0,20,0.044860911928117274,-0.0933038741350174,0.005604976043105126,0.0933038741350174,0.011209952086210251,0.1009317759424448,0.009688533411826938,0.02674519643187523,0.01937706682365388,0.004669234774632428,4,0.22527377121150494,1.1625792574070979,0.4051441624760628,0.011856514274289734,0.03637048229575157,0.021323376972424358,0.13964080810546875
250,SAFE,69,6.9,1.0,10,0.05972660556435585,-0.018795646727085114,0.0018795646727085113,0.018795646727085114,0.0018795646727085115,0.06160617023706436,0.00941734529333189,0.023217273876070976,0.009417345293331892,0.05916034693510792,1,0.0805793039035052,0.8556476675447384,0.14687852188944817,0.008953255989278356,0.019481095485389233,0.016319835765494242,0.05284654721617699
250,SAFE,69,6.9,0.5,5,0.06658628955483437,0.057898636907339096,0.0,0.0,0.0,0.03329314477741718,0.006194493756629527,0.012014362029731274,0.0030972468783147635,0.9178844005545316,0,0.03271437413059175,1.0562401014022775,0.02522536739706993,0.008178593532647938,0.013286018860526383,0.006306341849267483,0.01445690542459488
