scenario_index,v17_RideFlux,v24_RideFlux,delta_RideFlux,v17_Progress,v24_Progress,delta_Progress,v17_Comfort,v24_Comfort,delta_Comfort,v17_Collision,v24_Collision,delta_Collision,v17_Overlap,v24_Overlap,delta_Overlap,v17_OffroadBox,v24_OffroadBox,delta_OffroadBox,v17_Accuracy,v24_Accuracy,delta_Accuracy,offroad_fixed_by_v24,offroad_new_in_v24,overlap_fixed_by_v24,overlap_new_in_v24,collision_fixed_by_v24,collision_new_in_v24
427,0.84846556,0.9109797,0.06251414,0.83709353,0.9371137,0.10002017000000007,0.875,0.85,-0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
428,0.7072901,0.76376027,0.056470169999999986,0.73720014,0.7750146,0.037814459999999994,0.6375,0.7375,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
429,0.94,0.897068,-0.04293199999999997,0.99999994,0.85295427,-0.14704567000000002,0.8,1.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
430,0.80365497,0.8536359,0.049980930000000034,0.79986423,0.84983695,0.04997272000000008,0.8125,0.8625,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
431,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
432,0.96625006,0.87728083,-0.08896923000000001,1.0,0.8729012,-0.12709879999999996,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
433,0.9572014,0.9023604,-0.05484100000000003,0.9870734,0.9087291,-0.07834430000000003,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
434,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
435,0.84383106,0.8862988,0.04246774000000009,0.82511574,0.91256976,0.08745402000000002,0.8875,0.825,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
436,0.0,0.89698786,0.89698786,0.72084606,0.8528397,0.13199364000000002,0.7826087,1.0,0.21739129999999995,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,True,False
437,0.8186612,0.8657158,0.04705460000000006,0.7838018,0.8724512,0.08864939999999999,0.90000004,0.85,-0.05000004000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
438,0.9486542,0.96625006,0.01759586000000002,0.9748631,1.0,0.025136900000000018,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
439,0.95500004,0.89372855,-0.061271490000000095,1.0,0.9124693,-0.08753069999999996,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
440,0.9465643,0.8806742,-0.06589010000000006,0.9236633,0.8295346,-0.09412869999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
441,0.96625006,0.91303426,-0.053215800000000035,1.0,0.8757632,-0.12423680000000004,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
442,0.74464935,0.844044,0.09939465000000003,0.6887848,0.82542,0.13663520000000007,0.875,0.8875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
443,0.802203,0.709897,-0.092306,0.7870757,0.87485284,0.08777713999999992,0.83750004,0.32500002,-0.5125000200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
444,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
445,0.94496316,0.88128227,-0.06368088999999999,0.921376,0.8304032,-0.09097279999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
446,0.90820867,0.8083655,-0.09984317000000009,0.8688696,0.8440936,-0.02477600000000002,1.0,0.725,-0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
447,0.7039713,0.0,-0.7039713,0.66281617,0.27487314,-0.38794303,0.8,0.5714286,-0.2285714000000001,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,False,False,False,True,False,True
448,0.796731,0.8263313,0.029600300000000024,0.7739014,0.8001162,0.026214800000000094,0.85,0.8875,0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
449,0.7891946,0.727935,-0.06125959999999997,0.7631351,0.7881215,0.024986400000000075,0.85,0.58750004,-0.26249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
450,0.45837116,0.8598464,0.40147524,0.22624452,0.7997806,0.57353608,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
451,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,False,False,False,False,False,False
452,0.8531065,0.9223879,0.06928140000000005,0.8383665,0.9373399,0.09897339999999999,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
453,0.85175246,0.85583746,0.004085000000000005,0.8364321,0.91191053,0.07547842999999999,0.8875,0.725,-0.16249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
454,0.8830469,0.8318057,-0.05124119999999999,0.8811385,0.8079367,-0.0732018000000001,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
455,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
456,0.96999997,0.9989206,0.028920630000000003,1.0,0.99845797,-0.001542029999999972,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
457,0.9224104,0.87853473,-0.04387566999999992,0.9373719,0.8746924,-0.0626795,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
458,0.96625006,0.8920986,-0.07415146000000006,1.0,0.89406955,-0.10593045000000001,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
459,0.0,0.0,0.0,0.095692195,0.12501769,0.029325494999999993,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0,0,0,False,True,True,False,True,False
460,1.0,0.99882835,-0.0011716499999999685,1.0000001,0.99832624,-0.001673860000000027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
461,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,False,False,False,False,False,False
462,0.8092764,0.8549572,0.045680799999999966,0.8239663,0.8731531,0.049186799999999975,0.77500004,0.8125,0.03749996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
463,0.88000005,0.7321667,-0.14783335000000009,1.0,0.7459525,-0.2540475,0.6,0.7,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
464,0.8411766,0.8088133,-0.032363300000000095,0.84810954,0.80187607,-0.04623347,0.825,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
465,0.833783,0.83173734,-0.00204566000000006,0.8268327,0.8131962,-0.01363649999999994,0.85,0.875,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
466,0.82419914,0.76505786,-0.059141280000000074,0.7970702,0.7715112,-0.025559,0.8875,0.75,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
467,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
468,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
469,0.8184792,0.8998917,0.0814125,0.874613,0.9373453,0.06273230000000007,0.6875,0.8125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
470,0.7108912,0.77987856,0.06898736000000005,0.6352017,0.76589787,0.13069617,0.8875,0.8125,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
471,0.8219393,0.8109304,-0.011008899999999988,0.799199,0.9120434,0.11284439999999996,0.875,0.575,-0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
472,0.9893277,0.8623091,-0.12701859999999998,0.9847539,0.80329865,-0.18145524999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
473,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
474,0.81532824,0.85413545,0.03880720999999998,0.73618317,0.8505506,0.11436743000000005,1.0,0.8625,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
475,0.8746142,0.90366405,0.029049850000000044,0.8208774,0.91059154,0.08971414,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
476,0.5022243,0.3007929,-0.20143139999999998,0.3210347,0.0011326993,-0.3199020007,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
477,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
478,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
479,0.94,0.96999997,0.029999970000000098,1.0,1.0,0.0,0.8,0.90000004,0.10000003999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
480,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
481,0.0,0.88775504,0.88775504,1.0,0.8985786,-0.1014214,0.4666667,0.8625,0.39583330000000005,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,True,False
482,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
483,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
484,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
485,0.924185,0.9328933,0.008708300000000002,0.98812145,0.9523476,-0.035773849999999996,0.77500004,0.8875,0.11249995999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
486,0.83320946,0.83183366,-0.001375799999999927,0.8152991,0.9258337,0.11053459999999993,0.875,0.6125,-0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
487,0.780009,0.83254355,0.05253455000000007,0.82501274,0.90006214,0.07504939999999993,0.675,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
488,0.85789317,0.8779007,0.020007529999999996,0.86127603,0.9487867,0.08751067000000001,0.85,0.71250004,-0.13749995999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
489,0.8638325,0.9271151,0.06328259999999997,0.8054749,0.8958786,0.09040369999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
490,1.0,0.87099093,-0.12900906999999995,1.0,0.8639157,-0.13608430000000005,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
491,0.9146511,0.87914526,-0.03550584000000001,0.92628735,0.8755647,-0.05072264999999998,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
492,0.9748446,0.90490323,-0.06994137,0.96406364,0.8641474,-0.09991623999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
493,0.8535412,0.99233,0.13878880000000005,0.9997016,0.98904276,-0.010658839999999947,0.5125,1.0,0.48750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
494,0.8950125,0.88616484,-0.008847660000000035,0.85001785,0.9498783,0.09986044999999999,1.0,0.7375,-0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
495,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
496,0.7884393,0.774806,-0.01363329999999996,0.6977704,0.7104372,0.012666799999999978,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
497,0.8519253,0.9532629,0.10133760000000003,0.95453614,0.9332328,-0.021303340000000004,0.6125,1.0,0.38749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
498,0.97749996,0.94883966,-0.028660299999999972,1.0,0.9269138,-0.07308619999999999,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
499,0.92849934,0.8469229,-0.08157643999999997,0.929999,0.7813184,-0.14868060000000005,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
500,0.8874365,0.9262295,0.03879300000000008,0.8874093,0.97497064,0.08756134000000004,0.8875,0.8125,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
501,0.8401667,0.8963634,0.05619669999999999,0.8198809,0.9483762,0.12849529999999998,0.8875,0.77500004,-0.11249995999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
502,1.0,0.96999997,-0.030000029999999955,1.0,1.0,0.0,1.0,0.90000004,-0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
503,0.9325401,0.45859796,-0.47394213999999996,0.9625574,0.31228274,-0.65027466,0.8625,0.8,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
504,0.8356558,0.77808994,-0.05756585999999997,0.86165106,0.8490571,-0.012593960000000015,0.77500004,0.6125,-0.16250003999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
505,0.6396179,0.76559794,0.12598004000000007,0.6298113,0.6651399,0.03532860000000004,0.6625,1.0,0.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
506,0.843235,0.9086035,0.06536850000000005,0.82426435,0.9497906,0.12552625000000006,0.8875,0.8125,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
507,0.86754036,0.87647897,0.008938609999999958,0.8643433,0.96282715,0.09848384999999993,0.875,0.675,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
508,0.90743345,0.8853156,-0.022117849999999994,0.89990485,0.83616513,-0.06373971999999994,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
509,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
510,0.0,0.0,0.0,0.8355014,0.91643614,0.08093474,1.0,0.85245895,-0.14754104999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,False,False,False,False,False,False
511,1.0,0.90545046,-0.09454954000000004,1.0,0.86492914,-0.13507086000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
512,0.9879509,0.8515585,-0.13639239999999997,0.982787,0.7879406,-0.19484639999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
513,0.8152222,0.82655686,0.011334659999999941,0.80567455,0.87008125,0.06440670000000004,0.83750004,0.725,-0.11250004000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
514,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
515,0.8524189,0.9224753,0.07005640000000002,0.8373841,0.9374646,0.10008050000000002,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
516,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
517,0.8282555,0.82933027,0.0010747700000000027,0.75465065,0.80440044,0.049749790000000016,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
518,0.87136775,0.96625006,0.09488231000000003,0.8644539,1.0,0.1355461,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
519,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
520,0.91286737,0.5727687,-0.34009866999999994,0.8755249,0.57716954,-0.29835536000000007,1.0,0.5625,-0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
521,0.8795902,0.9301816,0.050591400000000064,0.87620044,0.9752594,0.09905896000000003,0.8875,0.825,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
522,0.7522512,0.56225365,-0.18999754999999996,0.73714453,0.7496481,0.01250357000000002,0.7875,0.125,-0.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
523,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
524,0.9012608,0.83751076,-0.06375003999999995,0.9393011,0.9393011,0.0,0.8125,0.6,-0.21250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
525,0.8304149,0.86875075,0.03833585000000006,0.8380927,0.9625011,0.12440839999999997,0.8125,0.65000004,-0.16249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
526,0.95125,1.0,0.04874999999999996,1.0,1.0,0.0,0.83750004,1.0,0.16249996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
527,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
528,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
529,1.0,0.8378372,-0.16216280000000005,1.0000001,0.7683389,-0.2316612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
530,0.8214739,0.8911352,0.06966130000000004,0.79853415,0.9248361,0.12630195,0.875,0.8125,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
531,0.7992613,0.80239433,0.003133030000000092,0.83644474,0.97484905,0.13840430999999997,0.71250004,0.4,-0.31250004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
532,0.8323389,0.8423816,0.01004269999999996,0.8247698,0.9248308,0.10006099999999996,0.85,0.65000004,-0.19999995999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
533,1.0,0.0,-1.0,1.0,0.30697277,-0.69302723,1.0,0.7777778,-0.22222220000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,-1,False,True,False,False,False,False
534,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
535,0.91024154,0.8098778,-0.10036374000000003,0.87177354,0.8301826,-0.041590939999999965,1.0,0.7625,-0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
536,0.88299954,0.8328832,-0.05011633999999998,0.8328564,0.7612617,-0.07159470000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
537,0.71906805,0.7753574,0.056289350000000016,0.6843829,0.82372487,0.13934197000000004,0.8,0.6625,-0.13750000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
538,0.8361109,0.7830554,-0.05305550000000003,0.81944406,0.87757915,0.058135089999999945,0.875,0.5625,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
539,0.8412113,0.8739195,0.032708199999999965,0.773159,0.819885,0.046725999999999934,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
540,0.8707477,0.94243205,0.07168434999999995,0.9117824,0.9874029,0.07562049999999998,0.77500004,0.83750004,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
541,0.7466814,0.0,-0.7466814,0.68633056,0.5733833,-0.11294726,0.8875,0.6935484,-0.1939516,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,False,False,False,True,False,True
542,1.0,0.0,-1.0,1.0,0.9797717,-0.020228299999999977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,False,False,False,True,False,False
543,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,False,False,False,False,False,False
544,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
545,0.9458663,0.91893667,-0.026929630000000038,0.92266613,0.8841952,-0.038470930000000014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
546,0.97719663,0.97719663,0.0,0.9674237,0.9674237,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
547,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
548,0.8220078,0.8660418,0.04403400000000002,0.79929686,0.89970255,0.10040568999999999,0.875,0.7875,-0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
549,0.8368395,0.82040995,-0.016429549999999904,0.81512785,0.9255857,0.11045784999999997,0.8875,0.575,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
550,0.0,0.8952678,0.8952678,1.0,0.85038257,-0.14961743000000005,0.8309859,1.0,0.16901409999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0,1,1,True,False,False,False,False,False
551,0.0,0.88374996,0.88374996,0.4878095,1.0,0.5121905,1.0,0.6125,-0.38749999999999996,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,False,False
552,0.96625006,0.8817952,-0.08445486000000002,1.0,0.8793503,-0.12064969999999997,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
