scenario_index,v17_RideFlux,v24_RideFlux,delta_RideFlux,v17_Progress,v24_Progress,delta_Progress,v17_Comfort,v24_Comfort,delta_Comfort,v17_Collision,v24_Collision,delta_Collision,v17_Overlap,v24_Overlap,delta_Overlap,v17_OffroadBox,v24_OffroadBox,delta_OffroadBox,v17_Accuracy,v24_Accuracy,delta_Accuracy,offroad_fixed_by_v24,offroad_new_in_v24,overlap_fixed_by_v24,overlap_new_in_v24,collision_fixed_by_v24,collision_new_in_v24
1701,0.8244583,0.77867526,-0.04578304,0.8135118,0.92489326,0.11138146000000004,0.85,0.4375,-0.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1702,0.94375,0.92875,-0.015000000000000013,0.99999994,0.99999994,0.0,0.8125,0.7625,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1703,0.9987071,0.89202785,-0.10667925,0.998153,0.845754,-0.15239899999999995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1704,0.94375,0.0,-0.94375,1.0,0.5252226,-0.4747774,0.8125,0.7857143,-0.026785700000000023,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,False,False,False,True,False,False
1705,0.8229448,0.0,-0.8229448,0.8381355,0.37459758,-0.46353792000000005,0.7875,0.61538464,-0.17211535999999994,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,False,False,False,True,False,True
1706,0.824823,0.824823,0.0,0.74974716,0.74974716,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1707,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1708,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1709,0.83171254,0.8243626,-0.007349939999999999,0.8881608,0.8133751,-0.07478569999999995,0.7,0.85,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1710,0.8775555,0.8843115,0.006755999999999984,0.87329346,0.88294506,0.009651599999999982,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1711,0.8530933,0.9228134,0.06972009999999995,0.8383477,0.9379478,0.09960009999999997,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1712,0.8508049,0.83527434,-0.015530559999999971,0.84043556,0.8771776,0.03674204000000003,0.875,0.7375,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1713,0.85867006,0.88318104,0.02451097999999996,0.8516716,0.91347295,0.06180134999999998,0.875,0.8125,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1714,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1715,0.89954835,0.95864123,0.059092880000000014,0.90471196,0.9891303,0.08441834000000004,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1716,0.96625006,0.88918537,-0.07706469000000005,1.0,0.8899076,-0.11009239999999998,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1717,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1718,0.7099545,0.8828641,0.1729096,0.6177921,0.832663,0.2148709000000001,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1719,0.77736264,0.79412,0.016757360000000054,0.6980181,0.78624284,0.08822474000000002,0.96250004,0.8125,-0.15000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1720,0.89441234,0.926104,0.03169166000000001,0.84916043,0.9747914,0.12563097,1.0,0.8125,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1721,0.84525007,0.8819853,0.03673523000000001,0.8271429,0.93855035,0.11140744999999996,0.8875,0.75,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1722,0.81901896,0.6145264,-0.20449255999999993,0.8593128,0.8082519,-0.051060899999999965,0.725,0.16250001,-0.56249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1723,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1724,0.0,0.0,0.0,0.008631383,0.008631383,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,False,False,False,False,False,False
1725,0.8595505,0.9179613,0.058410799999999985,0.847572,0.9363733,0.08880129999999997,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1726,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1727,0.7308163,0.7041034,-0.02671289999999993,0.74402326,0.81300485,0.06898159000000004,0.7,0.45000002,-0.24999997999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1728,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1729,0.6993808,0.7792731,0.07989230000000003,0.61875826,0.7328901,0.11413183999999998,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1730,1.0,0.8984335,-0.1015665,1.0,0.85490495,-0.14509505,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1731,0.90999997,0.84625,-0.06374997000000004,0.99999994,0.99999994,0.0,0.7,0.4875,-0.21249999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1732,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1733,0.0,0.7452852,0.7452852,0.10982065,0.6361217,0.52630105,0.99999994,1.0,5.999999996841865e-08,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,True,False
1734,0.740044,0.7431655,0.0031214999999999993,0.6607771,0.7884507,0.12767359999999994,0.925,0.6375,-0.2875000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1735,0.94375,0.8458911,-0.09785889999999997,1.0,0.8119873,-0.18801270000000003,0.8125,0.925,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1736,0.8311701,0.8781433,0.04697319999999994,0.8070287,0.92234755,0.11531884999999997,0.8875,0.77500004,-0.11249995999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1737,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1738,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1739,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1740,0.928178,0.9996139,0.07143590000000011,0.8973972,0.99944836,0.10205116000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1741,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1742,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1743,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1744,0.97749996,0.96497774,-0.012522219999999917,1.0,0.9499682,-0.05003179999999996,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1745,1.0,0.9823009,-0.017699099999999968,1.0,0.9747155,-0.025284500000000043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1746,0.97375005,0.84445775,-0.12929230000000003,1.0,0.77779675,-0.22220324999999996,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1747,0.92854404,0.89851934,-0.030024700000000015,0.89792,0.8871705,-0.010749500000000078,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1748,0.90842915,0.88374996,-0.024679190000000073,0.9495417,1.0,0.050458299999999956,0.8125,0.6125,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1749,0.71508163,0.79711246,0.08203083,0.6411881,0.758375,0.11718689999999998,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1750,0.94735414,0.8366004,-0.11075373999999993,0.95693445,0.8147863,-0.14214815000000003,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1751,0.8320875,0.8638037,0.03171619999999997,0.8136964,0.9125766,0.09888019999999997,0.875,0.75,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1752,0.86229724,0.84308225,-0.019214989999999932,0.8032817,0.77583176,-0.027449940000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1753,0.8479101,0.7700256,-0.07788450000000002,0.81487167,0.86432225,0.04945057999999991,0.925,0.55,-0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1754,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1755,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1756,0.9325,0.9259619,-0.006538099999999991,1.0,0.9745884,-0.02541159999999998,0.77500004,0.8125,0.03749996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1757,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1758,0.83347696,0.92196006,0.08848309999999993,0.8103242,0.93672866,0.12640445999999994,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1759,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1760,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1761,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1762,0.7859792,0.85110205,0.06512285000000007,0.81211317,0.8997887,0.08767552999999995,0.725,0.7375,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1763,0.82867604,0.8680607,0.03938466000000007,0.80882293,0.85972965,0.05090671999999996,0.875,0.8875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1764,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1765,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1766,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1767,0.83868617,0.8674486,0.028762430000000005,0.8499089,0.9499265,0.10001760000000004,0.8125,0.675,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1768,0.78136855,0.76516247,-0.01620608000000001,0.68766934,0.7770178,0.08934845999999996,1.0,0.7375,-0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1769,0.88365746,0.8748478,-0.008809660000000052,0.8820107,0.9765683,0.09455759999999991,0.8875,0.6375,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1770,0.7741627,0.64410996,-0.13005274,0.7255896,0.59872854,-0.12686105999999997,0.8875,0.75,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1771,0.97723883,1.0,0.022761169999999997,0.9996268,1.0,0.00037319999999996245,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1772,0.9026907,0.8801907,-0.022499999999999964,0.909201,0.909201,0.0,0.8875,0.8125,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1773,0.9060221,0.8122183,-0.0938038000000001,0.91396016,0.7692403,-0.14471986000000003,0.8875,0.9125,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1774,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,False,False,False,False,False,False
1775,1.0,0.9467848,-0.05321520000000002,1.0,0.9239782,-0.07602180000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1776,0.8047409,0.87533647,0.07059557000000005,0.7692727,0.8701236,0.10085089999999997,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1777,1.0,0.9549999,-0.04500009999999999,0.99999994,0.99999994,0.0,1.0,0.85,-0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1778,0.41213217,0.29307637,-0.11905580000000004,0.20840311,0.03832337,-0.17007974,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1779,1.0,0.8973072,-0.10269280000000003,1.0,0.8532961,-0.1467039,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1780,0.96999997,1.0,0.030000029999999955,1.0,1.0,0.0,0.90000004,1.0,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1781,0.0,0.6560839,0.6560839,0.45030606,0.78726274,0.33695667999999995,0.7692308,0.35,-0.4192308,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,True,False
1782,0.6643655,0.79814744,0.13378194,0.56873643,0.7598535,0.19111707,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1783,0.84115076,0.7111513,-0.12999945999999996,0.83735824,0.88735896,0.05000072,0.85,0.3,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1784,0.7720296,0.816762,0.044732400000000005,0.7868279,0.89894575,0.11211784999999996,0.7375,0.625,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1785,0.0,0.0,0.0,0.00046530622,0.00070893567,0.00024362944999999997,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,False,False,False,False,False,False
1786,0.79150826,0.8428866,0.05137834000000008,0.7342975,0.8076952,0.0733976999999999,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1787,1.0,0.9488034,-0.051196600000000037,1.0,0.92686206,-0.07313793999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1788,0.8276327,0.0,-0.8276327,0.87697524,0.41602138,-0.46095386000000005,0.71250004,0.5263158,-0.18618424,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,-1,False,False,False,True,False,True
1789,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1790,0.94,0.95259684,0.012596840000000054,1.0,0.98049545,-0.019504549999999954,0.8,0.8875,0.08749999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1791,0.8631539,0.9014866,0.0383327,0.8045054,0.8592665,0.05476110000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1792,0.8831278,0.9195444,0.03641660000000002,0.95089674,0.93863493,-0.01226181000000004,0.725,0.875,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1793,0.895,0.96625006,0.07125006,1.0,1.0,0.0,0.65000004,0.8875,0.23749995999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1794,0.8466751,0.844685,-0.0019900999999999947,0.81310725,0.8263358,0.013228550000000006,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1795,0.80929816,0.8649454,0.05564723999999999,0.8454259,0.9409935,0.09556760000000009,0.725,0.6875,-0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1796,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1797,0.8343312,0.7897097,-0.04462150000000009,0.8115446,0.9245852,0.11304060000000005,0.8875,0.475,-0.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1798,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1799,0.0,0.8480032,0.8480032,0.85175633,0.8203617,-0.03139462999999998,0.77192986,0.9125,0.14057014,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,True,False
1800,0.0,0.83388215,0.83388215,0.273218,0.7948315,0.5216135,0.76,0.925,0.16500000000000004,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0,1,1,False,False,True,False,True,False
1801,0.74451506,0.4854848,-0.25903026,0.8385929,0.4256926,-0.4129003,0.52500004,0.625,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1802,1.0,0.8937969,-0.1062031,1.0,0.84828126,-0.15171873999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1803,0.93408126,0.9396493,0.005568039999999996,0.9379733,0.961999,0.02402570000000004,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1804,0.0,0.9350859,0.9350859,0.32713762,0.98762274,0.66048512,0.6666667,0.8125,0.14583330000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0,1,1,True,False,False,False,False,False
1805,0.7187533,0.7180855,-0.0006677999999999962,0.673219,0.7633364,0.09011740000000001,0.825,0.6125,-0.2124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1806,0.72818345,0.8159647,0.08778125000000003,0.65990496,0.78530675,0.12540179000000007,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1807,0.8277119,0.90803814,0.0803262400000001,0.8342313,0.9489831,0.11475179999999996,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1808,0.92270964,0.91401464,-0.008695000000000008,0.93779945,0.92537814,-0.012421310000000019,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1809,1.0,0.96625006,-0.03374993999999998,1.0,1.0,0.0,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1810,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1811,0.861972,0.900567,0.038595000000000046,0.80281705,0.9061671,0.10335004999999997,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1812,0.85600054,0.70476806,-0.15123248,0.84785795,0.64252573,-0.20533221999999995,0.875,0.85,-0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1813,0.8275,0.96625006,0.13875006,1.0,1.0,0.0,0.425,0.8875,0.46249999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1814,0.8269356,0.8108601,-0.01607550000000002,0.9134794,0.9012286,-0.012250800000000006,0.625,0.6,-0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1815,1.0,0.9378399,-0.06216010000000005,1.0,0.91119975,-0.08880025000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1816,0.86114246,0.85518277,-0.005959690000000073,0.8337749,0.79311824,-0.04065666000000001,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1817,1.0,0.92875004,-0.07124995999999995,1.0,1.0,0.0,1.0,0.7625,-0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1818,0.8584242,0.8529785,-0.005445699999999998,0.84596306,0.8971122,0.05114914000000004,0.8875,0.75,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1819,0.8522059,0.8961424,0.043936500000000045,0.8370798,0.9373463,0.10026649999999993,0.8875,0.8,-0.08749999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1820,0.99944514,0.97749996,-0.02194518000000001,0.9992074,1.0,0.0007926000000000322,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1821,0.722119,0.69585055,-0.02626845,0.6994556,0.73692936,0.03747376000000002,0.77500004,0.6,-0.17500004000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1822,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1823,0.7296068,0.73586476,0.006257960000000007,0.70479536,0.75659245,0.05179708999999999,0.7875,0.6875,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1824,0.90264606,0.96876967,0.06612361,0.8877086,0.987528,0.0998194,0.9375,0.925,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1825,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
1826,0.925,0.8026684,-0.1223316000000001,1.0,0.7180977,-0.28190230000000005,0.75,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,False,False,False,False,False,False
