threshold,score,new_act_2s,fixed_act_2s,safe_act_2s,sep_nf_2s,sep_ns_2s,sep_nf_3s,new_sq_2s,fixed_sq_2s,safe_sq_2s
0.03,0.7176593986651265,0.21052631578947367,0.05263157894736842,0.0,0.6220238095238095,0.7794811320754718,0.6198979591836735,0.00045653205910201457,2.3368932131599303e-06,0.0
0.02,0.7047436334265583,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.6324404761904763,0.7600235849056604,0.6377551020408163,0.0006200714593603469,1.4892104659326884e-05,2.4022355731772656e-06
0.04,0.7014235175202157,0.15789473684210525,0.0,0.0,0.5982142857142857,0.777122641509434,0.5892857142857143,0.0003253168940269037,0.0,0.0
0.05,0.6958337344371711,0.13157894736842105,0.0,0.0,0.5952380952380952,0.7676886792452831,0.5790816326530612,0.00022041751842547718,0.0,0.0
0.075,0.685135492876396,0.10526315789473684,0.0,0.0,0.5848214285714286,0.7252358490566038,0.5994897959183674,5.781556472829383e-05,0.0,0.0
0.01,0.6641560944139324,0.5789473684210527,0.2631578947368421,0.3157894736842105,0.6458333333333334,0.7311320754716981,0.6020408163265306,0.0008381850454363079,4.5377818837271035e-05,2.007081413821737e-05
0.1,0.6569262610704659,0.02631578947368421,0.0,0.0,0.5580357142857143,0.6981132075471698,0.5459183673469388,5.373589630864693e-06,0.0,0.0
0.15,0.6355414099602105,0.0,0.0,0.0,0.5431547619047619,0.6261792452830188,0.5586734693877551,0.0,0.0,0.0
