scenario_index,episode_length_v17,accuracy_v17,at_fault_collision_v17,comfort_v17,distance_into_oncoming_traffic_v17,nuplan_driving_direction_compliance_v17,log_divergence_v17,offroad_v17,offroad_in_box_v17,distance_on_multiple_lanes_v17,time_on_multiple_lanes_v17,multiple_lanes_score_v17,overlap_v17,progress_ratio_v17,making_progress_v17,run_red_light_v17,sdc_off_route_v17,sdc_progression_v17,sdc_wrongway_v17,max_overspeed_m_per_s_v17,max_overspeed_km_per_h_v17,nuplan_speed_compliance_v17,min_ttc_v17,average_ttc_v17,ttc_within_bound_v17,nuplan_aggregate_score_v17,vmax_aggregate_score_v17,rideflux_aggregate_score_v17,episode_length_v25,accuracy_v25,at_fault_collision_v25,comfort_v25,distance_into_oncoming_traffic_v25,nuplan_driving_direction_compliance_v25,log_divergence_v25,offroad_v25,offroad_in_box_v25,distance_on_multiple_lanes_v25,time_on_multiple_lanes_v25,multiple_lanes_score_v25,overlap_v25,progress_ratio_v25,making_progress_v25,run_red_light_v25,sdc_off_route_v25,sdc_progression_v25,sdc_wrongway_v25,max_overspeed_m_per_s_v25,max_overspeed_km_per_h_v25,nuplan_speed_compliance_v25,min_ttc_v25,average_ttc_v25,ttc_within_bound_v25,nuplan_aggregate_score_v25,vmax_aggregate_score_v25,rideflux_aggregate_score_v25,d_RideFlux,d_Progress,d_Comfort,d_Collision,d_Overlap,d_OffroadBox,d_Accuracy,V25_PrimaryFailure
690,80,1,0.0,0.8875,0.0,1.0,10.35599,1.0,0.0,53.57026,5.4,0.5,0.0,0.7359995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,4.70375,1.0,0.0,0.0,0.7814497,80,1,0.0,0.7375,0.0,1.0,22.811666,1.0,0.0,96.62165,8.0,0.0,0.0,0.89938796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,4.9787498,1.0,0.0,0.0,0.8508216,0.06937189999999993,0.16338845999999996,-0.1499999999999999,0.0,0.0,0.0,0,PASS
691,80,1,0.0,0.925,0.0,1.0,7.552499,1.0,0.0,106.812546,5.4,0.5,0.0,0.87572825,1.0,0.0,0.0,0.0,0.0,3.5236797,12.685246,0.4225263,5.0,5.0,1.0,0.0,0.0,0.8905098,80,1,0.0,0.575,0.0,1.0,6.943231,1.0,0.0,178.68686,7.1000000000000005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.9368954,24.972822,0.0,5.0,5.0,1.0,0.0,0.0,0.87250006,-0.018009739999999996,0.12427175000000001,-0.3500000000000001,0.0,0.0,0.0,0,PASS
692,80,1,0.0,0.8875,0.0,1.0,15.657599,1.0,0.0,94.55072,7.9,0.0,0.0,0.7009905,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3000001,4.68125,1.0,0.0,0.0,0.75694335,80,1,0.0,0.77500004,0.0,1.0,8.034774,1.0,0.0,109.25679,7.7,0.0,0.0,0.8343662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,4.7550006,1.0,0.0,0.0,0.8165564,0.059613049999999945,0.13337569999999999,-0.11249995999999995,0.0,0.0,0.0,0,PASS
693,80,1,0.0,0.825,0.0,1.0,16.128082,1.0,0.0,95.832535,7.2,0.0,0.0,0.71246904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.74622834,80,1,0.0,0.8875,0.0,1.0,6.7553477,1.0,0.0,1.7529538,0.1,1.0,0.0,0.87494403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.87871075,0.13248240999999994,0.16247498999999999,0.0625,0.0,0.0,0.0,0,PASS
694,80,1,0.0,1.0,0.0,1.0,3.178221,1.0,0.0,13.478291,7.800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.9125,0.0,1.0,4.3735785,1.0,0.0,0.7163955,0.3,1.0,0.0,0.19736981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.41190892,-0.58809108,-0.80263019,-0.08750000000000002,0.0,0.0,0.0,0,LOW_PROGRESS
695,80,1,0.0,0.9375,0.0,1.0,2.9389648,1.0,0.0,104.47829,8.0,0.0,0.0,0.9548468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9496428,80,1,0.0,1.0,0.0,1.0,1.5854776,1.0,0.0,113.36595,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.05035719999999999,0.045153200000000004,0.0625,0.0,0.0,0.0,0,PASS
696,80,1,0.0,0.85,0.0,1.0,10.413348,0.0,0.0,0.0,0.0,1.0,0.0,0.83661765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4.9474998,0.0,0.617693,0.67805725,0.84063244,80,1,0.0,0.875,0.0,1.0,4.5091305,0.0,0.0,0.0,0.0,1.0,0.0,0.92378455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.9605577,0.96678543,0.90914917,0.06851672999999991,0.08716690000000005,0.025000000000000022,0.0,0.0,0.0,0,PASS
697,80,1,0.0,0.6625,9.286295,0.0,10.488559,1.0,0.0,68.73146,7.1000000000000005,0.0,0.0,0.7783118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,4.3900003,1.0,0.0,0.0,0.7435683,80,1,0.0,0.77500004,0.0,1.0,2.5851643,1.0,0.0,68.45233,6.1000000000000005,0.0,0.0,0.90894866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,4.66125,1.0,0.0,0.0,0.86876404,0.12519574,0.13063685999999997,0.11250004000000002,0.0,0.0,0.0,0,PASS
698,80,1,0.0,0.8,0.0,1.0,23.399323,1.0,0.0,112.21127,8.0,0.0,0.0,0.64225036,1.0,0.0,0.0,0.0,0.0,1.8090038,6.5124135,0.9535215,2.5,4.9150004,1.0,0.0,0.0,0.68957525,80,1,0.0,0.7625,0.0,1.0,18.581955,1.0,0.0,106.28921,6.300000000000001,0.0,0.0,0.75400305,1.0,0.0,0.0,0.0,0.0,1.8909264,6.807335,0.94514024,1.0,4.89875,1.0,0.0,0.0,0.75655216,0.06697691000000006,0.11175268999999999,-0.03750000000000009,0.0,0.0,0.0,0,PASS
699,80,1,0.0,1.0,0.0,1.0,0.009859855,1.0,0.0,0.034044184,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.3094106,1.0,0.0,5.420149,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
700,80,1,0.0,0.8625,0.0,1.0,10.2557955,1.0,0.0,77.95964,4.6000000000000005,0.5,0.0,0.8243226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8357758,80,1,0.0,0.8875,0.0,1.0,2.802319,1.0,0.0,132.92291,7.2,0.0,0.0,0.9497767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9310937,0.09531790000000007,0.1254541,0.02499999999999991,0.0,0.0,0.0,0,PASS
701,80,1,0.0,1.0,0.0,1.0,0.11738815,1.0,0.0,0.12017998,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.2572765,1.0,0.0,3.3803048,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
702,80,1,0.0,0.7375,0.0,1.0,3.7313192,0.0,0.0,37.23474,3.0,1.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,4.1525,1.0,0.9671875,0.9723684,0.92125,80,1,0.0,0.8875,0.0,1.0,3.2394416,0.0,0.0,42.204533,3.4000000000000004,0.5,0.0,0.9590367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,4.5262504,1.0,0.9731364,0.8984307,0.93757576,0.016325759999999967,-0.04096324000000007,0.1499999999999999,0.0,0.0,0.0,0,PASS
703,80,1,0.0,0.75,0.0,1.0,7.867911,1.0,0.0,130.92561,7.6,0.0,0.0,0.8776055,1.0,0.0,0.0,0.0,0.0,0.22126198,0.7965431,0.99815726,5.0,5.0,1.0,0.0,0.0,0.8393238,80,1,0.0,0.7375,0.0,1.0,1.5558703,1.0,0.0,157.16156,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2552681,0.9189651,0.9967651,5.0,5.0,1.0,0.0,0.0,0.92125,0.08192620000000006,0.12239449999999996,-0.012499999999999956,0.0,0.0,0.0,0,PASS
704,80,1,0.0,1.0,0.0,1.0,0.8934908,1.0,0.0,7.173976,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.875,0.0,1.0,1.8904558,1.0,0.0,7.628886,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8000001,4.63875,1.0,0.0,0.0,0.96250004,-0.03749996,0.0,-0.125,0.0,0.0,0.0,0,PASS
705,80,1,0.0,1.0,0.0,1.0,5.919406,1.0,0.0,1.8615516,8.0,0.0,0.0,0.09541425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.36678997,51,0,1.0,1.0,0.0,1.0,2.1902924,1.0,0.0,8.129665,5.1000000000000005,0.5,1.0,0.27878797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,-0.36678997,0.18337372,0.0,1.0,1.0,0.0,-1,OVERLAP+AT_FAULT
706,80,1,0.0,0.8875,0.0,1.0,10.055507,0.0,0.0,59.397003,7.5,0.0,0.0,0.7355597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.90329987,0.7606736,0.7811418,80,1,0.0,0.8875,0.0,1.0,4.1742473,0.0,0.0,58.66034,6.5,0.0,0.0,0.85641885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.94106835,0.7924786,0.8657433,0.0846015,0.12085914999999992,0.0,0.0,0.0,0.0,0,PASS
707,80,1,0.0,0.75,0.0,1.0,7.5714464,0.0,0.0,49.39392,8.0,0.0,0.0,0.70108545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.8753392,0.7371278,0.7157598,80,1,0.0,0.8875,0.0,1.0,8.955541,0.0,0.0,48.69063,8.0,0.0,0.0,0.68663216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.88801,0.7477979,0.7468925,0.031132700000000013,-0.014453289999999952,0.13749999999999996,0.0,0.0,0.0,0,LOW_PROGRESS
708,80,1,0.0,1.0,0.0,1.0,0.08232176,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,1.1831115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
709,80,1,0.0,1.0,0.0,1.0,0.2511281,1.0,0.0,0.22858873,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.8875,0.0,1.0,1.883799,1.0,0.0,2.4316778,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96625006,-0.03374993999999998,0.0,-0.11250000000000004,0.0,0.0,0.0,0,PASS
710,80,1,0.0,0.8875,0.0,1.0,7.3083587,1.0,0.0,165.43019,8.0,0.0,0.0,0.87490296,1.0,0.0,0.0,0.0,0.0,3.5950317,12.942114,0.3472408,5.0,5.0,1.0,0.0,0.0,0.87868214,80,1,0.0,0.725,0.0,1.0,8.969454,1.0,0.0,208.97546,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.157652,25.767546,0.0,5.0,5.0,1.0,0.0,0.0,0.9175,0.03881785999999998,0.12509704,-0.16249999999999998,0.0,0.0,0.0,0,PASS
711,80,1,0.0,1.0,0.0,1.0,4.714032,1.0,0.0,30.930662,6.6000000000000005,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,4.5400004,1.0,0.0,0.0,1.0,80,1,0.0,0.8875,0.0,1.0,2.656434,1.0,0.0,17.902832,6.2,0.0,0.0,0.9012237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8971066,-0.10289340000000002,-0.09877630000000004,-0.11250000000000004,0.0,0.0,0.0,0,PASS
712,80,1,0.0,1.0,0.0,1.0,0.35549107,1.0,0.0,0.33209318,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,0.30984792,1.0,0.0,0.29620883,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
713,80,1,0.0,1.0,0.0,1.0,0.035677064,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,80,1,0.0,1.0,0.0,1.0,3.115192,1.0,0.0,0.9563977,1.7000000000000002,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
714,80,1,0.0,1.0,0.0,1.0,7.02522,1.0,0.0,83.73051,7.7,0.0,0.0,0.8067084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7,4.91,1.0,0.0,0.0,0.86469597,80,1,0.0,0.7875,0.0,1.0,6.342342,1.0,0.0,83.419785,7.2,0.0,0.0,0.8714138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,4.91125,1.0,0.0,0.0,0.8462397,-0.01845626999999994,0.06470540000000002,-0.21250000000000002,0.0,0.0,0.0,0,PASS
715,80,1,0.0,0.8875,0.0,1.0,10.379859,1.0,0.0,140.42044,6.9,0.0,0.0,0.8371737,1.0,0.0,0.0,0.0,0.0,3.413372,12.288139,0.6235837,5.0,5.0,1.0,0.0,0.0,0.8522717,80,1,0.0,0.8875,0.0,1.0,4.527221,1.0,0.0,177.79263,8.0,0.0,0.0,0.93735933,1.0,0.0,0.0,0.0,0.0,3.4302254,12.348811,0.042809427,5.0,5.0,1.0,0.0,0.0,0.92240155,0.07012985000000005,0.10018563000000003,0.0,0.0,0.0,0.0,0,PASS
716,80,1,0.0,0.71250004,0.0,1.0,7.834504,1.0,0.0,116.78626,7.300000000000001,0.0,0.0,0.89905804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.84309065,80,1,0.0,0.85,0.0,1.0,3.5825233,1.0,0.0,133.20595,7.7,0.0,0.0,0.9793419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.94053936,0.09744871,0.08028385999999998,0.13749995999999998,0.0,0.0,0.0,0,PASS
717,80,1,0.0,0.8875,1.9596889,1.0,13.520698,1.0,0.0,65.7371,7.1000000000000005,0.0,0.0,0.7008058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.75681406,80,1,0.0,0.8875,0.0,1.0,9.195934,1.0,0.0,10.446507,0.9,1.0,0.0,0.7874843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8174891,0.06067504000000001,0.08667849999999999,0.0,0.0,0.0,0.0,0,PASS
718,80,1,0.0,0.7875,0.0,1.0,16.141022,1.0,0.0,76.50453,5.800000000000001,0.0,0.0,0.7377312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7526619,80,1,0.0,0.725,0.0,1.0,26.898499,1.0,0.0,109.24437,5.9,0.0,0.0,0.87508583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8300601,0.07739819999999997,0.13735462999999992,-0.0625,0.0,0.0,0.0,0,PASS
719,80,1,0.0,1.0,0.0,1.0,9.370786,1.0,0.0,155.56757,7.800000000000001,0.0,0.0,0.85011405,1.0,0.0,0.0,0.0,0.0,3.339529,12.022305,0.6060358,5.0,5.0,1.0,0.0,0.0,0.8950798,80,1,0.0,0.6625,0.0,1.0,1.608236,1.0,0.0,183.07642,8.0,0.0,0.0,0.9750548,1.0,0.0,0.0,0.0,0.0,3.5601597,12.816574,0.0,5.0,5.0,1.0,0.0,0.0,0.88128835,-0.013791449999999927,0.12494075000000004,-0.3375,0.0,0.0,0.0,0,PASS
720,80,1,0.0,0.875,0.0,1.0,11.498805,1.0,0.0,109.43977,5.9,0.0,0.0,0.8250375,1.0,0.0,0.0,0.0,0.0,3.4225826,12.321297,0.66558164,5.0,5.0,1.0,0.0,0.0,0.8400263,80,1,0.0,0.825,0.0,1.0,4.1066065,1.0,0.0,173.66086,7.800000000000001,0.0,0.0,0.9375276,1.0,0.0,0.0,0.0,0.0,3.4706001,12.49416,0.010304809,5.0,5.0,1.0,0.0,0.0,0.9037693,0.063743,0.11249010000000004,-0.050000000000000044,0.0,0.0,0.0,0,PASS
721,80,1,0.0,1.0,0.0,1.0,9.679465,1.0,0.0,33.0948,5.4,0.5,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.0077152,1.0,0.0,13.729813,5.9,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
722,80,1,0.0,1.0,0.0,1.0,2.7873516,1.0,0.0,60.931526,5.6000000000000005,0.5,0.0,0.9306625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9514637,80,1,0.0,0.8125,0.0,1.0,2.7287636,1.0,0.0,58.031075,5.4,0.5,0.0,0.9168365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.88553554,-0.06592816000000001,-0.013825999999999894,-0.1875,0.0,0.0,0.0,0,PASS
723,80,1,0.0,1.0,0.0,1.0,4.6052475,1.0,0.0,17.641193,8.0,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,3.369133,1.0,0.0,19.290894,8.0,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
724,80,1,0.0,0.8875,0.0,1.0,16.397663,1.0,0.0,136.48148,8.0,0.0,0.0,0.749165,1.0,0.0,0.0,0.0,0.0,2.388483,8.598538,0.83160514,5.0,5.0,1.0,0.0,0.0,0.7906655,80,1,0.0,0.71250004,0.0,1.0,18.310247,1.0,0.0,148.06491,8.0,0.0,0.0,0.7995706,1.0,0.0,0.0,0.0,0.0,2.182581,7.857291,0.9389683,5.0,5.0,1.0,0.0,0.0,0.7734494,-0.017216100000000067,0.05040560000000005,-0.17499995999999995,0.0,0.0,0.0,0,PASS
725,80,1,0.0,1.0,0.0,1.0,0.16833225,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,0.08774645,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
726,80,1,0.0,0.8875,0.0,1.0,8.213788,1.0,0.0,156.41855,8.0,0.0,0.0,0.8990421,1.0,0.0,0.0,0.0,0.0,1.8623047,6.7042966,0.826879,5.0,5.0,1.0,0.0,0.0,0.8955795,80,1,0.0,0.7875,0.0,1.0,6.6785097,1.0,0.0,182.27107,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.4341106,12.362798,0.0,5.0,5.0,1.0,0.0,0.0,0.93625003,0.04067052999999998,0.10095790000000004,-0.09999999999999998,0.0,0.0,0.0,0,PASS
727,80,1,0.0,0.925,0.0,1.0,9.592531,1.0,0.0,12.945398,1.6,1.0,0.0,0.7257395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.78551763,80,1,0.0,0.925,0.0,1.0,8.199828,1.0,0.0,0.0,0.0,1.0,0.0,0.791378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8314646,0.04594697000000003,0.06563850000000004,0.0,0.0,0.0,0.0,0,PASS
728,80,1,0.0,1.0,0.0,1.0,0.19531432,1.0,0.0,0.17416212,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.8125,0.0,1.0,2.2134826,1.0,0.0,3.2736347,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,4.75375,1.0,0.0,0.0,0.94375,-0.05625000000000002,0.0,-0.1875,0.0,0.0,0.0,0,PASS
729,80,1,0.0,1.0,0.0,1.0,0.040647518,1.0,0.0,0.03860411,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,1.9227422,1.0,0.0,1.6683266,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
730,80,1,0.0,1.0,0.0,1.0,0.1341427,1.0,0.0,0.13081479,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.3087146,1.0,0.0,4.9665656,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
731,80,1,0.0,1.0,0.0,1.0,0.0015188805,0.0,0.0,0.010078947,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,1.0,0.0,1.0,5.0870957,0.0,0.0,10.966853,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
732,80,1,0.0,1.0,0.0,1.0,1.2308767,1.0,0.0,2.988205,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,4.305925,1.0,0.0,9.486664,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
733,80,1,0.0,0.90000004,1.015461,1.0,8.070818,1.0,0.0,24.358742,5.4,0.5,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.98875,1.0,0.0,0.0,0.96999997,80,1,0.0,0.85,0.0,1.0,5.1375184,1.0,0.0,12.012081,4.0,0.5,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.9875,1.0,0.0,0.0,0.9549999,-0.015000070000000032,0.0,-0.05000004000000002,0.0,0.0,0.0,0,PASS
734,80,1,0.0,0.8875,0.0,1.0,16.421068,1.0,0.0,92.04464,7.1000000000000005,0.0,0.0,0.71281254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7652188,80,1,0.0,0.77500004,0.0,1.0,6.2322145,1.0,0.0,46.69188,2.9000000000000004,1.0,0.0,0.88749635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8537475,0.08852870000000002,0.17468381,-0.11249995999999995,0.0,0.0,0.0,0,PASS
735,80,1,0.0,0.875,0.0,1.0,12.356419,1.0,0.0,73.67102,3.4000000000000004,0.5,0.0,0.8123921,1.0,0.0,0.0,0.0,0.0,3.444519,12.400269,0.6972414,5.0,5.0,1.0,0.0,0.0,0.8311745,80,1,0.0,0.825,0.0,1.0,5.304245,1.0,0.0,170.92517,7.7,0.0,0.0,0.93742985,1.0,0.0,0.0,0.0,0.0,3.4591255,12.452851,0.059818566,5.0,5.0,1.0,0.0,0.0,0.9037008,0.07252629999999993,0.12503775000000006,-0.050000000000000044,0.0,0.0,0.0,0,PASS
736,80,1,0.0,0.8875,0.0,1.0,11.10491,1.0,0.0,126.09108,8.0,0.0,0.0,0.80077606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8267933,80,1,0.0,0.8875,0.0,1.0,5.234967,1.0,0.0,144.16245,8.0,0.0,0.0,0.92619824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.91458875,0.08779545,0.12542217999999994,0.0,0.0,0.0,0.0,0,PASS
737,80,1,0.0,1.0,0.0,1.0,0.38672975,1.0,0.0,0.34256774,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.83750004,0.0,1.0,1.1064676,1.0,0.0,1.5222691,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,4.5987506,1.0,0.0,0.0,0.95125,-0.04874999999999996,0.0,-0.16249996,0.0,0.0,0.0,0,PASS
