scenario_index,episode_length_v17,accuracy_v17,at_fault_collision_v17,comfort_v17,distance_into_oncoming_traffic_v17,nuplan_driving_direction_compliance_v17,log_divergence_v17,offroad_v17,offroad_in_box_v17,distance_on_multiple_lanes_v17,time_on_multiple_lanes_v17,multiple_lanes_score_v17,overlap_v17,progress_ratio_v17,making_progress_v17,run_red_light_v17,sdc_off_route_v17,sdc_progression_v17,sdc_wrongway_v17,max_overspeed_m_per_s_v17,max_overspeed_km_per_h_v17,nuplan_speed_compliance_v17,min_ttc_v17,average_ttc_v17,ttc_within_bound_v17,nuplan_aggregate_score_v17,vmax_aggregate_score_v17,rideflux_aggregate_score_v17,episode_length_v25,accuracy_v25,at_fault_collision_v25,comfort_v25,distance_into_oncoming_traffic_v25,nuplan_driving_direction_compliance_v25,log_divergence_v25,offroad_v25,offroad_in_box_v25,distance_on_multiple_lanes_v25,time_on_multiple_lanes_v25,multiple_lanes_score_v25,overlap_v25,progress_ratio_v25,making_progress_v25,run_red_light_v25,sdc_off_route_v25,sdc_progression_v25,sdc_wrongway_v25,max_overspeed_m_per_s_v25,max_overspeed_km_per_h_v25,nuplan_speed_compliance_v25,min_ttc_v25,average_ttc_v25,ttc_within_bound_v25,nuplan_aggregate_score_v25,vmax_aggregate_score_v25,rideflux_aggregate_score_v25,d_RideFlux,d_Progress,d_Comfort,d_Collision,d_Overlap,d_OffroadBox,d_Accuracy,V25_PrimaryFailure
1770,80,1,0.0,0.8875,0.0,1.0,17.688065,1.0,0.0,125.5235,7.7,0.0,0.0,0.7255896,1.0,0.0,0.0,0.0,0.0,1.9048462,6.857446,0.9401375,5.0,5.0,1.0,0.0,0.0,0.7741627,80,1,0.0,0.625,0.0,1.0,19.513407,1.0,0.0,159.1098,7.9,0.0,0.0,0.8247331,1.0,0.0,0.0,0.0,0.0,2.044983,7.3619385,0.8385028,5.0,5.0,1.0,0.0,0.0,0.7648131,-0.009349599999999958,0.09914350000000005,-0.26249999999999996,0.0,0.0,0.0,0,PASS
1771,80,1,0.0,0.925,0.0,1.0,7.216797,0.0,0.0,28.57341,4.2,0.5,0.0,0.9996268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6000001,4.1987505,1.0,0.99050844,0.9130598,0.97723883,80,1,0.0,0.8875,0.0,1.0,2.4479644,0.0,0.0,18.07238,6.800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,4.86125,1.0,0.9859375,0.83026314,0.96625006,-0.010988769999999981,0.00037319999999996245,-0.03750000000000009,0.0,0.0,0.0,0,PASS
1772,80,1,0.0,0.8875,22.766361,0.0,3.6155548,1.0,0.0,66.66614,5.9,0.0,0.0,0.909201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,4.96,1.0,0.0,0.0,0.9026907,80,1,0.0,0.925,10.492901,0.0,1.9174511,1.0,0.0,87.04443,7.0,0.0,0.0,0.9870584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,4.9275002,1.0,0.0,0.0,0.96844083,0.06575013000000007,0.07785739999999997,0.03750000000000009,0.0,0.0,0.0,0,PASS
1773,80,1,0.0,0.8875,0.0,1.0,6.390654,1.0,0.0,167.04022,8.0,0.0,0.0,0.91396016,1.0,0.0,0.0,0.0,0.0,2.7406902,9.866485,0.51918036,5.0,5.0,1.0,0.0,0.0,0.9060221,80,1,0.0,0.77500004,0.0,1.0,21.76477,1.0,0.0,134.7644,8.0,0.0,0.0,0.73115706,1.0,0.0,0.0,0.0,0.0,2.314415,8.331894,0.92480934,5.0,5.0,1.0,0.0,0.0,0.7443099,-0.16171220000000008,-0.1828031,-0.11249995999999995,0.0,0.0,0.0,0,PASS
1774,1,0,1.0,1.0,0.0,1.0,0.0007349606,1.0,0.0,0.00034741065,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,1.0,0.003235439,1.0,0.0,0.005379075,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,OVERLAP+AT_FAULT
1775,80,1,0.0,1.0,0.0,1.0,5.700599,1.0,0.0,42.18078,7.300000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,4.9925003,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,1.7099842,1.0,0.0,15.750786,3.8,0.5,0.0,0.93508464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.8575,1.0,0.0,0.0,0.95455927,-0.04544073000000004,-0.06491535999999998,0.0,0.0,0.0,0.0,0,PASS
1776,80,1,0.0,0.8875,0.0,1.0,12.354698,1.0,0.0,79.69708,7.5,0.0,0.0,0.7692727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8047409,80,1,0.0,0.8875,0.0,1.0,4.4766536,1.0,0.0,64.28813,5.0,0.5,0.0,0.9211208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.9110346,0.10629370000000005,0.15184809999999993,0.0,0.0,0.0,0.0,0,PASS
1777,80,1,0.0,1.0,0.0,1.0,4.1385083,1.0,0.0,57.51877,8.0,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.9125,0.0,1.0,2.1107817,1.0,0.0,52.39889,8.0,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.97374994,-0.026250059999999964,0.0,-0.08750000000000002,0.0,0.0,0.0,0,PASS
1778,80,1,0.0,0.8875,0.0,1.0,1.0406065,1.0,0.0,0.818603,8.0,0.0,0.0,0.20840311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.41213217,80,1,0.0,0.8875,0.0,1.0,1.216534,1.0,0.0,0.7770281,8.0,0.0,0.0,0.105532736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.3401229,-0.07200927000000001,-0.102870374,0.0,0.0,0.0,0.0,0,LOW_PROGRESS
1779,80,1,0.0,1.0,1.5250211,1.0,5.3364553,1.0,0.0,25.567488,5.1000000000000005,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,4.935,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,3.2775593,1.0,0.0,12.596584,3.4000000000000004,0.5,0.0,0.7011035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.79077244,-0.20922755999999998,-0.2988965,0.0,0.0,0.0,0.0,0,PASS
1780,80,1,0.0,0.90000004,0.0,1.0,6.473607,1.0,0.0,11.270213,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96999997,80,1,0.0,0.875,0.0,1.0,1.9402922,1.0,0.0,2.3117712,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96250004,-0.0074999300000000435,0.0,-0.02500004,0.0,0.0,0.0,0,PASS
1781,39,0,1.0,0.7692308,0.0,1.0,14.466609,1.0,0.0,88.951004,3.9,0.5,1.0,0.45030606,1.0,0.0,0.0,0.0,0.0,3.625616,13.0522175,0.0,0.0,4.38718,0.0,0.0,0.0,0.0,80,1,0.0,0.5,0.0,1.0,7.9720774,1.0,0.0,191.42715,7.4,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,6.576515,23.675453,0.0,5.0,5.0,1.0,0.0,0.0,0.85,0.85,0.54969388,-0.2692308,-1.0,-1.0,0.0,1,PASS
1782,80,1,0.0,0.8875,0.0,1.0,19.813162,1.0,0.0,66.28316,8.0,0.0,0.0,0.56873643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,4.8862505,1.0,0.0,0.0,0.6643655,80,1,0.0,0.875,0.0,1.0,12.653843,1.0,0.0,85.629234,8.0,0.0,0.0,0.7325687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6000001,4.93125,1.0,0.0,0.0,0.77529806,0.11093255999999996,0.16383227,-0.012499999999999956,0.0,0.0,0.0,0,PASS
1783,80,1,0.0,0.85,0.0,1.0,9.271445,1.0,0.0,120.37727,7.4,0.0,0.0,0.83735824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.84115076,80,1,0.0,0.8875,0.0,1.0,3.593499,1.0,0.0,145.54253,8.0,0.0,0.0,0.93742555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.92244786,0.08129710000000001,0.10006731000000002,0.03749999999999998,0.0,0.0,0.0,0,PASS
1784,80,1,0.0,0.7375,0.0,1.0,10.923648,1.0,0.0,49.683907,4.1000000000000005,0.5,0.0,0.7868279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7720296,80,1,0.0,0.875,0.0,1.0,5.4191284,1.0,0.0,78.18544,5.7,0.5,0.0,0.9492725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,4.54875,1.0,0.0,0.0,0.9269907,0.15496109999999996,0.16244459999999994,0.13749999999999996,0.0,0.0,0.0,0,PASS
1785,1,0,1.0,0.0,0.0,1.0,0.010433442,0.0,0.0,0.03289361,0.1,1.0,1.0,0.00046530622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,1.0,0.014428789,0.0,0.0,0.040930685,0.1,1.0,1.0,0.00070893567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.00024362944999999997,0.0,0.0,0.0,0.0,0,OVERLAP+AT_FAULT
1786,80,1,0.0,0.925,0.0,1.0,10.944472,1.0,0.0,9.028738,1.2000000000000002,1.0,0.0,0.7342975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.79150826,80,1,0.0,0.9125,0.0,1.0,7.3549,1.0,0.0,16.006393,2.1,1.0,0.0,0.8076952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8391367,0.047628439999999994,0.0733976999999999,-0.012500000000000067,0.0,0.0,0.0,0,PASS
1787,80,1,0.0,1.0,0.0,1.0,8.087959,1.0,0.0,33.232872,4.7,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,1.9384838,1.0,0.0,11.026499,2.7,1.0,0.0,0.8266403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.9775004,1.0,0.0,0.0,0.8786482,-0.12135180000000001,-0.1733597,0.0,0.0,0.0,0.0,0,PASS
1788,80,1,0.0,0.71250004,0.0,1.0,8.369803,0.0,0.0,57.416637,5.300000000000001,0.5,0.0,0.87697524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,4.90875,1.0,0.9256173,0.85841453,0.8276327,80,1,0.0,0.875,0.0,1.0,6.3119226,0.0,0.0,12.85771,1.0,1.0,0.0,0.86454296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.9420447,0.9511956,0.8676801,0.040047399999999955,-0.012432280000000073,0.16249996,0.0,0.0,0.0,0,PASS
1789,80,1,0.0,1.0,0.0,1.0,0.16964237,0.0,0.0,0.8736341,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,0.84210527,1.0,80,1,0.0,0.8125,0.0,1.0,6.0849705,0.0,0.0,16.783035,7.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2000003,4.985,1.0,0.9765625,0.82236844,0.94375,-0.05625000000000002,0.0,-0.1875,0.0,0.0,0.0,0,PASS
1790,80,1,0.0,0.8,0.0,1.0,0.96299535,1.0,0.0,45.01525,3.8,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.94,80,1,0.0,0.875,0.0,1.0,0.81072235,1.0,0.0,34.994514,2.9000000000000004,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96250004,0.022500040000000054,0.0,0.07499999999999996,0.0,0.0,0.0,0,PASS
1791,80,1,0.0,1.0,0.0,1.0,9.207801,0.0,0.0,65.03627,7.7,0.0,0.0,0.8045054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.938908,0.79065937,0.8631539,80,1,0.0,1.0,0.0,1.0,5.499631,1.0,0.0,62.95628,7.300000000000001,0.0,0.0,0.82608694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8782608,0.015106899999999923,0.02158154000000001,0.0,0.0,0.0,0.0,0,PASS
1792,80,1,0.0,0.725,0.0,1.0,3.5727158,0.0,0.0,133.37491,8.0,0.0,0.0,0.95089674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.95028025,0.800236,0.8831278,80,1,0.0,0.85,0.0,1.0,2.7098954,0.0,0.0,100.076996,5.6000000000000005,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.98125,0.9052632,0.95500004,0.07187224000000003,0.04910325999999998,0.125,0.0,0.0,0.0,0,PASS
1793,80,1,0.0,0.65000004,0.0,1.0,4.4071407,0.0,0.0,79.44408,5.1000000000000005,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039111137,0.14080009,0.99879074,5.0,5.0,1.0,0.9559477,0.8839559,0.895,80,1,0.0,0.8125,0.0,1.0,2.5530536,1.0,0.0,99.34427,6.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.94375,0.04874999999999996,0.0,0.16249996,0.0,0.0,0.0,0,PASS
1794,80,1,0.0,0.925,0.0,1.0,5.6283855,1.0,0.0,73.590515,8.0,0.0,0.0,0.81310725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8466751,80,1,0.0,1.0,0.0,1.0,4.2473297,1.0,0.0,31.297363,3.4000000000000004,0.5,0.0,0.8527723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.89694065,0.05026554999999999,0.03966505000000009,0.07499999999999996,0.0,0.0,0.0,0,PASS
1795,80,1,0.0,0.725,0.0,1.0,10.108724,0.0,0.0,114.872086,6.0,0.0,0.0,0.8454259,1.0,0.0,0.0,0.0,0.0,2.5982533,9.353711,0.82940924,5.0,5.0,1.0,0.87467283,0.7365666,0.80929816,80,1,0.0,0.7875,0.0,1.0,2.4292066,0.0,0.0,170.75307,8.0,0.0,0.0,0.97649944,1.0,0.0,0.0,0.0,0.0,2.626299,9.454676,0.43685532,5.0,5.0,1.0,0.8253074,0.69499576,0.9197996,0.11050144000000006,0.13107354000000004,0.0625,0.0,0.0,0.0,0,PASS
1796,80,1,0.0,1.0,0.0,1.0,0.14944355,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,80,1,0.0,1.0,0.0,1.0,0.17531443,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PASS
1797,80,1,0.0,0.8875,0.0,1.0,11.149451,1.0,0.0,94.19819,5.5,0.5,0.0,0.8115446,1.0,0.0,0.0,0.0,0.0,0.41478348,1.4932204,0.99424744,5.0,5.0,1.0,0.0,0.0,0.8343312,80,1,0.0,0.8875,0.0,1.0,3.6116512,1.0,0.0,157.1095,8.0,0.0,0.0,0.9497916,1.0,0.0,0.0,0.0,0.0,0.47617722,1.7142379,0.98025423,5.0,5.0,1.0,0.0,0.0,0.9311041,0.09677289999999994,0.138247,0.0,0.0,0.0,0.0,0,PASS
1798,80,1,0.0,1.0,0.0,1.0,0.9703683,1.0,0.0,1.402182,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.875,0.0,1.0,5.026537,1.0,0.0,9.406263,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96250004,-0.03749996,0.0,-0.125,0.0,0.0,0.0,0,PASS
1799,57,0,1.0,0.77192986,0.0,1.0,5.1710315,0.0,0.0,24.716522,5.7,0.5,1.0,0.85175633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.814035,0.0,0.0,0.0,0.0,73,0,1.0,0.6849315,0.0,1.0,2.8566208,0.0,0.0,22.559288,7.300000000000001,0.0,1.0,0.7741034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9630134,0.0,0.0,0.0,0.0,0.0,-0.07765292999999995,-0.08699835999999994,0.0,0.0,0.0,0,OVERLAP+AT_FAULT
1800,25,0,1.0,0.76,0.0,1.0,2.0206525,1.0,0.0,44.87609,2.5,1.0,1.0,0.273218,1.0,0.0,0.0,0.0,0.0,0.024457932,0.08804855,0.999543,0.0,3.2240002,0.0,0.0,0.0,0.0,80,1,0.0,0.825,0.0,1.0,21.537115,1.0,0.0,117.0675,8.0,0.0,0.0,0.71869403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7505858,0.7505858,0.44547602999999997,0.06499999999999995,-1.0,-1.0,0.0,1,PASS
1801,80,1,0.0,0.52500004,0.0,1.0,12.075191,1.0,0.0,158.96536,7.9,0.0,0.0,0.8385929,1.0,0.0,0.0,0.0,0.0,3.3537426,12.073473,0.6060314,5.0,5.0,1.0,0.0,0.0,0.74451506,80,1,0.0,0.71250004,0.0,1.0,33.3981,1.0,0.0,207.18307,7.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.197624,33.111446,0.0,5.0,5.0,1.0,0.0,0.0,0.91375,0.16923493999999994,0.16140710000000003,0.1875,0.0,0.0,0.0,0,PASS
1802,80,1,0.0,1.0,0.0,1.0,3.8657627,1.0,0.0,56.308678,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,2.2348092,1.0,0.0,40.9717,8.0,0.0,0.0,0.84828126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8937969,-0.1062031,-0.15171873999999996,0.0,0.0,0.0,0.0,0,PASS
1803,80,1,0.0,0.925,0.0,1.0,4.553038,1.0,0.0,80.39851,5.1000000000000005,0.5,0.0,0.9379733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.93408126,80,1,0.0,0.925,0.0,1.0,1.5335026,1.0,0.0,134.57838,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.97749996,0.04341869999999992,0.06202669999999999,0.0,0.0,0.0,0.0,0,PASS
1804,27,0,0.0,0.6666667,0.0,1.0,3.0331647,1.0,1.0,58.564644,2.7,1.0,0.0,0.32713762,1.0,0.0,0.0,0.0,0.0,2.2603683,8.137326,0.2515223,5.0,5.0,1.0,0.0,0.0,0.0,80,1,0.0,0.575,0.0,1.0,11.266607,1.0,0.0,197.88287,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.3347073,22.804945,0.0,5.0,5.0,1.0,0.0,0.0,0.87250006,0.87250006,0.67286238,-0.09166669999999999,0.0,0.0,-1.0,1,PASS
1805,80,1,0.0,0.825,0.0,1.0,22.163807,1.0,0.0,110.35145,8.0,0.0,0.0,0.673219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7187533,80,1,0.0,0.725,0.0,1.0,15.522799,1.0,0.0,129.26706,8.0,0.0,0.0,0.78938526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.7700697,0.05131639999999993,0.11616625999999997,-0.09999999999999998,0.0,0.0,0.0,0,PASS
1806,80,1,0.0,0.8875,0.0,1.0,15.626862,1.0,0.0,20.667864,2.6,1.0,0.0,0.65990496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.72818345,80,1,0.0,1.0,0.0,1.0,9.579345,1.0,0.0,62.822903,5.2,0.5,0.0,0.7978428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8000001,4.26625,1.0,0.0,0.0,0.85849,0.13030655000000002,0.13793783999999998,0.11250000000000004,0.0,0.0,0.0,0,PASS
1807,80,1,0.0,0.8125,0.0,1.0,10.055068,1.0,0.0,84.30507,4.9,0.5,0.0,0.8342313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.8277119,80,1,0.0,0.8625,0.0,1.0,4.706606,1.0,0.0,162.02518,8.0,0.0,0.0,0.99999994,1.0,0.0,0.0,0.0,0.0,1.1614361,4.18117,0.7681105,5.0,5.0,1.0,0.0,0.0,0.95874995,0.13103805000000002,0.16576864000000002,0.050000000000000044,0.0,0.0,0.0,0,PASS
1808,80,1,0.0,0.8875,0.0,1.0,3.7327855,1.0,0.0,90.31814,7.0,0.0,0.0,0.93779945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.92270964,80,1,0.0,0.8125,0.0,1.0,1.6512135,1.0,0.0,111.2405,7.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.94375,0.02104035999999998,0.06220055000000002,-0.07499999999999996,0.0,0.0,0.0,0,PASS
1809,80,1,0.0,1.0,0.0,1.0,7.9006667,1.0,0.0,37.928616,5.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,1.0,0.0,1.0,3.9688432,1.0,0.0,22.916058,6.300000000000001,0.0,0.0,0.78340715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.84838504,-0.15161495999999997,-0.21659284999999995,0.0,0.0,0.0,0.0,0,PASS
1810,80,1,0.0,1.0,0.0,1.0,0.9898742,1.0,0.0,1.4418343,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.875,0.0,1.0,5.5328956,1.0,0.0,10.380874,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.96250004,-0.03749996,0.0,-0.125,0.0,0.0,0.0,0,PASS
1811,80,1,0.0,1.0,0.0,1.0,9.069686,1.0,0.0,37.191833,2.7,1.0,0.0,0.80281705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.861972,80,1,0.0,0.8875,0.0,1.0,3.9822202,1.0,0.0,113.93247,7.300000000000001,0.0,0.0,0.9324926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.91899484,0.05702284000000002,0.12967554999999997,-0.11250000000000004,0.0,0.0,0.0,0,PASS
1812,80,1,0.0,0.875,0.0,1.0,16.635519,1.0,0.0,132.08133,8.0,0.0,0.0,0.84785795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.85600054,80,1,0.0,0.8,0.0,1.0,15.866135,1.0,0.0,174.36494,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0091534,10.832952,0.17793298,5.0,5.0,1.0,0.0,0.0,0.94,0.08399945999999991,0.15214205000000003,-0.07499999999999996,0.0,0.0,0.0,0,PASS
1813,80,1,0.0,0.425,0.0,1.0,28.384932,1.0,0.0,44.55018,3.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.6820345,13.255323,0.0,5.0,5.0,1.0,0.0,0.0,0.8275,80,1,0.0,0.5,0.0,1.0,12.274154,0.0,0.0,41.966003,6.800000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0574856,7.406948,0.8774116,1.2,4.7175,1.0,0.9068529,0.7636656,0.85,0.022499999999999964,0.0,0.07500000000000001,0.0,0.0,0.0,0,PASS
1814,80,1,0.0,0.625,0.0,1.0,6.7253723,0.0,0.0,122.99198,6.800000000000001,0.0,0.0,0.9134794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.9260873,0.779863,0.8269356,80,1,0.0,0.8125,0.0,1.0,8.974759,0.0,0.0,135.1513,7.6,0.0,0.0,0.9012286,1.0,0.0,0.0,0.0,0.0,0.0049819946,0.017935181,0.99997175,5.0,5.0,1.0,0.94568944,0.7963701,0.87461007,0.047674470000000024,-0.012250800000000006,0.1875,0.0,0.0,0.0,0,PASS
1815,80,1,0.0,1.0,0.0,1.0,1.0648922,1.0,0.0,64.25932,7.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,80,1,0.0,0.9125,0.0,1.0,2.2979228,1.0,0.0,69.745026,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,4.985,1.0,0.0,0.0,0.97375005,-0.026249949999999966,0.0,-0.08750000000000002,0.0,0.0,0.0,0,PASS
1816,80,1,0.0,0.925,0.0,1.0,4.4402385,1.0,0.0,56.66693,8.0,0.0,0.0,0.8337749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.86114246,80,1,0.0,0.8875,0.0,1.0,2.915458,1.0,0.0,56.349808,8.0,0.0,0.0,0.82020575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.840394,-0.02074846000000008,-0.01356915000000003,-0.03750000000000009,0.0,0.0,0.0,0,PASS
