Group,Scenarios,RegAccel,RegSteer,RegTotal,AccelHit,SteerHit
TRADEOFF_BAD,13,0.002512648106200383,0.01714147187723943,0.01965411998343981,0.07019230769230769,0.12980769230769232
GOOD_BOTH,47,0.0004234686551082929,0.0022588636958742942,0.002682332350982587,0.03803191489361702,0.04069148936170213
LOW_COMFORT_SAFE,22,0.01341912792330186,0.028360684317212326,0.0417798122405142,0.1534090909090909,0.13636363636363635
LOW_PROGRESS_SAFE,75,0.0010316459130178183,0.002219333192495534,0.0032509791055133526,0.05633333333333333,0.0285
NEW_OVERLAP,23,0.00241436437304847,0.0027013124042373133,0.005115676777285784,0.12829845313921748,0.036396724294813464
