scenario_index,v26_rf,v27_rf,delta_rf,v26_progress,v27_progress,delta_progress,v26_comfort,v27_comfort,delta_comfort,v26_collision,v27_collision,v26_overlap,v27_overlap,v26_offroad,v27_offroad,v26_accuracy,v27_accuracy
886,0.9201061,0.8990553,-0.021050800000000036,0.95015156,0.8879362,-0.06221536000000005,0.85,0.925,0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1,1
887,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
888,0.925,0.85225433,-0.0727456700000001,1.0,0.88536334,-0.11463665999999995,0.75,0.77500004,0.02500004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
889,0.9293373,0.9345951,0.005257799999999979,0.8990532,0.9494215,0.05036830000000003,1.0,0.90000004,-0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
890,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
891,0.8645774,0.89082736,0.026249959999999906,0.8440391,0.8440391,0.0,0.9125,1.0,0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
892,0.9931192,0.9708285,-0.022290699999999997,0.9901702,0.9904691,0.00029889999999999084,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
893,0.87722075,0.8698557,-0.007365049999999984,0.824601,0.8783653,0.05376429999999999,1.0,0.85,-0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
894,0.8799481,0.8786551,-0.0012929999999999886,0.9249258,0.87486434,-0.05006146,0.77500004,0.8875,0.11249995999999995,0.0,0.0,0.0,0.0,0.0,0.0,1,1
895,0.8670977,0.92370427,0.05660657000000002,0.81013954,0.89100605,0.08086651,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
896,0.8623751,0.86278135,0.0004062500000000524,0.84625006,0.8843306,0.03808053999999994,0.90000004,0.8125,-0.08750004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
897,0.92125,1.0,0.07874999999999999,1.0,1.0,0.0,0.7375,1.0,0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
898,0.8990931,0.8703869,-0.028706200000000015,0.8879901,0.86305267,-0.024937430000000038,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
899,0.91236556,0.95707506,0.04470949999999996,0.87480795,0.9386786,0.06387065000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
900,0.92031556,0.93797076,0.017655199999999982,0.886165,0.91138685,0.02522184999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
901,0.94,0.96625006,0.026250060000000075,1.0,1.0,0.0,0.8,0.8875,0.08749999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
902,0.86098844,0.95874995,0.09776151,0.84962624,0.99999994,0.15037370000000005,0.8875,0.8625,-0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
903,0.92133105,0.92133105,0.0,0.88761574,0.88761574,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
904,0.91088355,0.94648474,0.03560119000000006,0.87269074,0.9235497,0.05085896000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
905,0.9825185,1.0,0.01748150000000004,0.97502637,0.99999994,0.02497357,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
906,0.8511321,0.833212,-0.017920099999999994,0.89447445,0.81530285,-0.07917160000000001,0.75,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
907,0.92116207,0.91240925,-0.008752820000000106,0.8873744,0.8748703,-0.012504100000000018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
908,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
909,0.8558764,0.8930195,0.037143099999999984,0.8530376,0.90074205,0.04770445000000001,0.8625,0.875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
910,0.6833342,0.54274887,-0.14058532999999995,0.7726202,0.54499835,-0.22762185000000001,0.475,0.5375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1
911,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
912,0.8229702,0.915193,0.09222280000000005,0.7471003,0.8788472,0.1317469,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
913,0.90982705,0.93544215,0.025615100000000002,0.9354671,0.96134603,0.025878929999999967,0.85,0.875,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,1,1
914,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
915,0.94754523,0.9137953,-0.03374993000000004,0.9250647,0.9250647,0.0,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
916,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
917,0.9295972,0.9295972,0.0,0.89942455,0.89942455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
918,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
919,0.871972,0.89125425,0.019282250000000056,0.81710285,0.84464884,0.02754598999999991,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
920,0.78503096,0.7905187,0.005487739999999963,0.7464728,0.7596695,0.01319669999999995,0.875,0.8625,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
921,0.8720598,0.9431697,0.07110989999999995,0.8654425,0.9509567,0.08551419999999998,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
922,0.9572095,0.9643074,0.00709789999999999,0.987085,0.9490106,-0.03807439999999995,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
923,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
924,0.82445496,0.9224659,0.09801093999999999,0.7492214,0.93745136,0.18822995999999992,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
925,0.90625,0.91,0.003750000000000031,1.0,1.0,0.0,0.6875,0.7,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
926,0.9713613,0.96060735,-0.010753950000000012,0.9590875,0.9437248,-0.015362699999999951,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
927,0.8522954,0.9561591,0.1038637,0.83720773,0.9373702,0.10016247,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
928,0.95500004,1.0,0.04499995999999995,1.0,1.0,0.0,0.85,1.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
929,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
930,0.9123541,0.96625006,0.053895960000000076,0.87479156,1.0,0.12520843999999998,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
931,0.94,0.8921264,-0.04787359999999996,1.0,0.8994662,-0.1005338,0.8,0.875,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
932,0.96624994,1.0,0.033750060000000026,0.99999994,0.99999994,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
933,0.9913958,1.0,0.00860419999999995,0.98770815,1.0,0.012291849999999993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
934,0.921395,0.921395,0.0,0.8877072,0.8877072,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
935,0.88983315,0.9170682,0.02723505000000004,0.9122616,0.98866886,0.07640725999999998,0.83750004,0.75,-0.08750004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
936,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
937,0.95500004,0.9325,-0.022500040000000054,1.0,1.0,0.0,0.85,0.77500004,-0.07499995999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
938,0.85987896,0.90367985,0.04380088999999998,0.799827,0.8623999,0.06257290000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
939,0.8640505,0.87353307,0.009482569999999968,0.8057864,0.81933296,0.013546559999999985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
940,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
941,0.97749996,0.96250004,-0.014999919999999944,1.0,1.0,0.0,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,1,1
942,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
943,0.8319029,0.8836078,0.051704900000000054,0.7598612,0.8337254,0.07386419999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
944,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
945,0.9212263,0.9124796,-0.008746700000000107,0.8874662,0.8749709,-0.012495299999999987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
946,0.91727656,0.9506323,0.03335573999999997,0.8818236,0.92947465,0.04765104999999992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
947,0.84438896,0.9222537,0.07786473999999999,0.83662707,0.93714815,0.10052107999999993,0.8625,0.8875,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
948,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
949,0.8861017,0.89577335,0.009671650000000032,0.83728814,0.8511048,0.013816660000000036,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
950,0.97749996,1.0,0.022500040000000054,0.99999994,0.99999994,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
951,0.91761744,0.9415402,0.023922760000000043,0.93588203,0.9486287,0.01274666999999996,0.875,0.925,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,1,1
952,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
953,0.83016837,0.8268076,-0.003360770000000013,0.81095475,0.8704394,0.05948465000000003,0.875,0.725,-0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
954,0.92908496,0.9759394,0.04685444000000005,0.8986927,0.96562773,0.06693503,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
955,0.84908724,0.8661653,0.017078060000000006,0.8165532,0.86237895,0.04582575,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,1,1
956,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
957,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
958,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
959,0.857662,0.87253803,0.014876029999999929,0.8502315,0.87684005,0.026608549999999953,0.875,0.8625,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
960,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
961,0.93063337,0.96624994,0.03561656999999996,0.94911915,0.99999994,0.05088079000000001,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
962,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
963,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
964,0.9068104,0.9213568,0.01454639999999996,0.8990149,0.8876525,-0.011362399999999995,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
965,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
966,0.8359828,0.96625006,0.13026726,0.8835468,1.0,0.11645320000000003,0.725,0.8875,0.16249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
967,0.9796119,1.0,0.02038810000000002,0.97087413,1.0,0.029125869999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
968,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
969,0.95867807,0.9204933,-0.03818477000000009,0.94096863,0.886419,-0.054549630000000016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
970,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
971,0.9483324,0.96942216,0.02108976000000007,0.9744034,0.9884601,0.014056699999999922,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
972,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
973,0.95963234,0.9024498,-0.057182540000000004,0.97447467,0.89814264,-0.07633203,0.925,0.9125,-0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,1,1
974,0.917281,0.9733313,0.0560503,0.88183,0.9619018,0.08007180000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
975,0.91924125,0.93799126,0.018750009999999984,0.97570175,0.97570175,0.0,0.7875,0.85,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1
976,0.0,0.0,0.0,0.17261238,0.16020693,-0.012405450000000012,0.47368422,1.0,0.52631578,0.0,0.0,0.0,0.0,1.0,1.0,0,0
977,0.8530237,0.86186737,0.00884366999999997,0.8382482,0.85088193,0.01263373000000001,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
978,0.92106485,0.95874995,0.037685099999999916,0.8872355,1.0,0.11276450000000005,1.0,0.8625,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
979,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
980,0.96250004,0.8962206,-0.06627943999999997,1.0,0.8999579,-0.10004210000000002,0.875,0.8875,0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
981,0.89265424,0.91053814,0.017883899999999953,0.846649,0.87219733,0.025548330000000008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
982,0.96503943,0.9213362,-0.04370322999999998,0.95005643,0.887623,-0.0624334299999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
983,0.9039934,0.96010935,0.056115950000000026,0.8628477,0.9751561,0.11230839999999997,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
984,0.89199746,0.8673186,-0.02467885999999997,0.84571064,0.8586693,0.01295866000000001,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
985,0.8428159,0.83906597,-0.0037499299999999014,0.82366556,0.82366556,0.0,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
986,0.95740855,0.96625006,0.008841509999999997,0.9873694,1.0,0.012630600000000047,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
987,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
988,0.94753134,0.93007815,-0.017453190000000007,0.9250448,0.9001117,-0.02493310000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
989,0.8807902,0.88195765,0.0011674500000000698,0.8297001,0.8795823,0.04988219999999999,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
990,0.90541595,0.9213835,0.015967550000000053,0.86487985,0.8876907,0.02281085000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
991,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
992,0.94749796,0.9387531,-0.008744859999999965,0.92499715,0.91250443,-0.012492720000000013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
993,0.9365821,0.9005081,-0.03607399999999994,0.90940297,0.8578688,-0.051534170000000046,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
994,1.0,0.9775425,-0.02245750000000002,1.0,0.96791786,-0.03208213999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
995,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
996,1.0,0.94750005,-0.05249994999999996,1.0,1.0,0.0,1.0,0.825,-0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
997,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
998,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
999,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1000,0.99086857,0.94422865,-0.046639919999999946,0.98695505,0.97389805,-0.013056999999999985,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1001,0.96512204,0.97637206,0.011250019999999972,0.99838865,0.99838865,0.0,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1002,0.99126434,0.9537644,-0.03749994000000001,0.9875204,0.9875204,0.0,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1003,0.95987314,0.94487303,-0.015000110000000011,0.9748187,0.9748187,0.0,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1004,0.80483264,0.76116157,-0.043671070000000034,0.77476084,0.8248736,0.05011275999999998,0.875,0.6125,-0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1005,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1006,1.0,0.9919376,-0.008062400000000025,1.0,0.9884822,-0.011517800000000022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1007,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1008,0.9827949,0.96560425,-0.017190649999999974,0.97542125,0.9508631,-0.024558150000000056,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1009,1.0,0.8933382,-0.10666180000000003,1.0,0.88512594,-0.11487406,1.0,0.9125,-0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1010,0.742756,0.828914,0.08615800000000007,0.72357994,0.9002343,0.17665436,0.7875,0.6625,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1011,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1012,0.97749996,1.0,0.022500040000000054,1.0,1.0,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1013,0.96948636,0.97749996,0.008013599999999954,0.95640904,1.0,0.043590959999999956,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1014,0.96057934,0.95682925,-0.0037500900000000392,0.9972561,0.9972561,0.0,0.875,0.8625,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1015,0.8450066,0.8750066,0.029999999999999916,0.8750094,0.8750094,0.0,0.77500004,0.875,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1016,0.8425736,0.85133976,0.008766159999999967,0.775105,0.82512814,0.050023139999999966,1.0,0.9125,-0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1017,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1018,0.9638834,1.0,0.036116600000000054,0.94840485,0.99999994,0.051595090000000066,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1019,0.99089336,0.9229124,-0.06798095999999998,0.9869905,0.9220177,-0.06497279999999994,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1020,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1021,0.89368993,0.9465851,0.05289516999999999,0.8481285,0.923693,0.07556450000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1022,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1023,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1024,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1025,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1026,0.9836287,1.0,0.016371299999999978,0.97661227,1.0,0.02338773000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1027,0.9387688,0.9399743,0.0012055000000000815,0.9125268,0.9624633,0.04993650000000005,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1028,0.9016203,0.9765188,0.07489849999999998,0.8594576,0.96645546,0.10699786,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1029,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1030,0.85892504,0.9505661,0.09164105999999994,0.8466786,0.98830867,0.14163007000000005,0.8875,0.8625,-0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1031,0.9374838,0.88498384,-0.05249996000000001,0.91069114,0.91069114,0.0,1.0,0.825,-0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1032,0.8820057,0.0,-0.8820057,0.83143663,0.63944745,-0.19198917999999998,1.0,0.8928572,-0.10714279999999998,0.0,1.0,0.0,1.0,0.0,0.0,1,0
1033,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1034,0.9124697,0.90738434,-0.005085360000000039,0.9124567,0.89983463,-0.01262207000000004,0.9125,0.925,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1035,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1036,0.9509906,1.0,0.04900939999999998,0.9621294,1.0,0.037870599999999977,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1037,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1038,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1039,0.92883605,0.9895555,0.06071945000000001,0.8983372,0.9850792,0.0867420000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1040,0.97749996,0.97749996,0.0,1.0,1.0,0.0,0.925,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1041,0.8532383,0.8875,0.03426169999999995,0.88141173,1.0,0.11858827000000005,0.7875,0.625,-0.16249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1042,0.89220566,0.91031593,0.018110269999999984,0.8460081,0.8718799,0.0258718,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1043,0.85509175,0.87130684,0.016215089999999988,0.82513106,0.8750811,0.04995003999999992,0.925,0.8625,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1044,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1045,0.91375,0.89217585,-0.02157414999999996,0.99999994,0.9102512,-0.08974874,0.71250004,0.85,0.13749995999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1046,0.8441183,0.0,-0.8441183,0.9594547,0.6056435,-0.3538112,0.575,0.6363636,0.061363600000000074,0.0,0.0,0.0,0.0,0.0,1.0,1,0
1047,0.88442516,0.90649986,0.022074700000000003,0.83489305,0.8664284,0.03153534999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1048,0.8926719,0.9433382,0.05066630000000005,0.8466741,0.9190545,0.07238040000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1049,0.94750005,0.89783114,-0.049668910000000066,1.0,0.91297305,-0.08702695000000005,0.825,0.8625,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1050,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1051,0.9325,0.8934683,-0.0390317,1.0,0.9013832,-0.09861679999999995,0.77500004,0.875,0.09999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1052,0.8726954,0.85714954,-0.015545860000000022,0.8181362,0.8441422,0.026005999999999974,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1053,0.8266903,0.8491007,0.022410400000000053,0.80062896,0.838001,0.03737204000000005,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1054,0.8832597,0.96999997,0.08674027000000006,0.8653709,1.0,0.13462909999999995,0.925,0.90000004,-0.024999960000000043,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1055,0.93625003,0.9325,-0.00375002999999996,1.0,1.0,0.0,0.7875,0.77500004,-0.012499959999999977,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1056,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1057,0.9711296,1.0,0.028870399999999963,0.9587566,1.0,0.04124340000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
