scenario_index,v26_rf,v27_rf,delta_rf,v26_progress,v27_progress,delta_progress,v26_comfort,v27_comfort,delta_comfort,v26_collision,v27_collision,v26_overlap,v27_overlap,v26_offroad,v27_offroad,v26_accuracy,v27_accuracy
1391,0.9025,0.91264784,0.010147840000000019,0.99999994,0.9234254,-0.07657454000000008,0.675,0.8875,0.2124999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1392,0.8967766,0.92955226,0.032775659999999984,0.85253793,0.8993605,0.04682257000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1393,0.98586124,0.97749996,-0.008361280000000026,0.97980165,1.0,0.02019835000000003,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1394,0.9214649,0.9127288,-0.008736100000000024,0.88780695,0.8753268,-0.012480150000000023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1395,0.9342767,0.9417934,0.007516700000000043,0.9061096,0.91684765,0.010738050000000054,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1396,0.9466772,0.9212658,-0.025411399999999973,0.92382467,0.8875225,-0.03630217000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1397,0.88504964,0.9100248,0.024975159999999996,0.83578527,0.90360683,0.06782155999999995,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1398,0.8718945,0.98275644,0.11086193999999994,0.81699204,0.97536635,0.15837431000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1399,0.8843919,0.8863899,0.0019979999999999443,0.83484554,0.88591427,0.05106873000000001,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1400,0.92125,0.0,-0.92125,0.99999994,0.99999994,0.0,0.7375,0.82432437,0.08682436999999998,0.0,1.0,0.0,1.0,0.0,0.0,1,0
1401,0.96926653,0.95413417,-0.015132359999999956,0.95609504,0.98269176,0.026596720000000018,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1402,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1403,0.9303221,0.9216753,-0.008646800000000066,0.9004602,0.88810766,-0.012352540000000078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1404,0.9033348,0.9737358,0.07040100000000005,0.8619068,0.96247965,0.10057285000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1405,0.88624096,0.90498286,0.018741899999999978,0.8374871,0.9124755,0.07498839999999996,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1406,0.9227213,0.95874995,0.036028649999999995,0.9378162,1.0,0.06218380000000001,0.8875,0.8625,-0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1407,0.82074803,0.8450037,0.024255670000000062,0.8349972,0.85893387,0.023936669999999993,0.7875,0.8125,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1408,0.96833974,1.0,0.031660259999999996,0.9869139,1.0,0.01308609999999999,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1409,0.9069783,0.94905055,0.04207225000000003,0.9260405,0.97542924,0.04938873999999993,0.8625,0.8875,0.02499999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1410,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1411,0.97749996,0.96250004,-0.014999919999999944,1.0,1.0,0.0,0.925,0.875,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1412,0.9209509,0.8621626,-0.058788300000000016,0.88707274,0.862018,-0.025054740000000075,1.0,0.8625,-0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1413,0.8401217,0.87566626,0.03554456000000006,0.77160245,0.82238024,0.050777789999999934,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1414,0.9477728,0.89402217,-0.05375063000000002,0.9253897,0.9503888,0.024999100000000052,1.0,0.7625,-0.23750000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1415,0.93071795,1.0,0.06928204999999998,0.90102565,0.99999994,0.09897429000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1416,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1417,0.9196022,0.96250004,0.042897839999999965,0.9387175,0.99999994,0.06128244000000005,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1418,0.92388004,0.8802868,-0.04359323999999998,0.9501857,0.88790965,-0.06227605000000003,0.8625,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1419,0.93161565,0.9487013,0.017085649999999952,0.9023081,0.926716,0.024407900000000038,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1420,0.854891,0.9649782,0.11008720000000005,0.82484436,0.9499688,0.1251244399999999,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1421,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1422,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1423,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1424,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1425,0.89589244,0.96625006,0.07035762000000001,0.97984636,1.0,0.020153639999999973,0.7,0.8875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1426,0.95300144,0.95300144,0.0,0.93285924,0.93285924,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1427,0.9195594,0.9285385,0.008979100000000018,0.88508487,0.8979122,0.012827330000000026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1428,0.473466,0.5490077,0.07554169999999999,0.24780858,0.35572526,0.10791667999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1429,0.0,0.0,0.0,0.008587202,0.008587202,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
1430,0.72022474,1.0,0.27977525999999997,0.600321,0.99999994,0.39967894000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1431,1.0,0.98125,-0.018750000000000044,1.0,1.0,0.0,1.0,0.9375,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1432,0.9388394,0.92136526,-0.017474140000000027,0.9126276,0.8876647,-0.02496290000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1433,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1434,0.9182934,0.90110743,-0.017185969999999995,0.88327616,0.85872483,-0.024551329999999982,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1435,0.9407822,1.0,0.05921779999999999,0.9475459,1.0,0.05245409999999995,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1436,0.9145498,0.8357998,-0.07874999999999999,0.87792826,0.87792826,0.0,1.0,0.7375,-0.26249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1437,0.94967645,0.9396864,-0.009990049999999973,0.9763235,0.9138376,-0.06248589999999998,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1438,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1439,0.9562647,0.97375125,0.01748654999999999,0.9375209,0.9625018,0.024980899999999973,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1440,0.86132616,0.8519549,-0.009371259999999992,0.8768945,0.9010068,0.024112299999999975,0.825,0.7375,-0.08749999999999991,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1441,0.9124094,0.9299041,0.017494699999999974,0.8748706,0.899863,0.024992399999999915,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1442,0.9010815,0.9361588,0.03507729999999998,0.91225916,0.9623696,0.05011044000000009,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1443,0.93961173,0.91245174,-0.027159990000000023,0.91373104,0.87493104,-0.03880000000000006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1444,0.96625006,1.0,0.03374993999999998,1.0,1.0,0.0,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1445,0.95470583,0.9467339,-0.00797192999999996,0.93529403,0.9239055,-0.011388529999999952,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1446,0.85820657,0.88398916,0.02578259000000005,0.79743785,0.8342701,0.03683225000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1447,0.9376238,0.98232996,0.04470615999999994,0.9108911,0.9747571,0.06386600000000009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1448,0.94502336,0.96250004,0.017476680000000022,0.921462,1.0,0.078538,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1449,0.889795,0.912295,0.022499999999999964,0.87470716,0.87470716,0.0,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1450,0.78394026,0.78570694,0.0017666799999999094,0.7984861,0.82243854,0.023952440000000075,0.75,0.7,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1451,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1452,0.93878984,0.98969,0.05090015999999997,0.91255695,0.9852715,0.07271454999999993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1453,0.98125,0.98125,0.0,1.0,1.0,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1454,0.8140298,0.8272707,0.0132409,0.7825426,0.8068153,0.024272700000000036,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1455,0.92161906,0.9292221,0.007603040000000005,0.8880272,0.8988887,0.010861499999999968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1456,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1457,0.9738602,1.0,0.026139800000000046,0.96265745,1.0,0.037342549999999974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1458,0.8444895,0.86416686,0.019677359999999977,0.77784204,0.854167,0.07632496,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1459,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1460,0.80296725,0.8845316,0.08156434999999995,0.8792389,0.9529023,0.07366339999999993,0.625,0.725,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1461,0.8987511,0.91249907,0.013747969999999943,0.8875015,0.87499857,-0.012502930000000023,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1462,0.76516134,0.8540444,0.08888306000000001,0.77701616,0.85042053,0.07340437,0.7375,0.8625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1463,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1464,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1465,0.9488937,0.92970055,-0.019193149999999992,0.97520536,0.89957225,-0.07563311000000006,0.8875,1.0,0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1466,0.8751038,0.9059189,0.030815099999999984,0.9501482,0.91916984,-0.030978359999999983,0.7,0.875,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1467,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1468,0.74856293,0.7727112,0.024148270000000083,0.7050898,0.7449445,0.03985470000000002,0.85,0.83750004,-0.012499959999999977,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1469,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1470,0.96935207,1.0,0.03064792999999999,0.9562172,1.0,0.04378280000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1471,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1472,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1473,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1474,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1475,0.96625006,0.97749996,0.011249899999999924,1.0,1.0,0.0,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1476,0.9423906,0.93625003,-0.006140570000000012,0.9498438,1.0,0.050156199999999984,0.925,0.7875,-0.13750000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1477,1.0,0.8912501,-0.10874989999999995,1.0,1.0,0.0,1.0,0.6375,-0.36250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1478,0.9095179,0.89944583,-0.010072069999999989,0.92431116,0.89920825,-0.02510290999999998,0.875,0.90000004,0.02500004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1479,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1480,0.8684341,0.8853712,0.016937100000000038,0.8120486,0.8362445,0.024195899999999937,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1481,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1482,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1483,0.8900243,0.9212387,0.031214399999999975,0.8750347,0.8874839,0.012449199999999938,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1484,0.9793854,1.0,0.02061460000000004,0.9705505,1.0,0.029449500000000017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1485,0.8848383,0.9132925,0.028454199999999985,0.83548325,0.8761321,0.04064884999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1486,0.8690037,0.90230507,0.03330137,0.8128624,0.89257866,0.07971625999999998,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1487,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1488,0.97749996,0.9888732,0.011373240000000062,1.0,0.9841046,-0.015895400000000004,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1489,0.0,0.0,0.0,0.011049724,0.0141720055,0.003122281499999999,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1490,0.813729,0.83989686,0.02616785999999993,0.78747,0.82485265,0.03738264999999996,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1491,0.8990473,0.9247555,0.02570819999999996,0.85578173,0.89250785,0.03672611999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1492,1.0,1.0,0.0,0.99999994,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1493,0.946451,0.95983136,0.01338035999999998,0.9770729,0.9426162,-0.03445670000000001,0.875,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1494,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0
1495,0.88554764,0.88179773,-0.003749910000000023,0.88471097,0.88471097,0.0,0.8875,0.875,-0.012499999999999956,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1496,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1497,0.9909706,0.9640364,-0.02693420000000002,0.9871009,0.9486234,-0.03847749999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1498,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1499,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1500,0.87264675,0.8501467,-0.022500049999999994,0.8502096,0.8502096,0.0,0.925,0.85,-0.07500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1501,0.9110409,0.9558242,0.04478329999999997,0.8729155,0.9368917,0.06397620000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1502,0.8001421,0.83883375,0.03869165000000008,0.8591316,0.8983339,0.03920230000000002,0.6625,0.7,0.03749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1503,0.8621358,0.80910033,-0.05303546999999997,0.8030511,0.77550054,-0.02755056,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1504,0.0,0.86739177,0.86739177,0.21104118,0.81055975,0.5995185700000001,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
1505,0.92116976,0.92116976,0.0,0.88738537,0.88738537,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1506,0.92047995,0.93722695,0.016746999999999956,0.88639987,0.9103242,0.02392433000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1507,0.92184466,0.93052715,0.008682489999999987,0.8883496,0.900753,0.012403400000000064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1508,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1509,0.8568571,0.92797107,0.07111396999999997,0.7955102,0.89710146,0.10159126000000007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1510,0.85128117,0.89506525,0.04378408,0.7875446,0.8500931,0.0625485,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1511,0.90079653,0.9097621,0.008965569999999978,0.8582808,0.87108874,0.012807940000000073,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1512,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1513,0.30267534,0.2798998,-0.02277554000000004,0.0038219274,0.008785421,0.0049634936000000004,1.0,0.9125,-0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1514,0.9305379,0.9305379,0.0,0.9007684,0.9007684,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1515,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1516,0.92861885,0.92861885,0.0,0.89802694,0.89802694,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1517,0.9118151,0.88931507,-0.022500030000000004,0.8740215,0.8740215,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1518,0.8503149,0.8416506,-0.008664299999999958,0.81830704,0.8702152,0.05190815999999998,0.925,0.77500004,-0.14999996000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1519,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1520,0.94303304,0.94850266,0.005469620000000064,0.9186186,0.9585752,0.03995660000000001,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1521,0.86013347,0.90008396,0.03995049000000006,0.8001906,0.85726273,0.05707213,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1522,0.96391976,1.0,0.036080239999999986,0.94845676,1.0,0.05154323999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1523,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1524,0.97375005,0.91375,-0.06000005000000008,1.0,1.0,0.0,0.9125,0.71250004,-0.19999995999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1525,0.95011514,0.9224459,-0.02766923999999993,0.9876644,0.8892083,-0.09845610000000005,0.8625,1.0,0.13749999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1526,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1527,0.9221345,0.9192652,-0.0028692999999999635,0.88876355,0.93823594,0.04947239000000003,1.0,0.875,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1528,0.92125,0.8725616,-0.048688399999999965,1.0,0.91437364,-0.08562636000000001,0.7375,0.77500004,0.03750003999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1529,0.9197203,0.96962184,0.04990153999999991,0.8853147,0.9566027,0.07128800000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1530,1.0,0.97749996,-0.022500040000000054,1.0,1.0,0.0,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1531,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1532,0.97413635,0.96625006,-0.007886289999999962,0.9630519,1.0,0.03694810000000004,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1533,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1534,0.87147063,0.8801474,0.00867677,0.864601,0.8769962,0.01239520000000005,0.8875,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1535,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1536,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1537,0.9303991,0.89919454,-0.031204560000000048,0.9005703,0.888135,-0.012435300000000038,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1538,0.89101714,0.927345,0.03632785999999999,0.8443103,0.89620715,0.051896849999999994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1539,0.9685915,0.96625006,-0.002341440000000028,0.98727363,1.0,0.012726369999999987,0.925,0.8875,-0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1540,0.96703607,1.0,0.032963929999999975,0.9529086,1.0,0.047091400000000005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1541,0.921724,0.921724,0.0,0.8881772,0.8881772,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1542,0.92998713,0.96884185,0.03885472000000001,0.89998156,0.9554883,0.05550674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1543,0.9714239,0.9104999,-0.06092399999999998,0.9591771,0.9203569,-0.03882019999999997,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1544,1.0,0.96624994,-0.033750060000000026,0.99999994,0.99999994,0.0,1.0,0.8875,-0.11250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1545,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1546,0.8978338,0.94514513,0.047311329999999985,0.8540483,0.9216359,0.06758759999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1547,0.9125309,0.9558635,0.04333259999999994,0.87504417,0.9369478,0.06190362999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1548,0.8090431,0.791633,-0.017410099999999984,0.72720444,0.7398328,0.012628360000000005,1.0,0.9125,-0.08750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1549,0.9124741,0.9212441,0.008770000000000056,0.87496287,0.8874916,0.012528730000000099,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1550,0.9998533,0.97749996,-0.02235334,0.99979043,1.0,0.00020956999999999226,1.0,0.925,-0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1551,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1552,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1553,0.95500004,0.95500004,0.0,1.0,1.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1554,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1555,0.85878795,0.87681484,0.018026890000000018,0.7982684,0.82402116,0.02575276000000004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1556,0.8633377,0.910765,0.04742730000000006,0.8369109,0.8725214,0.03561049999999999,0.925,1.0,0.07499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1557,0.91092646,0.9326529,0.021726440000000014,0.8727521,0.9037897,0.0310376,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1558,0.97375005,0.97749996,0.003749909999999912,1.0,1.0,0.0,0.9125,0.925,0.012500000000000067,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1559,0.89470786,0.92086613,0.026158269999999928,0.8495827,0.88695157,0.03736887,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1560,0.95448315,0.9308481,-0.02363504999999999,0.9831902,0.9333545,-0.04983570000000004,0.8875,0.925,0.03750000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1561,0.943133,0.9561249,0.012991900000000056,0.9723329,0.99089265,0.018559749999999986,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
