model,scenario_index,group,reference_step,reference_seconds,lead_s,frame,time_from_start_s,expected_episode_length,actual_episode_length,action_accel,action_steer,abs_steer,brake_strength,throttle_strength,delta_accel,delta_steer,abs_delta_accel,abs_delta_steer,risk_object_index,risk_distance,risk_static_clearance,risk_predicted_clearance,risk_dcpa,risk_tcpa_raw,risk_tcpa_clipped,risk_future_tcpa,risk_approaching,risk_closing_speed,second_object_index,second_distance,second_static_clearance,second_predicted_clearance,second_dcpa,second_future_tcpa,second_approaching,top2_mean_predicted_clearance,second_minus_first_pred_gap,num_pred_conflict_0,num_pred_conflict_1,num_pred_conflict_2,min_future_tcpa_conflict_0,min_future_tcpa_conflict_1,min_future_tcpa_conflict_2
V27,24,EARLY_COLLISION,24,2.4000000000000004,2.0,4,0.4,80,80,-0.01868472248315811,-0.14618656039237976,0.14618656039237976,0.01868472248315811,0.0,-0.005110695958137512,-0.03167286515235901,0.005110695958137512,0.03167286515235901,15,52.21015453525705,39.850650059200554,-7.271975243620115,5.087529232436379,2.6784663947995537,2.6784663947995537,2.6784663947995537,1,19.30746977038108,4,4.497818102052251,-5.49800832610942,-5.49800832610942,4.497818102052251,5.0,0,-6.384991784864767,1.7739669175106947,3,4,4,1.7366910732004077,1.7366910732004077,1.7366910732004077
V27,24,EARLY_COLLISION,24,2.4000000000000004,1.0,14,1.4000000000000001,80,80,-0.05238259211182594,0.11989431828260422,0.11989431828260422,0.05238259211182594,0.0,-0.016158606857061386,-0.0011628717184066772,0.016158606857061386,0.0011628717184066772,15,32.6635914360062,20.304086959949707,-6.2879308267124445,6.071573649344049,1.6569239372816351,1.6569239372816351,1.6569239372816351,1,19.03225276875794,14,32.062552403535925,18.803738594934813,4.01263420401987,17.27144801262098,0.6909855731479082,1,-1.1376483113462874,10.300565030732315,1,1,1,1.6569239372816351,1.6569239372816351,1.6569239372816351
V27,24,EARLY_COLLISION,24,2.4000000000000004,0.5,19,1.9000000000000001,80,80,0.041643690317869186,0.1836327314376831,0.1836327314376831,0.0,0.041643690317869186,0.022728625684976578,0.031193584203720093,0.022728625684976578,0.031193584203720093,15,22.576685030682768,10.217180554626275,-10.242109137927104,2.117395338129389,1.1477654324328854,1.1477654324328854,1.1477654324328854,1,19.497103360684807,5,38.61891122901405,25.829734302736618,-8.491010616940502,4.298166309336933,5.0,0,-9.366559877433803,1.7510985209866021,2,2,3,1.1477654324328854,1.1477654324328854,0.2822018863075871
V27,1124,LATE_COLLISION,76,7.6000000000000005,3.0,46,4.6000000000000005,80,80,-0.09784193336963654,0.2667495310306549,0.2667495310306549,0.09784193336963654,0.0,-0.0005242526531219482,-0.0007596015930175781,0.0005242526531219482,0.0007596015930175781,2,3.0452906206068215,-2.117525966860752,-2.117525966860752,3.0452906206068215,-48.08347764137199,0.0,5.0,0,-0.02206810556509581,4,3.1175322019394494,-2.083572467017984,-2.083572467017984,3.1175322019394494,5.0,0,-2.100549216939368,0.033953499842767965,2,5,5,5.0,4.311571476799811,4.311571476799811
V27,1124,LATE_COLLISION,76,7.6000000000000005,2.0,56,5.6000000000000005,80,80,-0.15015177428722382,0.26677972078323364,0.26677972078323364,0.15015177428722382,0.0,-0.011873826384544373,-0.0002205967903137207,0.011873826384544373,0.0002205967903137207,2,3.0621649238899904,-2.100651663577583,-2.100651663577583,3.0621649238899904,-35.12018846572492,0.0,5.0,0,-0.031094767124099573,4,3.133914591937002,-2.0671900770204314,-2.0671900770204314,3.133914591937002,5.0,0,-2.083920870299007,0.0334615865571517,2,5,5,5.0,3.4656036329827122,3.4656036329827122
V27,1124,LATE_COLLISION,76,7.6000000000000005,1.0,66,6.6000000000000005,80,80,-0.19425691664218903,0.15015292167663574,0.15015292167663574,0.19425691664218903,0.0,-0.008960917592048645,-0.00633355975151062,0.008960917592048645,0.00633355975151062,4,3.196918352756965,-2.0041863162004683,-2.0041863162004683,3.196918352756965,-30.217931398264053,0.0,5.0,0,-0.02785228417648571,5,5.38692729289008,0.16756113366871261,0.16756113366871261,5.38692729289008,5.0,0,-0.9183125912658778,2.171747449869181,1,4,4,5.0,2.698503489663026,2.698503489663026
V27,1124,LATE_COLLISION,76,7.6000000000000005,0.5,71,7.1000000000000005,80,80,-0.22952581942081451,0.13502061367034912,0.13502061367034912,0.22952581942081451,0.0,-0.004124671220779419,-0.0010320693254470825,0.004124671220779419,0.0010320693254470825,4,3.2303010581058293,-1.970803610851604,-1.970803610851604,3.2303010581058293,-23.84578221208635,0.0,5.0,0,-0.03702745548044851,1,4.513276885514067,1.4073064412829774,0.14179943938562678,3.247769883616716,2.4521350536858746,1,-0.9145020857329886,2.112603050237231,1,4,4,5.0,2.4521350536858746,2.4521350536858746
V27,1237,LATE_COLLISION,37,3.7,3.0,7,0.7000000000000001,80,80,0.10696171224117279,0.054789312183856964,0.054789312183856964,0.0,0.10696171224117279,-0.019088193774223328,0.0034378953278064728,0.019088193774223328,0.0034378953278064728,2,2.913001561517441,-2.2144348461662497,-2.2144348461662497,2.913001561517441,-0.7597183286882461,0.0,5.0,0,-0.8713001256886903,3,3.168362567438157,-1.956412887312018,-1.956412887312018,3.168362567438157,5.0,0,-2.085423866739134,0.25802195885423185,4,6,6,1.385046087021366,1.385046087021366,1.385046087021366
V27,1237,LATE_COLLISION,37,3.7,2.0,17,1.7000000000000002,80,80,-0.02674572542309761,0.04389731585979462,0.04389731585979462,0.02674572542309761,0.0,-0.0569919478148222,0.0007252506911754608,0.0569919478148222,0.0007252506911754608,4,7.991975935436518,2.7090722661107343,-1.0458126086473536,4.23709106067843,3.0880458738831926,3.0880458738831926,3.0880458738831926,1,1.860595813688481,2,4.24279005314064,-0.884646354543051,-0.884646354543051,4.24279005314064,5.0,0,-0.9652294815952023,0.16116625410430263,4,6,7,0.42577750091462124,0.42577750091462124,0.42577750091462124
V27,1237,LATE_COLLISION,37,3.7,1.0,27,2.7,80,80,-0.04160350188612938,0.057523611932992935,0.057523611932992935,0.04160350188612938,0.0,0.03352838382124901,-0.0007418952882289886,0.03352838382124901,0.0007418952882289886,4,6.512093666653339,1.2291899973275555,-1.224950748056556,4.057952921269227,3.543893061779004,3.543893061779004,3.543893061779004,1,1.1240227993583334,1,2.076251873097186,-0.8971747553731584,-0.8971747553731584,2.076251873097186,5.0,0,-1.0610627517148572,0.32777599268339763,2,3,5,3.543893061779004,3.543893061779004,3.0463470333176317
