model,scenario_index,group,reference_step,reference_seconds,lead_s,frame,time_from_start_s,expected_episode_length,actual_episode_length,action_accel,action_steer,abs_steer,brake_strength,throttle_strength,delta_accel,delta_steer,abs_delta_accel,abs_delta_steer,risk_object_index,risk_distance,risk_static_clearance,risk_predicted_clearance,risk_dcpa,risk_tcpa_raw,risk_tcpa_clipped,risk_future_tcpa,risk_approaching,risk_closing_speed,second_object_index,second_distance,second_static_clearance,second_predicted_clearance,second_dcpa,second_future_tcpa,second_approaching,top2_mean_predicted_clearance,second_minus_first_pred_gap,num_pred_conflict_0,num_pred_conflict_1,num_pred_conflict_2,min_future_tcpa_conflict_0,min_future_tcpa_conflict_1,min_future_tcpa_conflict_2
V27,1237,LATE_COLLISION,37,3.7,0.5,32,3.2,80,80,0.046683624386787415,0.0538867712020874,0.0538867712020874,0.0,0.046683624386787415,0.002856738865375519,-0.0004351995885372162,0.002856738865375519,0.0004351995885372162,4,5.980619660126684,0.6977159908009005,-1.277624163089742,4.005279506236041,3.046466506886687,3.046466506886687,3.046466506886687,1,1.0826460018611535,1,2.59154730826343,-0.3818793202069144,-0.3818793202069144,2.59154730826343,5.0,0,-0.8297517416483282,0.8957448428828276,2,2,5,3.046466506886687,3.046466506886687,2.5032335864757593
V27,1424,LATE_OFFROAD,78,7.800000000000001,3.0,48,4.800000000000001,80,80,0.02825070731341839,0.11035119742155075,0.11035119742155075,0.0,0.02825070731341839,-0.001806722953915596,-0.00825454294681549,0.001806722953915596,0.00825454294681549,5,75.43324213724809,63.67480107024835,9.25555144602917,21.013992513028903,2.879994505384704,2.879994505384704,2.879994505384704,1,24.159497426494603,5,75.43324213724809,63.67480107024835,9.25555144602917,21.013992513028903,2.879994505384704,1,9.25555144602917,0.0,0,0,0,5.0,5.0,5.0
V27,1424,LATE_OFFROAD,78,7.800000000000001,2.0,58,5.800000000000001,80,80,-0.017750579863786697,0.06162615865468979,0.06162615865468979,0.017750579863786697,0.0,-0.0020761750638484955,-0.003375321626663208,0.0020761750638484955,0.003375321626663208,4,9.457080874417244,2.424672244902321,2.3964039352667994,9.428812564781722,0.6378497772225827,0.6378497772225827,0.6378497772225827,1,0.08850378888045397,5,51.50864231050021,39.75020124350047,8.865902195262947,20.62434326226268,1.8803918740430696,1,5.631153065264874,6.469498259996148,0,0,0,5.0,5.0,5.0
V27,1424,LATE_OFFROAD,78,7.800000000000001,1.0,68,6.800000000000001,80,80,-0.005139141343533993,0.017920780926942825,0.017920780926942825,0.005139141343533993,0.0,-0.001779091777279973,-0.0005795303732156754,0.001779091777279973,0.0005795303732156754,4,8.935753142472372,1.9033445129574487,1.8005006442271112,8.832909273742034,1.2095161992474082,1.2095161992474082,1.2095161992474082,1,0.16907924110044154,5,30.40589480600606,18.647453739006327,9.070995712360151,20.829436779359884,0.8857027088013399,1,5.435748178293631,7.27049506813304,0,0,1,5.0,5.0,1.2095161992474082
V27,1424,LATE_OFFROAD,78,7.800000000000001,0.5,73,7.300000000000001,80,80,0.0039799450896680355,-0.002432967070490122,0.002432967070490122,0.0,0.0039799450896680355,0.0013080467469990253,-0.002927976136561483,0.0013080467469990253,0.002927976136561483,5,22.805526851413944,11.047085784414211,8.954568096633167,20.7130091636329,0.3865923048643766,0.3865923048643766,0.3865923048643766,1,10.328805512824063,5,22.805526851413944,11.047085784414211,8.954568096633167,20.7130091636329,0.3865923048643766,1,8.954568096633167,0.0,0,0,0,5.0,5.0,5.0
V27,2101,EARLY_COLLISION,20,2.0,2.0,0,0.0,80,80,-0.04895373061299324,-0.043713152408599854,0.043713152408599854,0.04895373061299324,0.0,,,,,6,30.693663465915417,21.716065465233754,-5.030089682879005,3.947508317802658,1.5570884667423612,1.5570884667423612,1.5570884667423612,1,19.386165620626205,4,4.462354627012485,-0.6722068348943546,-1.568084446694538,3.5664770152123015,0.1371945433506844,1,-3.2990870647867716,3.462005236184467,4,4,4,0.1371945433506844,0.1371945433506844,0.1371945433506844
V27,2101,EARLY_COLLISION,20,2.0,1.0,10,1.0,80,80,-0.06452356278896332,0.0013320473954081535,0.0013320473954081535,0.06452356278896332,0.0,0.01728961616754532,0.00849524000659585,0.01728961616754532,0.00849524000659585,6,12.398962040425541,3.421364039743878,-4.629209307436251,4.348388693245412,0.6080831306774563,0.6080831306774563,0.6080831306774563,1,17.882352064734473,2,5.951548221107314,0.9053028945578685,-1.9907032808189866,3.0555420457304585,2.10396186823098,1,-3.309956294127619,2.6385060266172644,2,5,6,0.6080831306774563,0.6080831306774563,0.6080831306774563
V27,2101,EARLY_COLLISION,20,2.0,0.5,15,1.5,80,80,-0.18320675194263458,0.009753393940627575,0.009753393940627575,0.18320675194263458,0.0,-0.03180566430091858,0.005458667874336243,0.03180566430091858,0.005458667874336243,6,4.960312104040993,-4.01728589664067,-4.534848972927451,4.442749027754212,0.11746833175222074,0.11746833175222074,0.11746833175222074,1,8.352235684095048,7,17.559500604449465,8.643108839262382,-3.6556495449056783,5.260742220281404,0.8920625223161864,1,-4.0952492589165645,0.8791994280217725,3,3,6,0.11746833175222074,0.11746833175222074,0.11746833175222074
V27,2139,EARLY_COLLISION,11,1.1,1.0,1,0.1,80,80,-0.02811027690768242,0.0805768370628357,0.0805768370628357,0.02811027690768242,0.0,-0.00878717377781868,-0.0303184911608696,0.00878717377781868,0.0303184911608696,13,9.163916898733461,-0.08986215278429022,-5.046152696656341,4.207626354861411,1.9274668289653967,1.9274668289653967,1.9274668289653967,1,3.7520639847338693,10,3.724388298418073,-2.186472335531262,-2.9449839179439774,2.965876716005358,5.0,0,-3.995568307300159,2.1011687787123634,4,4,4,1.9274668289653967,1.9274668289653967,1.9274668289653967
V27,2139,EARLY_COLLISION,11,1.1,0.5,6,0.6000000000000001,80,80,-0.041695572435855865,-0.047911666333675385,0.047911666333675385,0.041695572435855865,0.0,0.00023087486624717712,0.0028542689979076385,0.00023087486624717712,0.0028542689979076385,13,7.546595645368709,-1.707183406149043,-5.1067110341890345,4.147068017328717,1.5422118447874105,1.5422118447874105,1.5422118447874105,1,3.4156554742105274,41,10.440302067847211,4.499567267401927,-4.014355263851781,1.926379536593503,4.285316612128336,1,-4.560533149020408,1.092355770337253,3,4,5,1.5422118447874105,1.5422118447874105,1.5422118447874105
V27,2747,LATE_OFFROAD,46,4.6000000000000005,3.0,16,1.6,80,80,0.026958800852298737,0.11123571544885635,0.11123571544885635,0.0,0.026958800852298737,-0.0020930860191583633,-0.007512986660003662,0.0020930860191583633,0.007512986660003662,5,98.82179164098031,86.9242826268458,86.9242826268458,98.82179164098031,-3.9054865617846413,0.0,5.0,0,-24.183699555507513,5,98.82179164098031,86.9242826268458,86.9242826268458,98.82179164098031,5.0,0,86.9242826268458,0.0,0,0,0,5.0,5.0,5.0
V27,2747,LATE_OFFROAD,46,4.6000000000000005,2.0,26,2.6,80,80,0.0033607350196689367,0.052304260432720184,0.052304260432720184,0.0,0.0033607350196689367,-0.0012056787963956594,-0.005362231284379959,0.0012056787963956594,0.005362231284379959,5,122.8770010813191,110.97949206718458,110.97949206718458,122.8770010813191,-4.7722486976294185,0.0,5.0,0,-25.010479211418986,5,122.8770010813191,110.97949206718458,110.97949206718458,122.8770010813191,5.0,0,110.97949206718458,0.0,0,0,0,5.0,5.0,5.0
V27,2747,LATE_OFFROAD,46,4.6000000000000005,0.5,41,4.1000000000000005,80,80,-0.07116969674825668,0.04254123196005821,0.04254123196005821,0.07116969674825668,0.0,0.012912765145301819,-0.001867491751909256,0.012912765145301819,0.001867491751909256,3,7.511349492908358,0.47065769376569033,-1.123498301495526,5.917193497647141,21.49782570202349,5.0,5.0,0,0.3225019757752943,3,7.511349492908358,0.47065769376569033,-1.123498301495526,5.917193497647141,5.0,0,-1.123498301495526,0.0,1,1,1,5.0,5.0,5.0
V27,2922,EARLY_COLLISION,22,2.2,2.0,2,0.2,80,80,-0.02556142769753933,-0.007798520382493734,0.007798520382493734,0.02556142769753933,0.0,0.008995404466986656,-0.05049903830513358,0.008995404466986656,0.05049903830513358,1,4.93967710441955,-5.255549071915652,-5.758307655727469,4.436918520607733,1.0874541868946184,1.0874541868946184,1.0874541868946184,1,0.8775970415763996,4,21.825328705479144,12.54101994412625,6.716555537524622,16.000864298877516,5.0,0,0.47912394089857635,12.47486319325209,1,1,1,1.0874541868946184,1.0874541868946184,1.0874541868946184
V27,2922,EARLY_COLLISION,22,2.2,1.0,12,1.2000000000000002,80,80,-0.019532160833477974,-0.0038506044074892998,0.0038506044074892998,0.019532160833477974,0.0,-0.006800195202231407,-0.0031983210938051343,0.006800195202231407,0.0031983210938051343,1,4.37209018818745,-5.823135988147753,-5.939462514931657,4.255763661403545,0.5238262204373708,0.5238262204373708,0.5238262204373708,1,0.43823311878773386,13,24.778299000916224,15.58353734060252,3.5620249364332235,12.756786596746927,5.0,0,-1.1887187892492168,9.50148745136488,1,1,1,0.5238262204373708,0.5238262204373708,0.5238262204373708
V27,2922,EARLY_COLLISION,22,2.2,0.5,17,1.7000000000000002,80,80,-0.027445850893855095,0.005996318534016609,0.005996318534016609,0.027445850893855095,0.0,0.004122702404856682,0.003229985013604164,0.004122702404856682,0.003229985013604164,1,4.175784122647376,-6.019442053687826,-6.019442053687826,4.175784122647376,-0.14642551033189288,0.0,5.0,0,-0.08953789353723768,13,23.291467350916715,14.096705690603011,2.5962188247987292,11.790980485112433,5.0,0,-1.7116116144445486,8.615660878486555,1,1,1,5.0,5.0,5.0
